Am/PH sheath cells.c	Body wall muscle.c	Canal associated neurons.c	Cholinergic neurons.c	Ciliated sensory neurons.c	Coelomocytes.c	Distal tip cells.c	Dopaminergic neurons.c	Excretory cells.c	flp-1(+) interneurons.c	GABAergic neurons.c	Germline.c	Intestinal/rectal muscle.c	Non-seam hypodermis.c	Other interneurons.c	Oxygen sensory neurons.c	Pharyngeal epithelia.c	Pharyngeal gland.c	Pharyngeal muscle.c	Pharyngeal neurons.c	Rectum.c	Seam cells.c	Sex myoblasts.c	Socket cells.c	Somatic gonad precursors.c	Touch receptor neurons.c	Vulval precursors.c	Intestine.c	Ciona10	Ciona11	Ciona12	Ciona13	Ciona14	Ciona15	Ciona16	Ciona17	Ciona18	Ciona19	Ciona1	Ciona20	Ciona21	Ciona22	Ciona23	Ciona24	Ciona25	Ciona26	Ciona27	Ciona28	Ciona29	Ciona2	Ciona30	Ciona31	Ciona32	Ciona33	Ciona34	Ciona35	Ciona36	Ciona3	Ciona4	Ciona5	Ciona6	Ciona7	Ciona8	Ciona9
Rectum.c	0.863970999024723	0.488569914457318	0.548584925020137	0.296211373355222	0.248576919646029	0.69105310766822	0.60440105890139	0.371966360880331	0.930657038127421	0.341285680533586	0.302400057118428	0.258185571879958	0.495317566603081	0.975129477418287	0.281601219448312	0.337905044909604	0.896416110200386	0.719172264820666	0.698858153318774	0.41899373524469	0.971652327377013	0.918415368904983	0.204052997356565	0.915457156255014	0.570076887141356	0.265870794020252	0.882558057537129	0.655093484834774	0.785619569003408	0.532156384476247	0.941001234853262	0.656154374801132	0.894834846288603	0.65868301315611	0.677808350293684	0.654109514218771	0.299198033349249	0.268466878665173	0.829976818272379	0.595674899372389	0.815449793747939	0.327944858721815	0.633112872837393	0.441473796835843	0.501764148265625	0.265156771676323	0.451792467102848	0.538159893735212	0.3428388271678	0.760183160914166	0.816060848673676	0.687906904263444	0.130210426314349	0.186120820085376	0.161527795537298	0.182009481884288	0.161919260688347	0.606574972935853	0.497321896527879	0.350629477260714	0.538842443452619	0.507847659249007	0.635178266271629	0.93354554828664
Seam cells.c	0.787442252170341	0.207953778694063	0.457395454185098	0.0563276109387198	0.133437621211054	0.353591905190156	0.413900506571451	0.260627733117438	0.880045552529607	0.0965451883064988	0.0967405966430862	0.744684249980094	0.263506413323922	0.931219130755183	0.0826020354835645	0.075844393090414	0.707110390034841	0.681084060738316	0.44369049681294	0.138572399591768	0.918415368904983	0.941109924750864	0.455088529735645	0.827753440603002	0.789922147850395	0.0694589098082127	0.901963290272463	0.731880596135346	0.546006546432126	0.13255344619097	0.419883520926081	0.196419873565586	0.706011420254602	0.790997591626032	0.167156991468069	0.759070231829208	0.127686338013304	0.11677050124339	0.553590830537103	0.640214593038088	0.510974744867362	0.147597240365376	0.754423222111993	0.663609334510491	0.474572130857908	0.352226421820376	0.711938793980819	0.688152590699854	0.133277540933371	0.569813337065234	0.525684978158977	0.363890175399954	0.631417273644527	0.520408669326478	0.452729414313717	0.704608640315179	0.626229845465992	0.617324500534259	0.722109775919944	0.489919039177592	0.186335667256622	0.469365626563825	0.186083624622924	0.477722939479745
Sex myoblasts.c	0.244422270179104	0.746901335853271	0.684189814097999	0.414637842567556	0.26730332115694	0.263129666270491	0.51774132761583	0.547956899973674	0.230504392125542	0.250339359987319	0.458957217586527	0.598227901677388	0.696058536330644	0.184552387243709	0.50538050883677	0.4011540168664	0.364373745484067	0.417448729934919	0.266238874483145	0.218708388814913	0.204052997356565	0.455088529735645	0.800266311584554	0.309587853657136	0.711713218976006	0.386657718644738	0.736579737844517	0.428865712561982	0.470556218024389	0.107705971956487	0.335877546862473	0.336128707311623	0.52403398834812	0.885852933997985	0.23987158936728	0.338220078265582	0.219342470713465	0.251046767231955	0.101034935003663	0.408951550822179	0.0783828972117059	0.354049054803887	0.296476450135097	0.5095984319773	0.530652874595863	0.674231275106253	0.643618837495663	0.481211231325276	0.467938472230773	0.15684307414255	0.567477337484194	0.397711026598211	0.768388597771153	0.91136102828241	0.880554003685974	0.844859542899729	0.775582237201382	0.29315764343043	0.623417033279255	0.654155634529575	0.246633111265377	0.329278768764496	0.469218465684532	0.29785334334211
Socket cells.c	0.899549757133735	0.422718324206238	0.800577319788189	0.777546180525713	0.789208806229532	0.47981227664273	0.471742406303568	0.881064405479185	0.954650183061177	0.679031705067655	0.796316274235522	0.227410862383334	0.471066706780555	0.922999928236111	0.775341504991707	0.864675069171231	0.927247796179787	0.723761550859936	0.817570670463508	0.782174021226954	0.915457156255014	0.827753440603002	0.309587853657136	0.979023052405307	0.498679524912033	0.666287433473427	0.83785040104879	0.412761514328985	0.892718122842316	0.751933602644323	0.805081660556262	0.81573421019422	0.913863745910986	0.679146311607648	0.854681915173103	0.392712873610331	0.730060974928188	0.686816384880617	0.570809775114362	0.272644782161057	0.395122660294028	0.808123497760007	0.460202622094483	0.307980446543344	0.223173266321018	0.251131651083343	0.254219755836714	0.268412742229834	0.765967511064952	0.399367632997946	0.895367049795217	0.741932245670526	0.234248295002328	0.373546864369099	0.312389390765436	0.407424531248728	0.269057454998194	0.324436456377187	0.422727667786343	0.492735883222774	0.775754301860358	0.31774738581223	0.567392456709372	0.860417294902675
Somatic gonad precursors.c	0.617592564298447	0.201461360350592	0.775463227151326	0.278801676089659	0.362641409106015	0.424683757560995	0.600113533434552	0.306877871888518	0.562026749772757	0.238623616052723	0.312236748005816	0.86353765163653	0.415098039215686	0.465278430858818	0.218608135257752	0.369235372444584	0.686232565633996	0.714064491672283	0.474546906637405	0.347178298216757	0.570076887141356	0.789922147850395	0.711713218976006	0.498679524912033	0.925803921568627	0.264277292262675	0.854109281220861	0.744225358776218	0.409833548761095	0.141250497771975	0.356575943895598	0.32393124655112	0.671949334289552	0.930434426528306	0.304923232670995	0.482275760650659	0.0649284233428019	0.1201231062828	0.130652336471069	0.569445471781054	0.295067483128744	0.225906207068815	0.490343022037256	0.617785298467915	0.685368932117924	0.597574126900266	0.772914961015033	0.616491783083954	0.173265036471653	0.234812586905266	0.355975636377812	0.290828411749007	0.763778966477998	0.884810161549237	0.864432202091292	0.892061826849228	0.834213930107787	0.413992134578227	0.586703714606862	0.691114768843317	0.140710363922194	0.454921568627451	0.185292997942869	0.329217838218313
Touch receptor neurons.c	0.359766034086095	0.628654488917271	0.889176600059171	0.95109730697599	0.930214649743862	0.755247596846963	0.595203595610133	0.905462601110488	0.291034201733691	0.93354428368934	0.925542910715947	0.24682044701346	0.80312283967551	0.290481659236339	0.924926584364857	0.954808506490569	0.585292547846116	0.580692607683257	0.568870752831446	0.92731006115763	0.265870794020252	0.0694589098082127	0.386657718644738	0.666287433473427	0.264277292262675	0.953989007328448	0.144159135964875	0.329416767284723	0.569935248255059	0.956092560358578	0.50299124999906	0.784316138484345	0.283645551067042	0.185478490251604	0.926847524587844	0.283528433501672	0.962621715656272	0.953855830368284	0.73675208222336	0.302229372237701	0.670958464392812	0.94649830428486	0.297975695160161	0.25563544567169	0.170830815739237	0.320771145178717	0.163669226964051	0.215880058765096	0.927682143845272	0.522991348018557	0.616753915216231	0.48939377938695	0.215411837065127	0.193958676734518	0.244003901213676	0.162893523755803	0.217852247123568	0.332623604379885	0.188964503646038	0.638094342946124	0.948922466903906	0.382571206363958	0.765362025139504	0.480407416601908
Vulval precursors.c	0.745585800538324	0.288402102155168	0.540488781534203	0.148672085273197	0.0933451330854183	0.360398010510299	0.593779796562205	0.254554315264866	0.839986878744347	0.147085625914617	0.204429533324295	0.722947727196478	0.369417674638509	0.882516848493043	0.171782863457053	0.14942699382144	0.757923915207907	0.629242600676224	0.422661521217008	0.169181754832212	0.882558057537129	0.901963290272463	0.736579737844517	0.83785040104879	0.854109281220861	0.144159135964875	0.924453002902433	0.685301653471338	0.677063503367292	0.130889199095022	0.420574850570852	0.261532012622051	0.756195751963512	0.889388080707513	0.216202127720145	0.493751879804073	0.105207280460719	0.123680809161897	0.279540806130557	0.509567110997842	0.151522161755126	0.188211419492563	0.512578696053937	0.616536994027347	0.575533463971135	0.467881009675443	0.73335195672312	0.565082744542757	0.268461405186219	0.307617726674531	0.63283419043675	0.510350718299897	0.651001568132524	0.731669826508593	0.707585973081121	0.815326675904117	0.647369240946556	0.38254277816113	0.615439485976514	0.660451272271531	0.140661400367428	0.508126331577507	0.2576953108901	0.582172621144329
Intestine.c	0.655198952600782	0.300650164934953	0.721827197990612	0.154849705130384	0.694198793890256	0.546863586402817	0.621824191851356	0.424382227007271	0.654910617585812	0.278870871214953	0.197575544296815	0.513091997622881	0.436199232508017	0.805616637788385	0.258783127933961	0.284501451148246	0.910163075726984	0.854997858189668	0.823921679559471	0.320535300564395	0.655093484834774	0.731880596135346	0.428865712561982	0.412761514328985	0.744225358776218	0.329416767284723	0.685301653471338	0.985764075067024	0.824196446837522	0.466536347224613	0.820909600904463	0.647120183508536	0.676759958487076	0.83107151981723	0.656771417085848	0.483353823575864	0.238324475606509	0.268377214041969	0.526502552600022	0.425794348464278	0.715839099706058	0.41746268847868	0.565800248490252	0.777143098542502	0.433873589950075	0.249718910370176	0.50304299497351	0.42688091550582	0.257652413406118	0.334207987204757	0.852555951156333	0.423166549069717	0.795360806894209	0.693171930381772	0.846550014701601	0.671409901270425	0.688826829270505	0.432604608788643	0.570971343678265	0.537705030026738	0.480362773332079	0.444083032676878	0.689914550911635	0.735912794181298
Ciona10	0.926850594412755	0.809011541373087	0.639219188358245	0.555284650580176	0.765466980785285	0.708615672742257	0.683593478362034	0.560772988310109	0.728148267963023	0.473664849494382	0.528876672308527	0.0777907035613838	0.726133128481117	0.711501381362386	0.670941091426075	0.48667006050795	0.949161052390893	0.855813296139559	0.891292599114241	0.329886108485175	0.785619569003408	0.546006546432126	0.470556218024389	0.892718122842316	0.409833548761095	0.569935248255059	0.677063503367292	0.824196446837522	0.950184778266081	0.928454189429691	0.945063037708956	0.909386230879809	0.926119947446248	0.8458272471987	0.935135463558557	0.253371546780369	0.5785302203379	0.435951990572356	0.511907088460943	0.0874269229174686	0.752319153535704	0.693253616588211	0.405479381748929	0.269532649968888	0.0934226591156669	0.170497926518219	0.0375769382982327	0.0607374597214859	0.75066734608978	0.270257861535265	0.760850865641151	0.873468336909126	0.33844767184312	0.451107545784322	0.497395500769597	0.410238328050988	0.405352798209165	0.131256200997966	0.282854921228284	0.330447810121538	0.493030931357308	0.242885433238417	0.841236922289092	0.94349654039957
Ciona11	0.891079006118482	0.67436739977082	0.658405183231959	0.938651741522003	0.965566675992589	0.909958450135111	0.475290290156984	0.921196753293524	0.723477664866925	0.958051601071989	0.936386400363566	0.020824189364782	0.650998054672548	0.446191780872268	0.935496273500517	0.954894600420521	0.836876926777219	0.864257601791381	0.770948462616044	0.925890671857363	0.532156384476247	0.13255344619097	0.107705971956487	0.751933602644323	0.141250497771975	0.956092560358578	0.130889199095022	0.466536347224613	0.928454189429691	0.989407219168136	0.956269975432552	0.941752162972178	0.88741867328506	0.725021488221192	0.97795037516433	0.27252171610963	0.97358253326119	0.963929073137965	0.72510326635448	0.195612659662256	0.857347998853198	0.948107235727117	0.538311864288557	0.239007380385446	0.141475302868908	0.0959941490617136	0.0263339820768623	0.085868036635157	0.887776549640695	0.551445381032648	0.783128021106841	0.878377132831272	0.160278910866586	0.201721614690047	0.240040375465002	0.204937426917836	0.264561158954126	0.274888717665261	0.230190540825084	0.365607575799137	0.900075179843222	0.331124550743438	0.884776110094766	0.952983098015277
Ciona12	0.893236188238721	0.831104684404975	0.499143299957533	0.539857915388036	0.668851725893803	0.812766123997402	0.746473782296452	0.449767991074097	0.820064293889573	0.579303071448626	0.501855110081816	0.053753794563077	0.825412009562991	0.863982320068413	0.514123265948935	0.52249231782008	0.98714967257475	0.892598483900067	0.946345657336196	0.453934548355497	0.941001234853262	0.419883520926081	0.335877546862473	0.805081660556262	0.356575943895598	0.50299124999906	0.420574850570852	0.820909600904463	0.945063037708956	0.956269975432552	0.974187206465941	0.919940291986748	0.926303862031388	0.86223534719288	0.940290819529194	0.206204848411471	0.41454709641242	0.404426743357213	0.607146050400187	0.127917300256312	0.79120335569072	0.636915042529487	0.340942770856228	0.156349346635376	0.118109727795776	0.168233376920693	0.0353963568907366	0.0542350366553986	0.74557493753036	0.448762963456957	0.861468960656276	0.913946859793806	0.227167838333869	0.431813192798592	0.411713968081852	0.35748446967986	0.376908507522575	0.155000724497255	0.348216867603189	0.372494855571376	0.539973683085305	0.333859285149236	0.953827708063149	0.963748318898448
Ciona13	0.796009521331378	0.908375371175756	0.507593436093916	0.700383673148684	0.897959501067434	0.66551328750533	0.674471032206138	0.740454699917151	0.636681706187099	0.768501315426151	0.829303503306415	0.0397487551538171	0.841050750383526	0.613103665153746	0.781228961527929	0.859981346942078	0.784130554912791	0.77991716640835	0.743298620569867	0.746360784052512	0.656154374801132	0.196419873565586	0.336128707311623	0.81573421019422	0.32393124655112	0.784316138484345	0.261532012622051	0.647120183508536	0.909386230879809	0.941752162972178	0.919940291986748	0.927494811956166	0.894600451944399	0.770623631790698	0.94180454913688	0.21137155723228	0.862493260699359	0.871651624937439	0.492244864193778	0.0995932156580305	0.710657636966202	0.87349665740008	0.34735839854148	0.120149633739225	0.135111978641722	0.247087657573814	0.0344997142298741	0.0611917835295595	0.810129731848547	0.295639951535227	0.62090448353676	0.812849891568453	0.287702598897077	0.38384062189436	0.427744284542936	0.387459405905506	0.363058043157253	0.153418765890481	0.256416820045085	0.248153547513837	0.780919204071103	0.211689078369179	0.859419668526373	0.899510041308392
Ciona14	0.937870642537637	0.717141984481857	0.345519253522915	0.307682964166954	0.522066440348754	0.819136533776538	0.623797732236717	0.350631752356068	0.894961953270004	0.318251378305342	0.376839574956775	0.182599370231777	0.655462880141843	0.747059170028321	0.312513684672087	0.351594552730958	0.906756884133687	0.870550508448967	0.799536314347544	0.300288101577368	0.894834846288603	0.706011420254602	0.52403398834812	0.913863745910986	0.671949334289552	0.283645551067042	0.756195751963512	0.676759958487076	0.926119947446248	0.88741867328506	0.926303862031388	0.894600451944399	0.931165189605349	0.846139785427175	0.933382073038467	0.328733699567893	0.355973969378059	0.286147189105767	0.462571613115682	0.0858345061521944	0.693819080915956	0.569611154910383	0.440949434416991	0.244955205446649	0.136038145149721	0.275869592643317	0.0941723883600062	0.0862548533330192	0.694589858008372	0.246948162346285	0.639812297942837	0.838398325882644	0.339240803437932	0.496842068487184	0.477058984842596	0.479036238016907	0.409954854533772	0.140278172371747	0.286789149773075	0.383623914095973	0.48758615112829	0.216948875797886	0.811020415075509	0.919832118832275
Ciona15	0.792222007955874	0.439228436238593	0.303299589172679	0.148676199321097	0.198068375386525	0.640259125318905	0.67462432533019	0.228530376951387	0.642749995423694	0.147254981438851	0.205613347468883	0.595090194859493	0.546973099464946	0.629104358697405	0.148126561003549	0.155500364314908	0.769833672811475	0.606374537206235	0.66350181152614	0.135539459059064	0.65868301315611	0.790997591626032	0.885852933997985	0.679146311607648	0.930434426528306	0.185478490251604	0.889388080707513	0.83107151981723	0.8458272471987	0.725021488221192	0.86223534719288	0.770623631790698	0.846139785427175	0.78213006954486	0.862129554130146	0.287280484816012	0.0635334337691598	0.0515063674496647	0.144296624694722	0.238411593895141	0.297694151921211	0.151788251756165	0.216761880026013	0.283683758485553	0.300324813203337	0.532724057554629	0.360789016026151	0.261547032292308	0.407536083643354	0.181083904607275	0.556121547243428	0.645565604075316	0.646027286829271	0.738599700625678	0.703427939352576	0.722289009834449	0.619977714218025	0.168170062126319	0.455727699691563	0.599842239910445	0.194248461259517	0.251246834201559	0.648948341226204	0.831017289179464
Ciona16	0.898595683142518	0.673915817702634	0.716168229415512	0.889573674062371	0.969478527260629	0.87732916814998	0.554735180812651	0.899839501976351	0.7804168706869	0.934436893906082	0.92720967995076	0.0263263770630862	0.65398182257853	0.535166963984955	0.909838191699605	0.945081082432639	0.865281601768088	0.868760785063687	0.750361961405143	0.891366518740527	0.677808350293684	0.167156991468069	0.23987158936728	0.854681915173103	0.304923232670995	0.926847524587844	0.216202127720145	0.656771417085848	0.935135463558557	0.97795037516433	0.940290819529194	0.94180454913688	0.933382073038467	0.862129554130146	0.976693143812709	0.273360003825982	0.95470317286771	0.9438345868747	0.566045381570666	0.104298320184292	0.785825340637108	0.937042195867227	0.448806935879528	0.194880015401389	0.102432350061068	0.199078320181211	0.035643022226323	0.0722773140415862	0.866657761899926	0.374093836107023	0.779507833157133	0.855393359718831	0.238659715344001	0.33372120423924	0.384157314292349	0.334297264025251	0.329798524360718	0.200492471775852	0.237333707901072	0.38015024278175	0.88376799768341	0.20867934757515	0.850917245640256	0.925175494756824
Ciona17	0.535568392174244	0.120109031768102	0.38671395251519	0.300745427631257	0.332544214727769	0.595547348424007	0.373522960747106	0.246297842425711	0.513368676970471	0.489602389533353	0.356117243709222	0.870122063149435	0.177656028087526	0.575741994905402	0.354383202790445	0.311157272755734	0.387798564040774	0.686357230420368	0.451161561854462	0.367936062105607	0.654109514218771	0.759070231829208	0.338220078265582	0.392712873610331	0.482275760650659	0.283528433501672	0.493751879804073	0.483353823575864	0.253371546780369	0.27252171610963	0.206204848411471	0.21137155723228	0.328733699567893	0.287280484816012	0.273360003825982	0.857325521923095	0.488882760667769	0.528823323614695	0.720218133407282	0.784449787645613	0.798609420054633	0.299949377863714	0.690293825686591	0.750644599474632	0.640152310098012	0.409997112965347	0.790580984544368	0.817025597559	0.120386944714352	0.759658318045491	0.118731955071388	0.130557205109328	0.366157109093537	0.28479136623299	0.307053942518286	0.321766268777607	0.328132731377181	0.767012950218113	0.477735210819836	0.48913011330708	0.507042550507221	0.658799426219551	0.0755632265501007	0.278838993303442
Ciona18	0.558473830550639	0.746360658582724	0.889032984510283	0.984591096653777	0.970340479524115	0.82806488815911	0.506752384534031	0.939637577473678	0.67505295828892	0.968885714230873	0.968297897973862	0.0281079748482881	0.711169526491989	0.371432601130004	0.962422477408564	0.983989033781836	0.589668569875101	0.558991293420911	0.55015620585424	0.957592591011628	0.299198033349249	0.127686338013304	0.219342470713465	0.730060974928188	0.0649284233428019	0.962621715656272	0.105207280460719	0.238324475606509	0.5785302203379	0.97358253326119	0.41454709641242	0.862493260699359	0.355973969378059	0.0635334337691598	0.95470317286771	0.488882760667769	0.997751670805075	0.985854955911586	0.854635883677751	0.362481588737201	0.849880744211031	0.983095302785089	0.677994015707561	0.285135681423048	0.347516457286346	0.313364396926815	0.131071951967859	0.263160866610333	0.967291217766897	0.694462845283897	0.762253545153617	0.748670941525184	0.179666898653914	0.0768813617557312	0.209199202738304	0.129149465573791	0.260747054668232	0.547964577325651	0.149828360502003	0.34436245931619	0.966227959285311	0.42689301269928	0.790971836791899	0.531271055977751
Ciona19	0.545381583209489	0.776407970891948	0.84507134177128	0.970105689074001	0.95934807076103	0.809573716469702	0.577235208436013	0.92853221020772	0.53421570658605	0.959514289603983	0.958488689918062	0.0389890395706795	0.765745105860453	0.232603557095873	0.949972501238955	0.97752398034726	0.47694449575763	0.656563691358686	0.4830767820788	0.949594504229701	0.268466878665173	0.11677050124339	0.251046767231955	0.686816384880617	0.1201231062828	0.953855830368284	0.123680809161897	0.268377214041969	0.435951990572356	0.963929073137965	0.404426743357213	0.871651624937439	0.286147189105767	0.0515063674496647	0.9438345868747	0.528823323614695	0.985854955911586	0.976033772104773	0.757920414070704	0.395734572571209	0.846275137410594	0.971145971746202	0.593734333173989	0.280308863164851	0.339658854114448	0.228069124787688	0.220416570679744	0.305944981575281	0.946206707184452	0.620588734872667	0.503723028138839	0.609848461518469	0.22602163621949	0.12476635966239	0.236373158300565	0.18313031979458	0.262284335232287	0.542094281032982	0.147121873585625	0.324325222709746	0.956704560563755	0.493826365807591	0.613743289484441	0.560730052671331
Ciona1	0.622359438204553	0.185328665612568	0.663184314881091	0.702444685736242	0.824581159217807	0.777485254639684	0.395337571632013	0.6311195440342	0.637517487928198	0.887682163521296	0.749764989706461	0.542972556946939	0.265312388379291	0.857960362454993	0.737442971423192	0.728616997623987	0.44624210498964	0.752150594577941	0.367355288453079	0.741834021548337	0.829976818272379	0.553590830537103	0.101034935003663	0.570809775114362	0.130652336471069	0.73675208222336	0.279540806130557	0.526502552600022	0.511907088460943	0.72510326635448	0.607146050400187	0.492244864193778	0.462571613115682	0.144296624694722	0.566045381570666	0.720218133407282	0.854635883677751	0.757920414070704	0.943041079092581	0.756501753686089	0.8624602883558	0.56990472527517	0.807933054303438	0.708598261685828	0.572164136176646	0.174127846053906	0.482477890569909	0.703092785790279	0.444114443654185	0.887184826380609	0.354326580427059	0.370619516709264	0.122368356115849	0.103501230458201	0.0923963284053284	0.105288294028565	0.126820873475914	0.817499251734327	0.556176716409146	0.233883124843372	0.607824027505101	0.765562324118966	0.394421998632624	0.605617616591541
Ciona20	0.455467454825153	0.20438391883341	0.494841007699107	0.308091310250474	0.301181460051975	0.498074221859647	0.442201905038583	0.202406643897668	0.360829915071064	0.525701059914026	0.307856636537082	0.86854807403123	0.215626293010422	0.579338054424045	0.27514325305649	0.300264154323153	0.284431773102771	0.609186671179039	0.316115529140863	0.297625310176822	0.595674899372389	0.640214593038088	0.408951550822179	0.272644782161057	0.569445471781054	0.302229372237701	0.509567110997842	0.425794348464278	0.0874269229174686	0.195612659662256	0.127917300256312	0.0995932156580305	0.0858345061521944	0.238411593895141	0.104298320184292	0.784449787645613	0.362481588737201	0.395734572571209	0.756501753686089	0.886494028873437	0.57799124115303	0.186272479624584	0.663709909227299	0.739592130662241	0.690002981997631	0.49824673304523	0.862929427992247	0.893709843850352	0.154656722347955	0.839845896872559	0.179931378025384	0.0868105196401234	0.501409808099854	0.378848051078379	0.374732151581748	0.377617436663915	0.478473583354097	0.848861940227359	0.58485656639504	0.474594978550927	0.417147237234253	0.645340118835723	0.135459283297521	0.155177435641776
Ciona21	0.795785422360041	0.197728661893272	0.514606121470432	0.693777809076738	0.758049187488141	0.876707066007772	0.540548327907083	0.409953017170017	0.624781977618655	0.887227126953863	0.676015275014508	0.542612813646475	0.349467630990961	0.748792094711551	0.685179112841224	0.69162540303419	0.85439053184873	0.945048626701487	0.887785970819338	0.656201668392586	0.815449793747939	0.510974744867362	0.0783828972117059	0.395122660294028	0.295067483128744	0.670958464392812	0.151522161755126	0.715839099706058	0.752319153535704	0.857347998853198	0.79120335569072	0.710657636966202	0.693819080915956	0.297694151921211	0.785825340637108	0.798609420054633	0.849880744211031	0.846275137410594	0.8624602883558	0.57799124115303	0.973606594326561	0.760614475473683	0.810830764769238	0.754382732459177	0.467394014214506	0.120621565832857	0.322078390127537	0.468191911778882	0.410641844590304	0.746652371561485	0.323937034328786	0.593496683678834	0.0681428169249385	0.0789409214444433	0.0904560775198158	0.106750098042596	0.124056930613377	0.663816454263857	0.233793397193039	0.202919327787295	0.690489326647256	0.766576468305067	0.287652009372078	0.738594050640302
Ciona22	0.733443717672361	0.800212069623411	0.908044266810561	0.968258135610672	0.966551519614647	0.591577389517609	0.771361358831113	0.926670444469553	0.797340184333741	0.958393203593929	0.941572970022544	0.0236479425347179	0.908964049313993	0.36987498325976	0.947970746368005	0.979495832974899	0.715683870089749	0.625590571848534	0.653622334882599	0.942384138406904	0.327944858721815	0.147597240365376	0.354049054803887	0.808123497760007	0.225906207068815	0.94649830428486	0.188211419492563	0.41746268847868	0.693253616588211	0.948107235727117	0.636915042529487	0.87349665740008	0.569611154910383	0.151788251756165	0.937042195867227	0.299949377863714	0.983095302785089	0.971145971746202	0.56990472527517	0.186272479624584	0.760614475473683	0.974977252047316	0.585725720032104	0.222895848787687	0.321690129568508	0.263678548036451	0.0822832828877308	0.117065814055909	0.955168768363675	0.467597187571358	0.848858453012589	0.842587180147515	0.238551962795829	0.25173326015561	0.351342446940038	0.334030075272437	0.34949120656223	0.232286381228646	0.115815514103731	0.719937163506634	0.957918593785142	0.332032844985128	0.784934048056082	0.641944735758833
Ciona23	0.610248535883217	0.148426633128414	0.448647382273136	0.365156479216718	0.453055571960078	0.619454308555087	0.392405478911586	0.412357625540169	0.579804531533121	0.574934584456645	0.388045470259008	0.850511060873697	0.276645138915426	0.682047429531384	0.477039525889212	0.390695052580404	0.395828717719045	0.564745797407026	0.326384598548899	0.37455150843974	0.633112872837393	0.754423222111993	0.296476450135097	0.460202622094483	0.490343022037256	0.297975695160161	0.512578696053937	0.565800248490252	0.405479381748929	0.538311864288557	0.340942770856228	0.34735839854148	0.440949434416991	0.216761880026013	0.448806935879528	0.690293825686591	0.677994015707561	0.593734333173989	0.807933054303438	0.663709909227299	0.810830764769238	0.585725720032104	0.853107344632768	0.74800468733519	0.539477240117546	0.230913692188777	0.552728071662092	0.63288910237567	0.280282061608479	0.728184172571899	0.261706559399484	0.323535487379254	0.240422196236026	0.217480576690502	0.201735231390417	0.291315205134299	0.244939827528353	0.685641439698479	0.430411972883513	0.436875156027816	0.52422785777963	0.670629223165083	0.0749916336935767	0.417109924905211
Ciona24	0.48851121639752	0.189143114372712	0.448348078454812	0.216507343347376	0.208709947253459	0.5259363857147	0.374537445893398	0.20947360514362	0.384333686791184	0.340179965531544	0.267779787758925	0.89610481643483	0.180460032903843	0.490197508308894	0.263209820810405	0.177699350084429	0.597993823795558	0.570228720350783	0.552585945795448	0.243675907807563	0.441473796835843	0.663609334510491	0.5095984319773	0.307980446543344	0.617785298467915	0.25563544567169	0.616536994027347	0.777143098542502	0.269532649968888	0.239007380385446	0.156349346635376	0.120149633739225	0.244955205446649	0.283683758485553	0.194880015401389	0.750644599474632	0.285135681423048	0.280308863164851	0.708598261685828	0.739592130662241	0.754382732459177	0.222895848787687	0.74800468733519	0.949072206534893	0.627643229998069	0.392015346274792	0.803336722917334	0.792110649883232	0.145384058375163	0.665559610711233	0.172271223405834	0.121536766476898	0.429953658222013	0.384462544427712	0.318024394675446	0.389390849345699	0.423553376176598	0.727822061393597	0.470200154454836	0.475675596564124	0.312478140405466	0.652063768226129	0.0936896803445534	0.223985780491413
Ciona25	0.357141216005985	0.402712797000811	0.488526071291697	0.219892253592326	0.244613685601553	0.499162241801039	0.631884763087586	0.193078394752426	0.561700964953344	0.267994863466405	0.188523723808231	0.884344273646309	0.372324665803172	0.284727407244978	0.189202972024814	0.238515796968119	0.196378386521578	0.298421195504973	0.268946923027173	0.289482453437424	0.501764148265625	0.474572130857908	0.530652874595863	0.223173266321018	0.685368932117924	0.170830815739237	0.575533463971135	0.433873589950075	0.0934226591156669	0.141475302868908	0.118109727795776	0.135111978641722	0.136038145149721	0.300324813203337	0.102432350061068	0.640152310098012	0.347516457286346	0.339658854114448	0.572164136176646	0.690002981997631	0.467394014214506	0.321690129568508	0.539477240117546	0.627643229998069	0.865267968425426	0.513212701722554	0.847787344320753	0.774804563107816	0.237811503347585	0.591324453851923	0.205753809782215	0.216295459458947	0.583431374170417	0.52639707462397	0.538902450042133	0.551891713758604	0.51193698443021	0.661340497380629	0.371730050319568	0.491839600261768	0.301518198842438	0.649294150564256	0.193563152182849	0.125257700325232
