Am/PH sheath cells.c	Body wall muscle.c	Canal associated neurons.c	Cholinergic neurons.c	Ciliated sensory neurons.c	Coelomocytes.c	Distal tip cells.c	Dopaminergic neurons.c	Excretory cells.c	flp-1(+) interneurons.c	GABAergic neurons.c	Germline.c	Intestinal/rectal muscle.c	Non-seam hypodermis.c	Other interneurons.c	Oxygen sensory neurons.c	Pharyngeal epithelia.c	Pharyngeal gland.c	Pharyngeal muscle.c	Pharyngeal neurons.c	Rectum.c	Seam cells.c	Sex myoblasts.c	Socket cells.c	Somatic gonad precursors.c	Touch receptor neurons.c	Vulval precursors.c	Intestine.c	Gonad A.c2	Pharynx A.c2	Body wall muscle B.c2	Hypodermis D.c2	Sperm.c2	Neurons B.c2	Intestine A.c2	Gonad B.c2	Neurons C.c2	Germline.c2	Neurons D.c2	Body wall muscle A.c2	Hermaphroditic.c2	Hypodermis E.c2	Pharynx B.c2	Glia B.c2	Pharynx C.c2	Hypodermis F.c2	Intestine B.c2	Hypodermis G.c2	Major Sperm Proteins (MSPs).c2	Glia A.c2	Hypodermis A.c2	Hypodermis B.c2	Neurons A.c2	Spermatocytes.c2	Hypodermis C.c2	activated early epidermal progenitors.s	aqp+ parenchymal cells.s	cav-1+ neurons.s	ChAT neurons 1.s	ChAT neurons 2.s	early epidermal progenitors.s	epidermal neoblasts.s	epidermis.s	epidermis DVb.s	epidermis DVb neoblast.s	GABA neurons.s	glia.s	goblet cells.s	gut progenitors.s	late epidermal progenitors 1.s	late epidermal progenitors 2.s	ldlrr-1+ parenchymal cells.s	muscle body.s	muscle pharynx.s	muscle progenitors.s	neoblast 1.s	neoblast 10.s	neoblast 11.s	neoblast 12.s	neoblast 13.s	neoblast 3.s	neoblast 4.s	neoblast 5.s	neoblast 6.s	neoblast 7.s	neoblast 8.s	neoblast 9.s	neural progenitors.s	npp-18+ neurons.s	otf+ cells 1.s	otf+ cells 2.s	parenchymal progenitors.s	pgrn+ parenchymal cells.s	phagocytes.s	pharynx cell type.s	pharynx cell type progenitors.s	pigment.s	protonephridia.s	psap+ parenchymal cells.s	psd+ cells.s	secretory 1.s	secretory 2.s	secretory 3.s	secretory 4.s	spp-11+ neurons.s
Vulval precursors.c	0.667931105938683	0.487167528296378	0.609705899528369	0.375152187749641	0.406227384856389	0.417336199850411	0.351969927446485	0.327302664400531	0.693211979926941	0.338605258324014	0.347941673436057	0.847421138400383	0.42285474269668	0.640590769191172	0.345876791968396	0.403979813189057	0.6571711178139	0.598315146139824	0.584892551880861	0.385506371648292	0.666845382890751	0.656278127466433	0.410698669524976	0.738713041119894	0.471804000962748	0.407532283906879	0.593776371308017	0.563224064740359	0.385127342893513	0.136615928232084	0.365386173121801	0.408943018236533	0.131345926794205	0.388247322297955	0.0890585306869431	0.318668017458623	0.189176405393561	0.305882744836775	0.169437676469655	0.0740901632357329	0.118579201167476	0.195995050918435	0.341012737540053	0.107888550490149	0.0645002577706222	0.123463687091819	0.173663818512579	0.199132897658724	0.143492745344345	0.382745171465736	0.313511343586062	0.142431745614406	0.381565654483782	0.219064875811486	0.233194490626656	0.719614879388584	0.423007306894156	0.281583549508002	0.216614208596538	0.319942403531717	0.45717358158382	0.464040383473904	0.482525791995615	0.487083837307242	0.633173357282614	0.221060786494666	0.150858824769245	0.149108749303399	0.586232389479533	0.431488925573519	0.360451108048312	0.333373376983316	0.207825105562257	0.192112551976829	0.233090188830386	0.771387171782655	0.720775676064442	0.643642970592482	0.505573265918409	0.587524997228467	0.627942998131348	0.556314879892264	0.624216395418927	0.624679540336415	0.825460516112099	0.67230077223151	0.63276174295396	0.315830855010374	0.337578007226436	0.33016435279706	0.32105197545071	0.491098785181064	0.319269039882309	0.42274946468138	0.493098175045664	0.5364442251849	0.221096022823535	0.331925314860456	0.272752554815736	0.532741134836948	0.173834478258433	0.205237242257782	0.308348658546294	0.312169426128251	0.229884085549418
Intestine.c	0.663859649661986	0.686220060240384	0.712725685547752	0.518167402502413	0.803849108414498	0.623206376130011	0.409498864058653	0.492837762658042	0.746292373139976	0.466099615098716	0.578652937914977	0.619237568861772	0.428153602940199	0.938824400400803	0.631245367596383	0.599787479164624	0.886602242073646	0.729176284494148	0.721521228313001	0.532636441072654	0.885768258814666	0.589589308823007	0.418447570431742	0.789058729323371	0.561260779039486	0.623439965389703	0.563224064740359	0.855663627152989	0.0817938781072646	0.0768407177437672	0.0301108873797657	0.141988137985244	0.0952067134448892	0.0350273922989818	0.482258761489728	0.12136775063781	0.175646835860669	0.103729269983469	0.192491867967792	0.0966370134987156	0.150395936650136	0.270929184663787	0.133270676691729	0.206463499173466	0.0510841439464161	0.08436505315217	0.457791413564115	0.214888163044973	0.0900135711260304	0.046071802914784	0.0560057218547932	0.258512310717019	0.0168885580313839	0.174707100015788	0.0707628643396905	0.22607625547208	0.842210965838341	0.505840422648126	0.509447719193445	0.616430948521288	0.493028056695952	0.362682438494319	0.910374418539388	0.574160711769561	0.398987830464843	0.568937718516454	0.857262375060518	0.90142254975053	0.475068734914732	0.689571517224441	0.699860033346591	0.505354797553379	0.482947423848475	0.427861303790963	0.186416760002645	0.337279413567494	0.322820981471247	0.327370310230718	0.364429289928657	0.360375117104826	0.135853422155634	0.176701969800035	0.373050489699426	0.258734738986399	0.692534150363777	0.31091414807593	0.389507901548879	0.260293074529305	0.404578365634151	0.594089626241711	0.394028027232814	0.386408885126903	0.927895777288661	0.900569919988306	0.797534910356372	0.529756376622326	0.891395739014454	0.789811701457319	0.654489180639254	0.452927865380881	0.560638035928167	0.625506728986255	0.477415935462905	0.501089621351332	0.302408683288022
Gonad A.c2	0.261000830059458	0.101284996979111	0.240796165351393	0.0469462920902033	0.0599258952491388	0.2677240977275	0.284540074047953	0.0972374546509722	0.217439290680468	0.14727388662518	0.0774457454404761	0.885104954477428	0.220672513960732	0.178117912161207	0.0533520716782693	0.0664959305990546	0.130892784016995	0.268945420633566	0.139434649499815	0.0835199396104772	0.234606367684972	0.34753433393184	0.363655882936894	0.159554646910534	0.542114065171823	0.074486994202823	0.385127342893513	0.0817938781072646	0.971076323314144	0.861984500784932	0.880236966685078	0.930258789798101	0.784255502812469	0.913014116149368	0.892093192936678	0.919418143672684	0.749567593192174	0.893571220994305	0.849996306096648	0.608467151885407	0.801509017258612	0.921336457654181	0.954310458733468	0.726832459770099	0.819931058730579	0.778539127340658	0.886828785997566	0.730981929142244	0.857970493135542	0.880922109754291	0.895821552871611	0.802368474892781	0.920257292479213	0.905528775103867	0.799945881829242	0.794237206189965	0.104673985718998	0.132474237738098	0.112683381035615	0.0892546901589502	0.676464386079676	0.74928619145267	0.172531433119177	0.583081962946372	0.797461841615942	0.14182617707977	0.0697353793829533	0.236060556396773	0.769583417959673	0.550264549914419	0.493088073221741	0.616722796649151	0.143451262183969	0.156868509901781	0.668754571546766	0.942784859369184	0.882669630731304	0.820912135857667	0.807392352066188	0.76389145398616	0.881355836639362	0.759029194016789	0.877355185682394	0.872559530779772	0.746047965787209	0.766840136387359	0.837045667432404	0.533359518583029	0.221873766390708	0.0650974623870066	0.166739350130006	0.721241640523527	0.0872707185098762	0.219220398633452	0.0645324655104115	0.682796014916587	0.0855084707499847	0.177997107921232	0.231904880117146	0.693462713717868	0.453184850877769	0.241544337197017	0.50598206776551	0.682330033434594	0.313436204333805
Pharynx A.c2	0.542008980153889	0.193057368462083	0.307002556016772	0.435358060924204	0.389141926249435	0.872867680505891	0.372795942690384	0.351244512534725	0.485400706821529	0.604073548227768	0.484028143837025	0.389905694546707	0.46521108536189	0.495662470496453	0.366157657081429	0.387574217344368	0.411415567777502	0.481321644458311	0.319583937152373	0.418470300487141	0.581030527200245	0.312415382230073	0.0854048774990617	0.380075749002594	0.0793802830986573	0.445214191988505	0.136615928232084	0.0768407177437672	0.861984500784932	0.993990644116589	0.904695933789133	0.817164447643037	0.947778188970783	0.858849698892668	0.963126308761494	0.866838530805482	0.95776008581312	0.860348131032872	0.941911769347803	0.79974379454858	0.97556406759973	0.928145931579579	0.820534964615569	0.932821190255235	0.939906810557686	0.930009750141585	0.968192951535976	0.934861116792137	0.903352912684292	0.866855548515484	0.938615561927126	0.955016057324849	0.88941581326466	0.897588891825569	0.935390428211587	0.67378502515497	0.76344070441067	0.444163386895345	0.520499705563078	0.56153831904781	0.774507522607518	0.701298262733863	0.695105425818943	0.820433644957808	0.499294730870272	0.725432568981969	0.426691671310241	0.878330317679089	0.541360457798953	0.755550817882003	0.923579304189251	0.901120403508686	0.253374594586925	0.232077855678238	0.475512892982328	0.488896499157968	0.497215810270754	0.518112931450846	0.532291667020619	0.439103614922255	0.50288154798291	0.578137245674226	0.604854364079805	0.56987558277826	0.156782998515526	0.636525457100762	0.59466766246783	0.542312099031811	0.649073314168987	0.42282682005117	0.555829934828675	0.640732903228519	0.813702442189804	0.967145448650289	0.455027239810325	0.466102333224332	0.365258254341321	0.872818425866154	0.932675426280644	0.639254189731471	0.861673465193342	0.611971100640247	0.89258089648102	0.83685977599514	0.661263298625513
Body wall muscle B.c2	0.260683234664917	0.222484155818116	0.283606579989555	0.161165787310125	0.17757287253496	0.214765453759337	0.286140441406985	0.172894409425784	0.263455928788923	0.250793252761359	0.166948610827507	0.652232293528293	0.376689898992078	0.312547204436659	0.158507417723924	0.17374097735706	0.161445533764301	0.153649716922602	0.0982041441856355	0.184949374291441	0.233682092072163	0.373612998938025	0.344025195446262	0.241026916354684	0.369207760729874	0.180353162006599	0.365386173121801	0.0301108873797657	0.880236966685078	0.904695933789133	0.962756387189637	0.844566390788053	0.841581524964446	0.947346470720304	0.890881590413471	0.820095657910519	0.851590459254626	0.878503090219251	0.87094436342746	0.713246291160509	0.843981174598966	0.955408830640834	0.845896068887584	0.819826644697386	0.872161859197577	0.829807179282778	0.905394381604793	0.876888137171572	0.8464182207965	0.948463907978001	0.961280123040279	0.888198700756846	0.960317292023265	0.793790258761183	0.918873695573947	0.732826810920176	0.207280699164124	0.204716755272841	0.224509834170075	0.189238113832246	0.591117472680958	0.665288103387181	0.30681256694046	0.591912379744965	0.727678832298997	0.282944661941869	0.287063556314204	0.283259469606958	0.697512819011265	0.502599455143365	0.571806880617228	0.586942552494376	0.289575784902179	0.295734337843171	0.671565942231298	0.845440517382734	0.854354317055041	0.760680097335119	0.712078759000431	0.731663365365203	0.763672103254738	0.776367401176344	0.775741473751549	0.813692901423951	0.493450644204769	0.782914734497953	0.738321019093479	0.549376089497057	0.324679968791048	0.185684681567435	0.286760615102082	0.660734826822255	0.228886508327141	0.55068228607559	0.105790985047864	0.578354360583245	0.159004444354236	0.45779584393075	0.4265079405524	0.683801043574983	0.428148870663891	0.266924440038836	0.608653088867314	0.61931795637296	0.294897099187762
Hypodermis D.c2	0.292830503415706	0.161283117924721	0.256481487350397	0.112797683129223	0.137428694379072	0.306601670979881	0.323691231653356	0.128978353732774	0.237801277076641	0.211764680134851	0.120739349168428	0.844269175027184	0.290356870151111	0.270016081353956	0.114854752086761	0.121893499924549	0.164552505402458	0.297187651562989	0.179194208254873	0.141289135199867	0.312654588528965	0.387771351918675	0.378688026461905	0.173943422491277	0.522099634384887	0.132270767201312	0.408943018236533	0.141988137985244	0.930258789798101	0.817164447643037	0.844566390788053	0.888197193234977	0.758896652156493	0.875556103730648	0.86013595584208	0.875512756314932	0.740865296740583	0.83613867792908	0.846557988169416	0.59642740190949	0.775771607860962	0.886958264679331	0.903355839220217	0.677689974306042	0.775536856922664	0.740304870764225	0.848761969870963	0.731150341921663	0.82174479959846	0.844535255681	0.856151579319453	0.797342420259219	0.883088940338175	0.84684447163974	0.768136020151134	0.715116235648767	0.150520894852067	0.15995195226055	0.127154274662501	0.127229417311131	0.594424079531391	0.678106776148266	0.213645222463148	0.500796298635223	0.744316140375789	0.170902882960724	0.0938017187611815	0.34623999402527	0.699837855918865	0.491994049127987	0.44430189398613	0.615653987838893	0.172511207336023	0.188546836268188	0.62125026359529	0.873336636586357	0.832826993622806	0.759646818137662	0.71653763562163	0.697301402007998	0.79287304520855	0.735204113589454	0.811173583623206	0.79609016108057	0.674213494978326	0.754039307610312	0.779020894624029	0.474919581727206	0.199907990389711	0.0930685199650674	0.196528220764682	0.669551560896458	0.163460902873234	0.31942603121593	0.0978396405392591	0.613322522120685	0.186097387226102	0.232426104914594	0.2954643988437	0.65324135321635	0.429436213625777	0.280748895014496	0.475746331991282	0.605367028241414	0.371350227012273
Sperm.c2	0.693318325822551	0.387225574166436	0.212380473074987	0.249376874517612	0.291779059874291	0.530807192507332	0.424181193058442	0.31175667052945	0.504469943184919	0.425308323841572	0.24852545631157	0.241103026005432	0.575501405193392	0.470510910944754	0.300570210946496	0.244893724532039	0.423051550786645	0.535422992888589	0.345488290821758	0.267765281114881	0.586081029030225	0.387498035057375	0.141410236767483	0.405163972744145	0.135536009187835	0.266401887736754	0.131345926794205	0.0952067134448892	0.784255502812469	0.947778188970783	0.841581524964446	0.758896652156493	0.984776044287871	0.791293900549651	0.925128835133474	0.810021432339466	0.980232314526779	0.891507675832763	0.898325929317506	0.831183037197828	0.973307892277246	0.876488654953942	0.758752599919527	0.912640465027692	0.928083966664642	0.942833002649419	0.941315082420645	0.932929569660648	0.879827526580308	0.833433636139563	0.873998424410632	0.886616633875634	0.830671355980747	0.903460229451597	0.868358423551815	0.629115350406574	0.484613077973019	0.523066878097896	0.544843425101955	0.491801307506393	0.857915532718312	0.693971865380151	0.710039148127265	0.776205934601399	0.499633478478548	0.720282777243423	0.695732064419354	0.713937646589625	0.443466516048222	0.878442462734139	0.946892267904384	0.802291853096621	0.597935342964023	0.618823812518901	0.748856201875584	0.364317523763033	0.464955528485662	0.437690401105283	0.327021512509942	0.426445852085193	0.440279704449713	0.471636577318196	0.49259402385346	0.525848480359976	0.4131696191756	0.567211441982952	0.422886955035737	0.373027255905068	0.679962367233267	0.642311031349566	0.572295044048944	0.58469609131586	0.445996840253474	0.641144234514222	0.639700230134818	0.552413748618237	0.379142705950694	0.844638722109591	0.852584590460989	0.575414550205685	0.852704870160152	0.848765007137589	0.825067498488604	0.859103102357976	0.805249278968653
Neurons B.c2	0.255659060699803	0.131919694781855	0.274804466842419	0.152567198091298	0.139464481467547	0.237951098988507	0.263919822949958	0.152811454986393	0.254045496790004	0.222419093380154	0.158001150084942	0.757932548232422	0.299320861103374	0.26940623992763	0.119178498710767	0.162846994153327	0.122199546052757	0.197175780994868	0.0900904910821926	0.178187136103407	0.24223770123537	0.365561509924793	0.350341875273683	0.205119563454629	0.447913397551315	0.183440860245724	0.388247322297955	0.0350273922989818	0.913014116149368	0.858849698892668	0.947346470720304	0.875556103730648	0.791293900549651	0.944343891402715	0.869725129780055	0.856593449860636	0.794314452014933	0.882352846671732	0.873757073679674	0.635218406623635	0.794363642893055	0.955149752208576	0.890038255518132	0.766091605333091	0.802232446205759	0.797360696650808	0.891786095432742	0.827057856770072	0.844281333594311	0.937334261750956	0.947658370820715	0.863436659061911	0.953332559627148	0.808632553743015	0.896267642237416	0.733674834229773	0.168584651515725	0.206481717997373	0.212479511591208	0.195812933958507	0.614508325195517	0.690083984268987	0.215248119672526	0.585170638131293	0.781623868566276	0.298598379914746	0.233445519632247	0.231772626805923	0.732033938681832	0.454289202405505	0.450226820579087	0.545024486527754	0.22335449022196	0.222262098356979	0.675276787658423	0.915251214902381	0.906092100301659	0.84102509142489	0.757257764731519	0.771635662812133	0.853195977308625	0.798158853866236	0.82411746749982	0.855746163145857	0.621775941097336	0.728758762818141	0.847270481475275	0.627495289373453	0.322931855355685	0.171753819393762	0.211944030234471	0.686555894672052	0.137678279387204	0.440266120265561	0.0959422855953491	0.654845829820668	0.113344565040803	0.332574445366339	0.297452698657646	0.743241152954151	0.374890628294328	0.261362730868835	0.537565691491885	0.67276310104816	0.190831595452652
Intestine A.c2	0.462265971295263	0.336108263252662	0.28674614700083	0.232812563749096	0.231496850237654	0.464539927549389	0.131166969505144	0.305190846408825	0.489493689041882	0.407751593533453	0.295429954858777	0.142526555268863	0.445058228572695	0.797567434239121	0.202724383136472	0.180212613125312	0.35101246792277	0.314572856013543	0.220826194338625	0.214747208881609	0.804418447929774	0.302533052363903	0.0347470238095238	0.297204677704593	0.0211448189113584	0.22481952881767	0.0890585306869431	0.482258761489728	0.892093192936678	0.963126308761494	0.890881590413471	0.86013595584208	0.925128835133474	0.869725129780055	0.992183017785427	0.923802352266208	0.932743410024587	0.901985007699973	0.989778663526286	0.951647056399399	0.982791315638494	0.987659283751548	0.949536114382341	0.963537986532597	0.884795872092706	0.931209026678285	0.987276777185285	0.985354932858266	0.922705711549772	0.867639253961358	0.969782986563543	0.992563635990892	0.885258387133163	0.92856839070134	0.938779479197828	0.526209149265526	0.640326026023396	0.234647215862637	0.311520303620206	0.332096627324728	0.83793535215303	0.635050562117609	0.903300526433747	0.779463977005467	0.585842449214109	0.459439209971281	0.967923194055338	0.995884481321512	0.671625557640986	0.869934284631037	0.940333197985009	0.96841294995021	0.295242658947478	0.245885363177219	0.456529046783234	0.501852492402898	0.565025252525252	0.587253304363571	0.658336333327374	0.515626836019518	0.47926844976019	0.65344769744024	0.688377796901893	0.615294891373918	0.393717559074321	0.471074188939045	0.634169212008346	0.299260257414133	0.383880241462745	0.234369709796083	0.359549263069594	0.890118723607743	0.968671621351306	0.989503704141513	0.476435515217771	0.640117422432806	0.951313619679483	0.853336177548433	0.900080296412736	0.726982645953834	0.795797992729933	0.556340050227866	0.900558974442243	0.807425846787476	0.576162533532541
Gonad B.c2	0.339725796150078	0.129687365472746	0.237018730613012	0.0546975227745255	0.109492884304574	0.321016207141732	0.350985261380984	0.120748022148715	0.240999713138267	0.159851909926151	0.0807416448440119	0.816046173059292	0.269306686846258	0.232880804998823	0.0778034442323617	0.078355819591731	0.172272215566954	0.336514403618924	0.182184459688766	0.0687192028482594	0.34877890531375	0.343387568482821	0.320429558094128	0.162736044294965	0.40410628556676	0.0699693902039973	0.318668017458623	0.12136775063781	0.919418143672684	0.866838530805482	0.820095657910519	0.875512756314932	0.810021432339466	0.856593449860636	0.923802352266208	0.894578313253012	0.759501071449442	0.815756258115167	0.869096687501887	0.617083340577317	0.811114004891747	0.871108494126884	0.896622957997403	0.741346589364979	0.824005676472253	0.813940305897745	0.899244143754358	0.787121858203254	0.914969155601172	0.832319195522568	0.854046224155455	0.840638707166029	0.856008425282087	0.937131007279605	0.793109176540635	0.850795094123123	0.13227076791353	0.20452333187453	0.15214750413711	0.160241093749915	0.785294898816986	0.764121507841617	0.409561359094448	0.713181581577018	0.732543789898805	0.242517032244135	0.108049100941263	0.372417432533368	0.736422363153437	0.706974600918635	0.749901009413558	0.725657593517924	0.206469818668614	0.246963550574563	0.663445130933377	0.827176318565211	0.790767643083155	0.769376282970011	0.691964776683965	0.665801609186259	0.734067593725773	0.733650540378159	0.775180722891566	0.772769166398597	0.553072191823711	0.643202053497007	0.733864492928527	0.538400616404726	0.447805331506962	0.159212820378832	0.260949506902067	0.736903937910496	0.170080064831484	0.359382725335834	0.308405577481408	0.636017317504674	0.177431677680402	0.348216861504891	0.38057072772234	0.591636538019794	0.653780478378681	0.305466475064679	0.619439753623659	0.724228772777149	0.428781978594329
Neurons C.c2	0.724374590763372	0.356741758589644	0.316966116856069	0.433517464194632	0.431721985168886	0.556981048906599	0.368289011540391	0.470650407689438	0.649790240454327	0.558144710529289	0.48201095615013	0.142867220409795	0.605313416510228	0.53379943364349	0.554443772036911	0.478461013075334	0.585752689030446	0.646197919381403	0.457399253729455	0.400511931208153	0.680423147683559	0.286751735837395	0.147193158244717	0.630636655069343	0.148183697054171	0.524850015586575	0.189176405393561	0.175646835860669	0.749567593192174	0.95776008581312	0.851590459254626	0.740865296740583	0.980232314526779	0.794314452014933	0.932743410024587	0.759501071449442	0.99305903997324	0.928732581579387	0.892853621761378	0.850594094388347	0.978784486303566	0.849748587474708	0.732275212617595	0.945125294420195	0.931175174703852	0.938174530569897	0.885331928315621	0.899536040973988	0.864836049057497	0.835191767767515	0.880128511228122	0.900832363780772	0.839571347513045	0.841830041048865	0.874445909128634	0.539265692502375	0.733911890681362	0.536367462430969	0.636186068387719	0.658072539655458	0.81327522740905	0.655369321979892	0.822158827785182	0.829406525804681	0.442163399537281	0.706098797238919	0.773341907168335	0.864867365969573	0.395107081799732	0.884894610947497	0.95770143768072	0.84080549995047	0.618163232839827	0.502046099531244	0.580038689577441	0.308895131471077	0.38460107535465	0.475550151130986	0.175205760293226	0.308619116469742	0.415697307589468	0.430030642344207	0.434507502449048	0.451063881339989	0.127538278413656	0.63120800947972	0.432428200082583	0.402738291765404	0.703399496694638	0.658385409178805	0.624582384621428	0.571113049240292	0.711244637734839	0.850176989731916	0.839937595857714	0.498427616111396	0.522844610174809	0.826119363582242	0.939475755462036	0.518376561005899	0.901930932044572	0.920144759803968	0.864816204198973	0.753911591393706	0.782215487476668
Germline.c2	0.273766633469417	0.284673437324655	0.179559650258005	0.195665941405592	0.181550356473709	0.280446823718449	0.185195395664274	0.176566290475688	0.246077920705378	0.23867078066485	0.18408011565042	0.676523888166856	0.40609557594348	0.25320092586839	0.190536876402622	0.191122842388229	0.169816593512876	0.179121199466246	0.0992540210207819	0.207149931279812	0.220071440518003	0.298880173836326	0.313331463739995	0.19454311573988	0.263686476236891	0.193378396824133	0.305882744836775	0.103729269983469	0.893571220994305	0.860348131032872	0.878503090219251	0.83613867792908	0.891507675832763	0.882352846671732	0.901985007699973	0.815756258115167	0.928732581579387	0.976441102756892	0.893922305764411	0.810447203868257	0.863659147869674	0.886528822055138	0.875438596491228	0.838721804511278	0.88101475521553	0.88778204901337	0.932533355170601	0.867482928653632	0.879826615258397	0.875804639837277	0.898161560035218	0.850145116134819	0.888820818769331	0.855455037935231	0.853950209276339	0.661889393294557	0.315723947272762	0.214337551659034	0.30536761581217	0.235078259004555	0.571372064293777	0.616913706020777	0.369379094823975	0.502533652010822	0.707280749447358	0.26415082596654	0.371530617306697	0.393023242067433	0.628138314569115	0.59741975088787	0.619046781231972	0.605712405420008	0.312078102796238	0.31980894525674	0.687136496481811	0.790496661699556	0.759441335345941	0.714499890410437	0.70956818391588	0.624668885731264	0.75655806182122	0.595342937135095	0.732059314954052	0.749523555999826	0.579187188045514	0.59000626566416	0.718472304534683	0.455055035184983	0.492770086842816	0.152537742601285	0.17033457222602	0.620875826372162	0.401420337241571	0.467396119829892	0.259425619815133	0.600613225077904	0.261084819481783	0.404378088415746	0.497182805279094	0.65811581848359	0.462663686017701	0.251104766633565	0.520978152929494	0.631029570123026	0.398821984272651
Neurons D.c2	0.410755022034358	0.378347088889116	0.17214090838571	0.271381043681549	0.307742657614911	0.365011500252749	0.0724360449543326	0.356130180159818	0.502025394812332	0.460025303335163	0.282259147109816	0.226320000974529	0.406122022870437	0.87662333347142	0.214531846238579	0.271574096531652	0.238247148990751	0.170071428280205	0.19856309173084	0.244821479100978	0.836809032113651	0.310973838344677	0.0254607031692134	0.383145953812682	0.0361723854659501	0.224902033828899	0.169437676469655	0.192491867967792	0.849996306096648	0.941911769347803	0.87094436342746	0.846557988169416	0.898325929317506	0.873757073679674	0.989778663526286	0.869096687501887	0.892853621761378	0.893922305764411	0.994611528822055	0.962417020384857	0.963032581453634	0.975814536340852	0.927756892230576	0.951629072681704	0.908142570999356	0.924056855960633	0.975077967828936	0.990544745689964	0.923178990358699	0.844568156042722	0.962329813681763	0.995296351246008	0.866695899447616	0.908234798418133	0.902829018389803	0.383323875727054	0.571268940480973	0.529752185254407	0.241768136622867	0.242240624844358	0.538909979419651	0.629682149074978	0.838829344133974	0.421888745041411	0.657670379347729	0.360021412174179	0.970668719395095	0.949239253794865	0.681138224479053	0.50341784022344	0.838013132161828	0.96821535081769	0.266699687791952	0.229264671909296	0.371346461076885	0.52054432786601	0.503798084225716	0.613913109770624	0.595345244603482	0.587896141112515	0.636404573757339	0.699350181402515	0.718500417710944	0.667621697548302	0.306447079054847	0.482404123516338	0.599285448505721	0.310524026363109	0.239006898152754	0.19268647187228	0.313519831776411	0.857155974161304	0.973007270731106	0.977568624224691	0.521050795703815	0.459948230843268	0.966700840293851	0.689235138886915	0.725403646399235	0.616062541315338	0.533956422127425	0.157498699579137	0.255769730931101	0.50746161982904	0.359483829744011
Body wall muscle A.c2	0.160640457733481	0.866744601906293	0.149080501467545	0.367462227024823	0.337488945837183	0.253789692818879	0.194481184519931	0.372803772528221	0.178805698986422	0.373471195673856	0.367945413372397	0.0760928025248447	0.646597933535354	0.346832988373392	0.365143964798323	0.319815897173648	0.259384758913301	0.162813118402242	0.30380793209735	0.345856413598349	0.27732971216692	0.0759129459196504	0.183194870599664	0.190115683259578	0.0182532045911942	0.363600859126368	0.0740901632357329	0.0966370134987156	0.608467151885407	0.79974379454858	0.713246291160509	0.59642740190949	0.831183037197828	0.635218406623635	0.951647056399399	0.617083340577317	0.850594094388347	0.810447203868257	0.962417020384857	0.993125701459035	0.937822214064904	0.861446299531095	0.644349580460692	0.951552281376843	0.972385919414101	0.892663810998953	0.855523741092372	0.949794959929606	0.797970258304914	0.70438157176984	0.797810973869233	0.963274827624561	0.666610316988527	0.694944903452636	0.774889262529201	0.350051263861536	0.789193754561651	0.518724186662464	0.378523216537025	0.291270040114177	0.469885519181549	0.501745873146424	0.741574626129704	0.40318135010004	0.50004006748245	0.435543994545905	0.91407721400129	0.949779415397864	0.576717806260159	0.551624140427709	0.792375213988554	0.891865353439428	0.798497919849995	0.774249810728997	0.748232108062731	0.400975885309726	0.47447332117471	0.50544237971889	0.62646232019068	0.548775624238587	0.610962486580208	0.564556076450159	0.544605445994335	0.504386403101882	0.245601523490569	0.498003091713784	0.512747968766487	0.336062135908192	0.549928466206559	0.333965134513311	0.333903268799102	0.646593741987553	0.921261787736883	0.937587529984982	0.695657018267814	0.318187579214195	0.868083743568394	0.703271831243896	0.926577215096804	0.549607524574581	0.543550512326867	0.605170150138704	0.720584690369806	0.518294513932452	0.454189017271539
Hermaphroditic.c2	0.78219816477493	0.355545903428857	0.215673305054281	0.444987790152652	0.444253838479694	0.535667215453872	0.304101982251162	0.496811040627621	0.604240269348069	0.622458675497964	0.515422842097665	0.114979839937888	0.578503721314326	0.591160494210733	0.434962120779947	0.453144074905004	0.524741636511313	0.457346116278379	0.444765397798581	0.460847431077694	0.628372801044256	0.223509930826168	0.0988750859002345	0.50208176507228	0.0937413278551635	0.50692021752566	0.118579201167476	0.150395936650136	0.801509017258612	0.97556406759973	0.843981174598966	0.775771607860962	0.973307892277246	0.794363642893055	0.982791315638494	0.811114004891747	0.978784486303566	0.863659147869674	0.963032581453634	0.937822214064904	0.990476190476191	0.893984962406015	0.777130325814536	0.963157894736842	0.925412711799529	0.954858823322703	0.972629966252637	0.983463792179497	0.8568800762571	0.828236156668971	0.891552989773576	0.972435897435897	0.831577690044509	0.865216487701857	0.905109909534542	0.491193195252282	0.83136825843234	0.613266503545391	0.646519749518304	0.546081352460862	0.770688444120115	0.678878493944786	0.86751621173277	0.766384919251772	0.495112429677255	0.67034874674748	0.82541621490106	0.950407859270819	0.433001929857074	0.826363495779663	0.932639382601681	0.919371890473255	0.574716786947288	0.493807132776577	0.602814245567776	0.32180625037707	0.392298335801625	0.487570637620668	0.492320745205791	0.396278901590792	0.463362608598929	0.602354978570127	0.49953007518797	0.518002617333314	0.0409933882774798	0.524369295881213	0.440317753865512	0.500160715543441	0.808958833757361	0.626641407836479	0.5617863313587	0.558357859107359	0.728070895629879	0.947202021358214	0.813480416542301	0.588997684324881	0.623808370711674	0.937908334162438	0.949244377803855	0.706901890637409	0.856759962049336	0.865255710029792	0.83370986428335	0.825757835653773	0.836095599507723
