Chondrocytes A.lz	Chondrocytes B.lz	Chondrocytes C.lz	Chondrocytes D.lz	Cone cells.lz	Corneal cells.lz	Endothelial cells.lz	Epidermal cells A.lz	Epidermal cells B.lz	Epidermal cells C.lz	Epidermal cells D.lz	Epidermal precursors.lz	Epithelial cells (Fin).lz	Epithelial cells (Mucosa).lz	Epithelial cells (other).lz	Epithelial cells (Otic vesicle).lz	Erythrocytes A.lz	Erythrocytes B.lz	Fibroblasts A.lz	Fibroblasts B (Fin).lz	Fibroblasts C.lz	Fibroblasts D.lz	Glial cells (Peripheral).lz	Hepatocytes A.lz	Hepatocytes B.lz	Hepatocytes C.lz	Inner ear cells.lz	Intestinal cells A.lz	Intestinal cells B (Exocrine).lz	Keratinocytes A.lz	Keratinocytes B.lz	Kidney cells.lz	Lens cells A.lz	Lens cells B.lz	Lymphocytes A.lz	Lymphocytes B.lz	Macrophages.lz	Muscle cells (Pectoral fin).lz	Nephric duct cells.lz	Neuromast cells.lz	Neuronal precursors A.lz	Neuronal precursors B.lz	Neurons A (Brain).lz	Neurons B (Proliferating).lz	Neurons C (Spinal cord).lz	Neurons D (Brain).lz	Neutrophils.lz	Olfactory receptor cells.lz	Oligodendrocytes.lz	Osteoblasts.lz	Pancreas exocrine cells.lz	Pigment cells (Iridophores).lz	Pigment cells (Melanocytes).lz	Pigment cells (Xantophores).lz	Radial glia A.lz	Radial glia B.lz	Retinal cells A.lz	Retinal cells B.lz	Retinal pigment epithelial cells.lz	Rod cells.lz	Satellite cells.lz	Skeletal muscle cells A.lz	Skeletal muscle cells B.lz	Skeletal muscle cells C.lz	Skeletal muscle cells D.lz	Skeletal muscle cells E (slow).lz	Smooth muscle B.lz	Smooth muscle cells A (Vasculature).lz	Undifferentiated mesodermal cells.lz	Ciona10	Ciona11	Ciona12	Ciona13	Ciona14	Ciona15	Ciona16	Ciona17	Ciona18	Ciona19	Ciona1	Ciona20	Ciona21	Ciona22	Ciona23	Ciona24	Ciona25	Ciona26	Ciona27	Ciona28	Ciona29	Ciona2	Ciona30	Ciona31	Ciona32	Ciona33	Ciona34	Ciona35	Ciona36	Ciona3	Ciona4	Ciona5	Ciona6	Ciona7	Ciona8	Ciona9
Hepatocytes B.lz	0.202847740312216	0.321857175113356	0.417389153958593	0.367379601375878	0.411306913936525	0.224558229585073	0.190655388899516	0.748830801101546	0.68321695624302	0.793061105770289	0.697244441161169	0.755856943428803	0.395505160101261	0.625335020206336	0.477066773599723	0.229145017658142	0.470324766859752	0.658456817299148	0.216140014110745	0.472473469705096	0.259250484525859	0.196030645441041	0.277586872001852	0.963403432893403	0.911173132384408	0.9202922693798	0.681812314700223	0.907258723325245	0.839661514580746	0.537359801803289	0.624053078008682	0.969525399731596	0.752305219894777	0.767255341827105	0.365677767931769	0.604205443440675	0.705529491584784	0.303600125371446	0.286100554159554	0.782552025562265	0.101977218875369	0.372678836596716	0.0677061248941675	0.14010230613916	0.0853153035807636	0.0657453566016651	0.61341505827666	0.459932799807242	0.563656054439389	0.253509529570372	0.894290495124335	0.540960544562076	0.615560935029174	0.757635254804068	0.627382464952297	0.408640084775964	0.131584774369168	0.17794220703793	0.760388854636586	0.234316265292563	0.273303717270418	0.720386918446274	0.896546654446557	0.68306223204492	0.894520553295372	0.674163166165939	0.202188701719318	0.159000725125057	0.156309299916399	0.314873866171275	0.21303684917142	0.384087012721324	0.278176949713958	0.281317063117229	0.26146077773908	0.18171478569135	0.898509765666474	0.243376099912362	0.29155176557829	0.798175270888812	0.937868337766454	0.908290192507276	0.190443335673099	0.736394681754747	0.877962644141761	0.614620932844527	0.393934293922315	0.724810813366593	0.844361252540997	0.10359899638379	0.869033462347968	0.41950355269074	0.361927669270166	0.707148799486139	0.459518325887365	0.441905434154052	0.367575053263582	0.646153886641303	0.901371155444507	0.703563557047565	0.302818829762478	0.471535925105119	0.699151647820725	0.459401813467438	0.43403778187037
Hepatocytes C.lz	0.331046079755929	0.578671951478619	0.563109825175495	0.623515219005197	0.631390031866271	0.147432368968967	0.257054973445601	0.831691154761263	0.710634355731605	0.81793682252132	0.844336198204553	0.801477263772588	0.530213585040522	0.731409846952342	0.507139166646393	0.230955861185412	0.369649072125929	0.723188654237747	0.343537196418631	0.614834763524023	0.346889280472948	0.400427774131587	0.455465658987795	0.971106885542183	0.9202922693798	0.932349665924276	0.723065144766147	0.913632385260249	0.84838629879857	0.693223502642484	0.850119707882781	0.973784335560505	0.892458446695817	0.845993009166071	0.246470186796516	0.370066717054228	0.667813741132095	0.161732327356931	0.49362541016136	0.793660961940852	0.0498894068116925	0.298317177286203	0.0868825230840994	0.0625701112696444	0.167705294327062	0.094779213942419	0.57506552436537	0.391718251660074	0.649977398080716	0.414636802632195	0.932148085540089	0.592234580832343	0.79539083456789	0.871112116512663	0.74996290725401	0.54463916579668	0.193099535994748	0.220803441659609	0.822406799916723	0.193896003707286	0.360066175872813	0.690347188053905	0.947610617079702	0.829231146613138	0.951433024814293	0.813248575359674	0.22286502336627	0.159433716796751	0.297065034476292	0.418560246264245	0.248722586955596	0.429192110069101	0.286408391088406	0.189858967582385	0.0766762310210039	0.148766097800637	0.868142885334652	0.264212114182481	0.367652949247674	0.799278410053846	0.902223250307636	0.913867156251889	0.178875642329904	0.596491835524006	0.834251483807712	0.558942520716458	0.315261838033276	0.66283254997037	0.821470491164707	0.0782049930271844	0.852217696936011	0.419847691873997	0.390495177985638	0.658603756059812	0.350874787814925	0.32995998398189	0.225128437910894	0.502704677650415	0.883418742677048	0.515143854202342	0.322221129019888	0.446430238465185	0.622634916995751	0.452631863045221	0.511983372313851
Inner ear cells.lz	0.34777559792475	0.645269631124462	0.426240131195329	0.236729769858946	0.898910006538733	0.262437447042773	0.37003181994989	0.67594262942662	0.59301829969071	0.645542843730042	0.706455144055745	0.708685182535436	0.240942056298534	0.802963655861512	0.847037514399021	0.595608035848632	0.454710658593224	0.843718035132622	0.199660422328246	0.485610067562722	0.175917470223594	0.492569802629309	0.580032714439038	0.536163340190695	0.681812314700223	0.723065144766147	0.969283593170007	0.633437529833511	0.654671504390424	0.152688229650394	0.366774341722966	0.742529695619896	0.39784790164522	0.606395131299771	0.116856786333643	0.404639772822313	0.332767062913433	0.0774833984303587	0.433781897439942	0.713417245247834	0.239537394291274	0.585463915660714	0.768173638201121	0.178989019273683	0.888332745097637	0.794031009826346	0.305652913918212	0.940315149077053	0.831326164379251	0.489099309634804	0.542062193573662	0.283957811079928	0.612437482967756	0.549507030754544	0.631720699572427	0.735715696653532	0.752630700706885	0.867178968390895	0.731772120712321	0.809503046578048	0.184549703807934	0.207435922933794	0.652672471715723	0.74972248286999	0.672140186825592	0.725293312564618	0.538029608554223	0.426467080029216	0.313611441158128	0.707351901548876	0.838981018412532	0.603609063784688	0.838244889615666	0.517298707281933	0.22803393074222	0.728226613147512	0.778500675001654	0.817808557718474	0.872202293489144	0.72418161075878	0.401307949647818	0.910160567701761	0.868627723421373	0.645626111607339	0.684185375416303	0.439434465841247	0.435807601670825	0.350620645482172	0.427029091387763	0.843541374102388	0.582156998568763	0.878734598718011	0.628728430830357	0.299619402300797	0.321646437454589	0.318254196526829	0.295202885903016	0.303503591366511	0.52846740190939	0.408081172193389	0.79628861755755	0.79330504505721	0.394649480059284	0.379064470896419	0.601386793270402
Intestinal cells A.lz	0.251043102200966	0.331939924343033	0.380201143314402	0.379602262679127	0.415978783992695	0.213978682802255	0.303767838683091	0.844303694686497	0.77311654762461	0.877181701201571	0.80509114471979	0.804614703834688	0.458941091439382	0.798512495355888	0.549512304785604	0.209602770406224	0.534418139973928	0.707856663189055	0.281371680557096	0.4294757242833	0.292095004891186	0.330655864359624	0.34675917369204	0.950658727981612	0.907258723325245	0.913632385260249	0.633437529833511	0.954559553349876	0.911378316764956	0.559952631078896	0.572071911761657	0.977207598880378	0.786955894055922	0.690908332198509	0.416604523396565	0.645021855111589	0.80692336096942	0.395647315697291	0.410028145214417	0.779944890916101	0.0845804645690063	0.312764755605727	0.0661731605617938	0.110607834489042	0.136636366025621	0.0596506836292696	0.67934982421939	0.708427561686134	0.563036256582461	0.236247437996399	0.781187883447405	0.402586505815982	0.574829048090072	0.779605870689663	0.578007535580178	0.363154377488881	0.164100442809955	0.116564536344716	0.681097216921679	0.104019940048422	0.289173563550077	0.870926265555301	0.657662120010851	0.63560641675233	0.639724024304798	0.513470237812249	0.298882395413833	0.211438880322867	0.205075372131822	0.229929908077611	0.439021879536444	0.313162627533183	0.274770578384963	0.235830105142901	0.214990102648547	0.295047474027911	0.9054700376414	0.355283319069337	0.444886557154879	0.625004913479359	0.811276017936839	0.924827419150159	0.17813666160463	0.697977118864168	0.867269139004391	0.658104767935992	0.457005185877058	0.719320280097044	0.766258268234305	0.229520006583631	0.722717847939469	0.468324184944341	0.43847725039023	0.809937656831428	0.406436800775113	0.461025383182621	0.366214747066758	0.730780883459366	0.78284874724506	0.549351492011355	0.429518367703889	0.393018491019385	0.722608255460993	0.231291889360445	0.408702079221941
Intestinal cells B (Exocrine).lz	0.317840797161244	0.460235015370086	0.300372348294402	0.37463969367565	0.450535533252454	0.258124396356286	0.48975051569717	0.798067829892013	0.673964429760484	0.835880628519829	0.755415802368589	0.726628422800469	0.488779033776675	0.831828983512579	0.669076443904274	0.38617187539409	0.51214678189995	0.717074461220573	0.298266928682316	0.35207828828191	0.2635931889758	0.460725632631098	0.473992523959045	0.911111946578273	0.839661514580746	0.84838629879857	0.654671504390424	0.911378316764956	0.87411487018096	0.391409255751098	0.426944242404296	0.964517176760783	0.676715833874089	0.504825702121833	0.373584095879955	0.709868337236176	0.819152213991987	0.312849456160482	0.473656001954092	0.757467913691033	0.123662755738772	0.405253591552308	0.164692258709656	0.128612216277687	0.293706502510651	0.154773882242496	0.75239230626752	0.83873278122703	0.627100895504971	0.332376817206379	0.662855452633209	0.577192532243526	0.65335530861277	0.765647321154897	0.550948348120649	0.451676151186225	0.275005208239323	0.259371588477572	0.702794070947913	0.189173432497249	0.135252722129685	0.808662245947139	0.233050352493771	0.420447550642456	0.137828322661391	0.327691220305882	0.446426156078535	0.407503073091709	0.292760749407542	0.46656840532871	0.70894302436733	0.536241179959851	0.605714962418513	0.606292547288859	0.303005043527131	0.661457506065478	0.828940333213421	0.45032339781534	0.55163414375143	0.678591322977597	0.590432836298886	0.949959504306839	0.279340314083155	0.862348174502923	0.823803528639824	0.644195518338581	0.317222978729537	0.509888879607669	0.561369622959865	0.391006778044864	0.613353234078131	0.662809708575284	0.817589236930299	0.770397882176784	0.283254758431323	0.462180992714273	0.279876709348208	0.697127530159182	0.591272814430202	0.500011454001606	0.396925513163556	0.621597253888954	0.760638525466346	0.246450447460304	0.586601486068798
Keratinocytes A.lz	0.540684909899854	0.553479878116304	0.455124588347437	0.539567145151657	0.136291503486182	0.30928541664059	0.262579785216662	0.719396244884966	0.446420495242599	0.645255586481308	0.657243958880692	0.461750651659189	0.637404307934056	0.60689335211298	0.547996179093658	0.394421944920335	0.328513343333723	0.211373657910637	0.600811203951595	0.468763844816515	0.458019823793594	0.422919630999362	0.233718726129095	0.651683231081322	0.537359801803289	0.693223502642484	0.152688229650394	0.559952631078896	0.391409255751098	0.659518127934724	0.767174352438982	0.552687191726646	0.391416479871695	0.369795802382747	0.471295330708214	0.372354278149914	0.508648230970297	0.556783219340413	0.413335755016802	0.502517890655162	0.337333041380424	0.381747244698847	0.0899130645520995	0.339394253898222	0.0472534137735218	0.0849740355118511	0.470586104126673	0.134845369246723	0.141624969166163	0.528852745939103	0.683024896480596	0.197822564782403	0.34178716311278	0.557095970253107	0.347838206240027	0.379888855437195	0.0886982369052072	0.0885972985812135	0.220572852401875	0.0983457485571429	0.441075998216758	0.541830373350812	0.804641649368834	0.539446266338583	0.837808996187009	0.423030436046727	0.324174113958856	0.446132388731797	0.578400224585062	0.23631641645144	0.137389698676841	0.19600604038936	0.160480214365673	0.308129652314893	0.57867205494089	0.164983389473735	0.696231220707297	0.1153855164073	0.183601268614763	0.412899432856151	0.858135488593718	0.320007701379438	0.164983724412741	0.402219266625066	0.65114167122268	0.75508354558333	0.748585773338187	0.918642652565808	0.898732292255015	0.116148933525446	0.626067330250335	0.459993886780668	0.295420824675253	0.836600277409103	0.775192549173034	0.682576461273762	0.751542236359275	0.798208238760342	0.774040750896337	0.640734707449059	0.623054475513619	0.316266526954712	0.647695234663799	0.18470865466878	0.193610828594025
Keratinocytes B.lz	0.578117096387615	0.776475980574573	0.591865633912355	0.657037058003652	0.367672599783031	0.203787705944627	0.321498997642772	0.817082728154218	0.565993788639684	0.707923700837677	0.817248726228165	0.60970378612222	0.743814949777223	0.723704761908386	0.701294730387009	0.46463075980335	0.17350908269529	0.462456721019912	0.623614770955834	0.571785678193451	0.500627597150555	0.605486189120822	0.576515664714558	0.724126443670963	0.624053078008682	0.850119707882781	0.366774341722966	0.572071911761657	0.426944242404296	0.767174352438982	0.861803621169916	0.68455648113108	0.626934239111322	0.535383202128611	0.405687848371978	0.33159543715286	0.555610273513455	0.172784327243726	0.54228433589964	0.582529347378924	0.18466455190038	0.330204383582891	0.185720641082527	0.130706863135654	0.16365675628682	0.154632230557369	0.460408587399096	0.244705279969296	0.38283855675714	0.630614889301788	0.814882680207172	0.23975269183207	0.620031887988402	0.727873365151422	0.558456244386799	0.460452181365871	0.212093003800024	0.272221481161808	0.395612122448852	0.123791500230247	0.467995725073421	0.153885721866101	0.928954627581952	0.724540638314668	0.943231551515662	0.590897656133079	0.402768196790524	0.484381351734457	0.652827811617254	0.289944893425939	0.173601539704356	0.253360948179598	0.154877447010862	0.198810310642776	0.300407301059486	0.144469746726166	0.722980965224382	0.116712295528348	0.210859845450381	0.558129579232025	0.912029757552207	0.388907709052893	0.233359397375685	0.239499610637062	0.638046035163339	0.615084391451118	0.621083874585109	0.842992775603631	0.914240763377707	0.0626880718446546	0.754738384101361	0.666492306606046	0.296622279917049	0.763282333450057	0.685195787311361	0.595553451031551	0.597211218797438	0.697378945232291	0.897047629615879	0.537651996243736	0.648204421769463	0.396731507859701	0.613268148485021	0.236888294855243	0.241148301094388
Kidney cells.lz	0.285347320784959	0.530315963615811	0.379187778293542	0.458124536005939	0.568249510345305	0.269126078401861	0.474891986243605	0.856793872443854	0.801005515567994	0.886196602392448	0.862587289044983	0.917975432335323	0.548690048622484	0.753733861703599	0.562433790562867	0.233330896781607	0.401408578259863	0.77469714530791	0.310990940583684	0.694124746266284	0.391255616190408	0.535331907868696	0.300758967823329	0.98699782308595	0.969525399731596	0.973784335560505	0.742529695619896	0.977207598880378	0.964517176760783	0.552687191726646	0.68455648113108	0.99786562731997	0.850304987571569	0.779790682960562	0.319349764254937	0.767521932270032	0.861744334694937	0.26088080617696	0.631103978799931	0.904888187563991	0.0522219052387779	0.437600333655309	0.105454431803423	0.0504770010114111	0.231722312629765	0.0775660749451345	0.652147832354685	0.730386017098701	0.409853406860218	0.316541885129459	0.764660802871283	0.675102182727936	0.812850305162913	0.829073607523845	0.875563063927246	0.694419370963183	0.238168291155238	0.270044255884229	0.866890674116752	0.213440164751334	0.178298348850744	0.694612831816494	0.645607788757346	0.734676449255413	0.646169169195843	0.694864113659033	0.562385264802875	0.352275301617703	0.336923323009693	0.493366034255553	0.704772326907162	0.496327016628634	0.50615999711228	0.31625475922842	0.127402796263419	0.52239463843224	0.663259092298776	0.627983181916817	0.711330546185602	0.684210375356054	0.648443371179253	0.854305108468685	0.471961417310601	0.620495822798451	0.758369546956124	0.487144769848151	0.295838647072713	0.477135787572252	0.621126345320943	0.329558220821518	0.693770376635376	0.578892098411757	0.410740956218151	0.645125002232673	0.238811367328542	0.319825242157138	0.175917797502596	0.551609571602037	0.641267759812624	0.398008068008103	0.298948051247154	0.838787456739541	0.557535703591013	0.748438810952675	0.695547114934422
Lens cells A.lz	0.419550045857827	0.719109269131344	0.384205006438164	0.438238576775726	0.844013162837528	0.200517345024219	0.25226744992304	0.522369787114317	0.376435283444845	0.388422882876756	0.719615013519642	0.368544084110828	0.318077315662406	0.387021427381178	0.212837976360543	0.282722574897918	0.436852811174168	0.558258844519645	0.410275736285011	0.584485347779106	0.328672036932353	0.40745915033823	0.608809716534265	0.954642708647346	0.752305219894777	0.892458446695817	0.39784790164522	0.786955894055922	0.676715833874089	0.391416479871695	0.626934239111322	0.850304987571569	0.99163840211042	0.93302973262613	0.133117624576045	0.226739390570567	0.309255525213759	0.4676272229541	0.371153041371112	0.203680387738953	0.125992964785768	0.47001446816278	0.613065016945265	0.100846845046656	0.649703552400596	0.628378238071134	0.370376299169152	0.386888590953239	0.447206963705661	0.329086912170532	0.899560691000425	0.475507457575704	0.675599698348028	0.774259282532479	0.513978077142769	0.570362662736803	0.769023218329674	0.515169588996197	0.573788316747189	0.378502229350919	0.413363392866855	0.953444478013328	0.811855440821443	0.839911774079041	0.87293011408502	0.808227529099777	0.493085535442521	0.371234331370863	0.522573360436112	0.723596133951487	0.720432482206952	0.685797359592873	0.558457971824956	0.646461404174802	0.244741685641072	0.695902926334752	0.322052955221638	0.753503906573059	0.715123414755248	0.750889191052701	0.351391410934462	0.625314730434292	0.754043064956357	0.57162125881884	0.333434227005622	0.251696497692295	0.300628488230222	0.231388215987779	0.281438683862794	0.563028471110695	0.574714134568997	0.543190976620024	0.678115183740306	0.337088140170431	0.137184207165486	0.170953073702579	0.155945458924026	0.336772347517781	0.380496241743233	0.26888959107351	0.16289889534102	0.768243067705131	0.541088857815597	0.876385235391579	0.75935520273739
Lens cells B.lz	0.458008898038977	0.522586894786621	0.483108097723766	0.453832723214909	0.658053533358426	0.400296684932589	0.239594043657994	0.498176290539504	0.421944319756097	0.419615128520107	0.64022206682159	0.499294833323714	0.345742468079894	0.354523886737235	0.264844105612321	0.234191953199389	0.542171807926844	0.700396058199925	0.461785309525225	0.661609750473856	0.427351964429156	0.41491286592842	0.451216774939706	0.893020709360783	0.767255341827105	0.845993009166071	0.606395131299771	0.690908332198509	0.504825702121833	0.369795802382747	0.535383202128611	0.779790682960562	0.93302973262613	0.985285273244858	0.274238097166229	0.29294636129397	0.265376559232854	0.48596977930064	0.441658604356872	0.325262962896225	0.23772923177987	0.30984525599948	0.455781193622622	0.256187340569608	0.430805933491816	0.485303935753809	0.297423634621457	0.297358091261252	0.42762645610512	0.423897738316638	0.866396042337717	0.505667795653947	0.600244860926741	0.67276455408094	0.362407063251753	0.367573822557831	0.536304976773742	0.376835205145176	0.500949974601689	0.342811366442509	0.655867479094892	0.847186048160289	0.887379817580579	0.871364732941333	0.905973826413936	0.82570326157499	0.541058398288117	0.42841550503633	0.488534183675346	0.40380173998491	0.343832712029557	0.45568417308588	0.294631301546751	0.31306845115017	0.322320460387596	0.302943598788347	0.519400075789346	0.254148107338356	0.324201020271423	0.630613793617315	0.755526216202188	0.321156581365748	0.233148547450965	0.280115107204884	0.495880008364719	0.450054639959861	0.492721311386775	0.693013171099742	0.738938423907774	0.180314160452098	0.763425624804628	0.208883342421714	0.25764307475276	0.508979273970016	0.460209113478404	0.32288412096003	0.373961637900955	0.513024264161774	0.741644827677055	0.513146139538994	0.237886945434278	0.377022275828501	0.383482076524126	0.797171980144944	0.516590821245902
Lymphocytes A.lz	0.339835475938137	0.158918032097057	0.251105774276956	0.427699316607899	0.082263677754398	0.591556003511413	0.407359764506846	0.410050304477808	0.401215476281097	0.52093493728855	0.285626225646802	0.421625313001228	0.450952337894575	0.393039544508682	0.300694624317704	0.322862178037706	0.836601894626823	0.520746749951441	0.395883809655784	0.25415561460826	0.476680451404214	0.13953415372771	0.139123834961197	0.219919920987736	0.365677767931769	0.246470186796516	0.116856786333643	0.416604523396565	0.373584095879955	0.471295330708214	0.405687848371978	0.319349764254937	0.133117624576045	0.274238097166229	0.906186980721142	0.91891526862852	0.837911485935589	0.852448908937669	0.221824808598229	0.584321337578563	0.780592538060083	0.248670539008679	0.517308918659713	0.79999688534001	0.128607423935097	0.512543871620194	0.894144784272405	0.276419341479877	0.123622308352522	0.163586382260171	0.310495460010999	0.377046619375342	0.246767449807923	0.361746430986301	0.0699103206684602	0.115608928727312	0.270634536088843	0.227115611985483	0.0978856149708583	0.558606768644491	0.629588204192187	0.319153137065611	0.457712210579409	0.285983605651372	0.544466121834682	0.267019458126372	0.223521336444065	0.269356879676433	0.245067169533033	0.110278215065049	0.0829169625633486	0.127495259577283	0.123412706645894	0.205897688828626	0.642040044164841	0.120891450035472	0.693688411138928	0.0751405304399103	0.144571752895233	0.358989557662018	0.781049599518529	0.298693683581264	0.135570749472468	0.578077418490578	0.706180418377971	0.800585994848766	0.733539741300088	0.96388019103387	0.88923226251224	0.108767331843651	0.550439875313165	0.255085697399053	0.104775596713557	0.85475377118132	0.842316632132809	0.787309953916074	0.840219304878403	0.839252975062146	0.744241958577457	0.72391398435208	0.666144111577256	0.174880526239578	0.719509226615547	0.10030605509451	0.115373455279804
Lymphocytes B.lz	0.25217011784051	0.283040385107258	0.322353674850683	0.336715172438004	0.193645325906636	0.472733951354475	0.435160485150461	0.688335116449639	0.632474895815927	0.760616171777374	0.580926743176068	0.616678019423142	0.483150801901033	0.74666588088159	0.618967321444238	0.305034665193531	0.82216652509429	0.751899808278312	0.226877765473894	0.283606250207563	0.30960995567562	0.195727997098417	0.192664940950128	0.500068508394439	0.604205443440675	0.370066717054228	0.404639772822313	0.645021855111589	0.709868337236176	0.372354278149914	0.33159543715286	0.767521932270032	0.226739390570567	0.29294636129397	0.91891526862852	0.981084840055633	0.939164859275567	0.611411174096016	0.244961896089519	0.72931528721076	0.575028936384938	0.230793363925915	0.533585119750378	0.582980746757089	0.366087334150156	0.594365481107434	0.97628289450342	0.654870984105612	0.414755290302446	0.219200373186717	0.342781537339273	0.379581359625871	0.491749772171778	0.43845871292383	0.193846483011418	0.114033551331689	0.325915412128268	0.440671462712296	0.366415221252579	0.513016631043714	0.287439661990062	0.313566999088796	0.111107572977944	0.22092762765033	0.123688714656789	0.1673982178673	0.295899839503245	0.37126915524285	0.187370338253837	0.224187181918554	0.309995778802063	0.323505101641842	0.293273111195313	0.458416659420596	0.51811721697596	0.361249279006052	0.822869649193364	0.238671544787442	0.305445166144901	0.578154251878786	0.640173561580965	0.826304552791942	0.248934468811576	0.811763600419127	0.773783550951778	0.670099004237178	0.556444225991199	0.808061464860888	0.707001719982203	0.215649061505231	0.541961600481539	0.401467988545316	0.250942763615489	0.673629833845758	0.598473674264215	0.614930801897453	0.660828837799325	0.770380338237832	0.640569268670904	0.543455117667134	0.68925404324544	0.409745031944861	0.74543355589802	0.136442085159593	0.28759332605194
Macrophages.lz	0.305446094014998	0.301422069117786	0.257801694553646	0.28969762568205	0.174330109876831	0.394654290922643	0.631616333150355	0.779283012498372	0.690876830381284	0.832702408474959	0.736666467482725	0.718526097903149	0.578491503790798	0.750369370207473	0.643580581899093	0.283241874231647	0.660570996278481	0.668452988185811	0.326276433883618	0.341384770266778	0.335628682525237	0.344013720050939	0.299018439043544	0.651179336519357	0.705529491584784	0.667813741132095	0.332767062913433	0.80692336096942	0.819152213991987	0.508648230970297	0.555610273513455	0.861744334694937	0.309255525213759	0.265376559232854	0.837911485935589	0.939164859275567	0.964377802690583	0.400281543594436	0.424430237738741	0.825740047808582	0.26742128960771	0.218673426005903	0.180048522097438	0.356836836103585	0.185381834970238	0.24632964903193	0.963234136318485	0.719433471941991	0.487942336894767	0.335214910980836	0.412554948090953	0.68717769058296	0.723115701294672	0.731913062991117	0.346967113294528	0.107832238919543	0.16654299846839	0.293605365376113	0.575897046891296	0.346049963994603	0.245397591874957	0.42910242107981	0.407672577747682	0.269898491129312	0.456909128032993	0.28821115603197	0.355136220191033	0.424871880148114	0.227727917383093	0.358796215841439	0.339113442968798	0.300034215708939	0.377670333935986	0.466291451748493	0.346585629868379	0.42371408212977	0.86752029404095	0.297443645072824	0.394898810609814	0.785220085642414	0.748877301368055	0.925864479684228	0.238036935840573	0.912926227284849	0.928071403300429	0.810020957884422	0.432082798169144	0.739551904159626	0.753421551434867	0.275863895903443	0.697338521013464	0.482189737137712	0.397016175293427	0.577448546915697	0.415124885223111	0.462910817091675	0.411902626760821	0.635751073120679	0.74967187280911	0.477564002844004	0.462683490337667	0.440574925336114	0.857338753887205	0.197640901267873	0.31436937242691
Muscle cells (Pectoral fin).lz	0.578616306725759	0.147248466998219	0.367499381586409	0.562803568862417	0.147247023415597	0.836193750672859	0.367491016162583	0.131393245864689	0.277011013840663	0.25631913180365	0.0647114330887609	0.191304592894445	0.449804276368321	0.135060907424011	0.0878576931305038	0.399183903805291	0.845417162099894	0.315057394355622	0.608937162444013	0.461065687716095	0.754091887839291	0.223399074877283	0.0901436697967024	0.387735214511505	0.303600125371446	0.161732327356931	0.0774833984303587	0.395647315697291	0.312849456160482	0.556783219340413	0.172784327243726	0.26088080617696	0.4676272229541	0.48596977930064	0.852448908937669	0.611411174096016	0.400281543594436	0.983332798579694	0.382622013376127	0.287212093938285	0.895678053599673	0.520367157357747	0.36272006308979	0.914767725259404	0.124323147843677	0.34473395436086	0.296203059842247	0.112792958608492	0.0463824410663165	0.269000845498293	0.257807465764699	0.48817949667141	0.0969474164998965	0.279998107953147	0.117059773065241	0.364686735199543	0.254986918864926	0.159918512018626	0.0533233877238399	0.410074548485528	0.856417413396444	0.75597231709075	0.32265828429181	0.373454769788218	0.295367637469468	0.388587109038498	0.281310731096625	0.328462685030459	0.458657154653234	0.101589569880022	0.070166160374612	0.110224880300001	0.0691677109159029	0.199023896214264	0.629897237566316	0.0932226260506434	0.528609260758345	0.10756384788707	0.142779079125395	0.213723612145618	0.68735888030963	0.095908828724106	0.101031139920854	0.433108117289089	0.558117802000845	0.741664175185701	0.823745684830764	0.962432597109074	0.799076424481138	0.142970786475121	0.431216642793946	0.19936933037554	0.127562010647896	0.86019818727619	0.842499972800935	0.758444578301451	0.853682999495291	0.852742452310111	0.6050229520157	0.72613335979415	0.605763736512364	0.155313507117132	0.534728660932079	0.188565708077094	0.115749156754134
Nephric duct cells.lz	0.77111497749192	0.769279830900912	0.553387149862895	0.626275678511113	0.45247793327968	0.553781243033541	0.69228787318971	0.465317592618078	0.33777474341685	0.477518536619483	0.498762410457388	0.337414897893173	0.500883332358089	0.42549972625778	0.45772302434084	0.589716876494144	0.321976360574892	0.497834178025509	0.785267005106841	0.692896414346549	0.616810448098871	0.839718124234837	0.752880023608382	0.39581596914341	0.286100554159554	0.49362541016136	0.433781897439942	0.410028145214417	0.473656001954092	0.413335755016802	0.54228433589964	0.631103978799931	0.371153041371112	0.441658604356872	0.221824808598229	0.244961896089519	0.424430237738741	0.382622013376127	0.778175941540191	0.312451979521529	0.387115816496258	0.620279586602871	0.36597460741018	0.31541856875753	0.484699945471753	0.346739741427768	0.430024764767311	0.398106105981834	0.638432509302462	0.749499648796597	0.324121214360017	0.595070076717156	0.628704432107284	0.677657562935207	0.710862923583111	0.714307684368765	0.325880745531406	0.490055795707353	0.538112710845676	0.253403375287461	0.441331012736071	0.409623668156582	0.45580644965063	0.609094712053232	0.486126431183096	0.58995989728966	0.771743559865453	0.830493378582963	0.851931213809832	0.749470435926579	0.457718647724822	0.575143919445631	0.52596456337313	0.798552830432431	0.658563475781104	0.588998046114931	0.33277102997147	0.274960115832514	0.241652130358773	0.279738814365476	0.395218489654305	0.314128304186306	0.242479109988589	0.319800919004029	0.356275512222852	0.51446931384315	0.699606251054076	0.546199734049401	0.454595278057395	0.471089114419481	0.355769029256309	0.666516429807887	0.712833128865575	0.662361714593867	0.641848097765647	0.608229665720419	0.625954679994218	0.720686957861264	0.333209996821248	0.489596126659168	0.620714869360731	0.388954875197115	0.448522507653989	0.483070589106941	0.661719572750266
