Brown.fat.m	Proliferating cell B.m	Ribosome-gene-high cell.m	Mammary gland in lactation.m	B cell A.m	Neutrophil A.m	Proliferating cell A.m	Dendritic cell B.m	Erythrocyte A.m	Neuron B.m	Monocyte A.m	T cell A.m	Cd8 T cell A.m	Spermatogonia.m	M2 Macrophage A.m	M2 Macrophage B.m	Pit cell.m	Fibroblast B.m	Oligodendrocyte B.m	Stromal cell A.m	Cumulus cell.m	Proximal tubule brush border cell.m	Neuron A.m	Chondrocyte D.m	Fibroblast A.m	B cel (centrocyte).m	Endothelial cell B.m	Urothelium.m	Smooth muscle cell A.m	Stromal cell E.m	Macrophage B.m	Intestinal epithelial cell.m	Gastric epithelial cell.m	Mast cell.m	Erythroblast.m	Renal tubular cell.m	Luteal cell.m	Proliferating cell C.m	Neutrophil D.m	Testicular cell.m	Epithelial cell A.m	Monocyte B.m	Chondrocyte B.m	Trophoblast progenitor cell.m	Stromal cell C.m	Endothelial cell A.m	Fibroblast C.m	Erythrocyte B.m	Neutrophil C.m	Dendritic cell E.m	Endothelial cell C.m	M1 Macrophage.m	Adipocyte.m	Alveolar type II cell.m	Skeletal muscle cell B.m	Fibroblast D.m	Prostate gland cell.m	Oligodendrocyte A.m	B cell B.m	Dendritic cell D.m	Proliferating epithelial cell.m	Myocyte.m	Epithelial cell D.m	Sertoli cell.m	Osteoblast.m	Smooth muscle cell D.m	Leydig cell.m	Neutrophil B.m	Pancreatic endocrine cell.m	Premeiotic germ cell.m	Pancreatic acinar cell A.m	Oligodendrocyte.m	Epithelial cell B.m	Macrophage A.m	Stromal cell F.m	Hepatocyte A.m	Dendritic cell C.m	Goblet cell.m	Cd8 T cell.m	Chondrocyte C.m	Pancreatic acinar cell B.m	Spongiotrophoblast.m	Macrophage C.m	Kidney stromal cell.m	Dendritic cell .m	Dendritic cell A.m	Smooth muscle cell B.m	Hepatocyte B.m	Erythrocyte C.m	Stromal cell D.m	Astrocyte.m	Smooth muscle cell C.m	Chondrocyte A.m	Endothelial cell D.m	Skeletal muscle cell A.m	Alveolar type I cell.m	Hepatocyte C.m	T cell B.m	Chondrocytes A.lz	Chondrocytes B.lz	Chondrocytes C.lz	Chondrocytes D.lz	Cone cells.lz	Corneal cells.lz	Endothelial cells.lz	Epidermal cells A.lz	Epidermal cells B.lz	Epidermal cells C.lz	Epidermal cells D.lz	Epidermal precursors.lz	Epithelial cells (Fin).lz	Epithelial cells (Mucosa).lz	Epithelial cells (other).lz	Epithelial cells (Otic vesicle).lz	Erythrocytes A.lz	Erythrocytes B.lz	Fibroblasts A.lz	Fibroblasts B (Fin).lz	Fibroblasts C.lz	Fibroblasts D.lz	Glial cells (Peripheral).lz	Hepatocytes A.lz	Hepatocytes B.lz	Hepatocytes C.lz	Inner ear cells.lz	Intestinal cells A.lz	Intestinal cells B (Exocrine).lz	Keratinocytes A.lz	Keratinocytes B.lz	Kidney cells.lz	Lens cells A.lz	Lens cells B.lz	Lymphocytes A.lz	Lymphocytes B.lz	Macrophages.lz	Muscle cells (Pectoral fin).lz	Nephric duct cells.lz	Neuromast cells.lz	Neuronal precursors A.lz	Neuronal precursors B.lz	Neurons A (Brain).lz	Neurons B (Proliferating).lz	Neurons C (Spinal cord).lz	Neurons D (Brain).lz	Neutrophils.lz	Olfactory receptor cells.lz	Oligodendrocytes.lz	Osteoblasts.lz	Pancreas exocrine cells.lz	Pigment cells (Iridophores).lz	Pigment cells (Melanocytes).lz	Pigment cells (Xantophores).lz	Radial glia A.lz	Radial glia B.lz	Retinal cells A.lz	Retinal cells B.lz	Retinal pigment epithelial cells.lz	Rod cells.lz	Satellite cells.lz	Skeletal muscle cells A.lz	Skeletal muscle cells B.lz	Skeletal muscle cells C.lz	Skeletal muscle cells D.lz	Skeletal muscle cells E (slow).lz	Smooth muscle B.lz	Smooth muscle cells A (Vasculature).lz	Undifferentiated mesodermal cells.lz
Brown.fat.m	0.999975730458055	0.234061850784994	0.308126568477944	0.850699202263414	0.174145318281923	0.156302199568646	0.393407161870879	0.192913987926055	0.472686956323809	0.121816148241789	0.263153757521504	0.129505166756376	0.0921196037248938	0.642555130699698	0.423180941514103	0.46003521852758	0.883799666728287	0.334320418870209	0.547702677095667	0.173627638867643	0.614208760800634	0.980386130459456	0.478193124500064	0.165674311411833	0.479735462285713	0.131594879209534	0.280585109334168	0.903281455406477	0.527091750861173	0.348308960750421	0.472174075407868	0.919493248371381	0.886980495603888	0.180406250177937	0.567275931655514	0.96014581253741	0.931467737787134	0.259683060038293	0.317008604042494	0.665225906133925	0.833476196972133	0.300366524634405	0.16226610273465	0.751052838181787	0.562187759414484	0.270474421969678	0.563376998324379	0.154862376704564	0.404261468709362	0.167338273422883	0.369857037094361	0.651746497316891	0.978797984598593	0.560417594067678	0.956092684485566	0.333586175562514	0.5392231216253	0.404153142215534	0.214834217505277	0.255529192125782	0.469224354656699	0.294824680828158	0.394779587053744	0.579201817666118	0.307430399242158	0.211452080818404	0.936288546132844	0.360885502620528	0.341338313528145	0.640917323364605	0.602848046030568	0.430415056597417	0.333665240461791	0.5320476741756	0.180168295084524	0.971536817269116	0.225634512059809	0.574183501195912	0.115754943496646	0.299865132310151	0.461101248689117	0.624452699555911	0.30792854873491	0.91848698010555	0.107177417460256	0.291195899042893	0.585429647240179	0.973168778346987	0.205008313040249	0.581402027394927	0.839872865967063	0.528622692393333	0.0848070874081574	0.292616569636627	0.972366608971882	0.594177992997348	0.917693970154057	0.385576650893831	0.357582064536809	0.554436152341697	0.434527787862827	0.457364507370779	0.790284795486671	0.181411656327948	0.250604566989913	0.766512723196036	0.68825841483534	0.706446814155505	0.836123050940922	0.875139390606305	0.30784051867986	0.458682466162436	0.284911476675067	0.214512166317774	0.478268825895971	0.73303349124937	0.391622981059883	0.537465060614564	0.335683460907823	0.355333369973465	0.564017241289261	0.977060096386292	0.982444698663889	0.984692266354198	0.697475684968019	0.971069781413258	0.885487536270213	0.489309583463691	0.710399137968486	0.976168981442409	0.89815791922294	0.813854949205244	0.2797336323682	0.340611050297124	0.568369286494216	0.472301182183789	0.443076935524154	0.681434053953303	0.192777951172877	0.66604083357337	0.367463917937381	0.222258602473934	0.660976383434231	0.448539376051917	0.426113057681373	0.473857666132738	0.756763388248269	0.244710834225002	0.880992796565077	0.423611649623522	0.754360734758493	0.732041259190679	0.846122716789731	0.760475721227215	0.599847095031103	0.612403021330348	0.763216381354313	0.387514463602719	0.595224665915184	0.829720669949042	0.971969690867341	0.953105699389318	0.96357509229785	0.93681565441358	0.645697866417274	0.420927989370975	0.37744910039944
Proliferating cell B.m	0.234061850784994	0.808530909444733	0.584129174199686	0.122363314860373	0.222594723535206	0.497010555830447	0.769440303195033	0.205378775363663	0.729398408765533	0.895961275486074	0.148405558404187	0.289473585307296	0.304748319208047	0.852068724611055	0.108325816033158	0.440253448086529	0.31160258820535	0.614095053014423	0.178334558266186	0.80082283401927	0.553094588051344	0.395927523172439	0.844196252602206	0.59146561428006	0.70336171747347	0.672408134053145	0.704491294783967	0.190907673005849	0.78159423198725	0.56236525431326	0.0430094550982304	0.231734724873195	0.120833905564878	0.438099841143551	0.637148444493061	0.210355654129094	0.345047521774324	0.732972730302937	0.434063170962179	0.800969545990064	0.199107218083402	0.509614773382824	0.568041502447077	0.463358421193901	0.862850566739556	0.432720206178726	0.779073429199123	0.854297837997722	0.0451220986400331	0.229798986459932	0.0797553395363747	0.0746230735354916	0.291260966212714	0.0916242993685269	0.77193774015729	0.7350965815487	0.202850526691854	0.238080025082166	0.190850939594304	0.0536344567203316	0.697835341205828	0.803874067213008	0.413746308833586	0.742612273386755	0.755915641460329	0.772832793716851	0.676982753325555	0.49201539513886	0.520426872166013	0.791777867164697	0.734007500095375	0.582189168221301	0.223518899697133	0.270446434248073	0.406110251006257	0.342524435337379	0.0724939314577068	0.162468136176001	0.549458819860454	0.553263571540126	0.395843995542684	0.253913993813462	0.041798636238904	0.479493918624422	0.185799900873501	0.0835230724499378	0.585052928365153	0.0827075662864725	0.600255226336781	0.824645107115359	0.289399805385964	0.320711705402022	0.770924030450387	0.540118964259378	0.516726257278195	0.0882080941206799	0.41423459749498	0.41853658363437	0.786328542460297	0.4000115217316	0.70321136403627	0.758667599277874	0.316026012454488	0.976350840106102	0.494089439055513	0.100098904684216	0.304455625418885	0.2330885085621	0.0691528728034895	0.287553422210497	0.515705389858845	0.122230065594095	0.161091578553639	0.550616453838413	0.606998415051821	0.166402621794294	0.820040187883967	0.826072500928671	0.863987827848195	0.752363723054051	0.157993521067899	0.271182119640575	0.403466058076184	0.226252885696327	0.36542135488481	0.38397451900921	0.280633351261535	0.564405849838313	0.267775077919503	0.217042845878558	0.218303940346092	0.576324493490808	0.47835998228848	0.350060179650065	0.169554329412766	0.860238470340553	0.796256282437481	0.277474971670082	0.849553322520929	0.704537157909486	0.420517908492486	0.856645681079965	0.351208456225232	0.361802547890134	0.117398516433364	0.2901596484885	0.18231830293103	0.727929538057292	0.217368200789505	0.556266450838645	0.272031307867839	0.320022996892076	0.566593453083779	0.570433640510727	0.300219915702015	0.315654675816967	0.254176499415374	0.580748520445659	0.851444650871334	0.52250070989009	0.107095810861955	0.37463406886793	0.0854909149133696	0.445642914040967	0.764512459753815	0.768978586537855	0.747133474554469
Ribosome-gene-high cell.m	0.308126568477944	0.584129174199686	0.734831846259437	0.378852009013456	0.822268240146794	0.838558475743242	0.663994047255013	0.773112045651022	0.831599614202666	0.670932167654276	0.801521252860744	0.762273200238041	0.779553301517676	0.881668059743211	0.619152060846743	0.650130964146876	0.522381182843789	0.126387891322564	0.0844217909047503	0.459849219801176	0.448869029010466	0.413548749434236	0.475474811052412	0.181986934939501	0.0873312066462739	0.820123873201435	0.499937092140774	0.289681524178724	0.168240100955545	0.133615974733859	0.622449806893006	0.585506621551051	0.384767406839442	0.74308393354094	0.741953688459734	0.243621606482173	0.284933237103764	0.664770261620758	0.76410041716786	0.807944476125776	0.406346212580089	0.712717548546957	0.523439593209195	0.571397427293074	0.212237932170138	0.239141558632814	0.110232360376994	0.611835703875699	0.852399556087746	0.65102783881628	0.443107759229462	0.642855717653547	0.226625983754633	0.239834480366958	0.452784209061306	0.0713740152697944	0.32762207468503	0.0545461758013652	0.66594813689795	0.744968814824268	0.635788315242786	0.517182157736057	0.112507294439911	0.604487161155401	0.0961432462047686	0.52155372790257	0.433707472630254	0.706698801368221	0.210665406744394	0.767858300742679	0.674159379575751	0.258090048236061	0.381163535954687	0.710137901824543	0.354250678500847	0.642191550294768	0.700195848466241	0.565370965199739	0.828483352756503	0.518930767070661	0.0965650390921716	0.408608677630957	0.587706350610014	0.216895843777637	0.817019965846838	0.624567223579907	0.157770213285504	0.426992161034556	0.904467772489984	0.137816363219035	0.0296587207054186	0.270563775414769	0.531714901253723	0.517568177458173	0.684940323759574	0.107505457032389	0.499734638654062	0.542778462102502	0.267107387438773	0.115584507969778	0.392552614378454	0.549850858036994	0.294010131447162	0.759500742199144	0.463528998713706	0.482934469485755	0.671546080334481	0.614341358763973	0.381672297462818	0.672071787753739	0.442498665247949	0.432531691647938	0.276584001701189	0.275818011135168	0.907620388790236	0.703327893412316	0.300682518911387	0.337165838700946	0.517150091653008	0.139526397328316	0.159064678683669	0.454982513451614	0.703103736390092	0.591967087204368	0.517313608042118	0.706514162010826	0.623937157816149	0.6988303192736	0.409061528880401	0.487621652378756	0.226415334609359	0.421586875282782	0.923059848801663	0.882195661407356	0.822535450585719	0.898455932393602	0.213609876742486	0.691709954535097	0.869584068943066	0.346151622733242	0.364360325297512	0.902590708547917	0.252726876400412	0.3497693796072	0.832020447414784	0.508325420798344	0.236831495462191	0.273687497680565	0.337666211408215	0.621903043675708	0.357105917418203	0.56876367009676	0.197201698348612	0.206312579298491	0.176958693740402	0.24610064831291	0.221320543473833	0.722730340763358	0.847863105550755	0.444263023909903	0.498135594293486	0.427934458526338	0.533234476043887	0.390200345611919	0.198604280901783	0.173321600532626	0.120287503025899
Mammary gland in lactation.m	0.850699202263414	0.122363314860373	0.378852009013456	0.999940691856453	0.333614624388371	0.408900835055376	0.257225422658906	0.47548669907735	0.377707310569907	0.213170745924243	0.528510744964221	0.317910570614527	0.328266978871116	0.418595036678638	0.535043936365151	0.523469022760902	0.926152511638852	0.395362355775501	0.844901623008414	0.218472995511039	0.535645192220018	0.953310487747504	0.485171771051267	0.372637650714736	0.50924594404278	0.17269889881183	0.19538516575024	0.874556023030844	0.342297543538111	0.201040235277527	0.519616084778316	0.922143312064058	0.938909841941091	0.397853370974107	0.408528911495096	0.928042569612186	0.845200796841468	0.491747618958989	0.181428522682152	0.664085488368218	0.914096320238437	0.409904429117761	0.475543468173778	0.601466625493169	0.391887604796977	0.296315474452467	0.278965094825446	0.250769061650587	0.532779238369546	0.600749725297608	0.390270023317298	0.710583139314669	0.877750374086858	0.894557451934493	0.527644939558597	0.306279197919029	0.97476502506371	0.677233243542645	0.856188723529723	0.401989647409951	0.541172366401317	0.0515289787622478	0.72433539880801	0.620325893992227	0.186298768887799	0.12127482375324	0.863400791807629	0.543739436016481	0.792027920302119	0.289278318223695	0.680901850907569	0.544062905712431	0.78230364264978	0.578490904700769	0.554247929478034	0.923699781240484	0.563774871484135	0.930716208875771	0.11629911393548	0.616302647155927	0.795937535935592	0.879491415603169	0.629311675175908	0.900918594016281	0.508654009934719	0.633794880529852	0.275093971328714	0.930351094571097	0.216029830038343	0.377669678418744	0.848465891655949	0.799818395421672	0.33394948282105	0.200484197213011	0.719777305511166	0.677081951396008	0.90831953150892	0.5864051712907	0.414589639257426	0.586935925427407	0.615509256966869	0.393408655155964	0.74421696943879	0.0956387844318701	0.135722811279848	0.877869704221688	0.844841598182926	0.859512803067518	0.851686371410411	0.794199866877465	0.395897054793065	0.831877546927333	0.68985957200475	0.518262708686635	0.378822722991148	0.692409064706833	0.344091714105987	0.510263104684801	0.270656182752203	0.443324686967246	0.717667853606076	0.945410054846769	0.94519003424376	0.921344682046869	0.844680632911915	0.937007573442402	0.920021404461998	0.475633252813608	0.628620882311737	0.911031915706593	0.798272399709591	0.752478381967554	0.290490236773234	0.638564940370007	0.643728081615356	0.304432935029683	0.343076166567453	0.775938301347482	0.126719972353107	0.592331599878498	0.365069734984245	0.126386367668004	0.59684981849531	0.361935976645375	0.659192396387903	0.720890401343397	0.822328218351012	0.322353250579423	0.904525533098181	0.559968891391775	0.624415307243695	0.787030942608433	0.675200392547003	0.539783588643383	0.489261596816534	0.548019695771246	0.757187525803864	0.36843675807826	0.14622604725421	0.740677602835747	0.670765685579918	0.616687931101592	0.645697626332457	0.54967158585363	0.351566775426448	0.302316437139499	0.358962069510774
B cell A.m	0.174145318281923	0.222594723535206	0.822268240146794	0.333614624388371	0.964878592666006	0.923442234558584	0.407931842492195	0.89424291607261	0.760335608112942	0.479925086307815	0.919812654242484	0.891780774410297	0.915966739988409	0.421206151345553	0.847218993699284	0.76329175149873	0.450920352993573	0.354451418236823	0.388878479625666	0.106591483421885	0.268629226345609	0.264932454237785	0.167804646240563	0.0958182085907307	0.153247159899747	0.906089887977896	0.304934982426236	0.550526542836991	0.134540219611757	0.220192308198126	0.879767647611264	0.677024969048224	0.508292594240149	0.822121988580902	0.778693626920282	0.339621437763938	0.273200902058097	0.449379152716285	0.784884739752828	0.316999069531288	0.669501238961699	0.80186949613762	0.348467385642049	0.656617141730402	0.0773035403201528	0.547043592591722	0.184760559674308	0.240235886349499	0.953983833722798	0.869509988260736	0.810617946998584	0.82670459450219	0.17356341726543	0.610714058208569	0.0808219891982822	0.160099439906331	0.324655221431532	0.359216931668934	0.87188205068941	0.905879102794818	0.447074031914691	0.270950754411045	0.235985203037978	0.329054841926823	0.201377885667307	0.197307510687964	0.209987946279816	0.821003772318997	0.268558821496151	0.6509620866339	0.436933037759088	0.171379632578722	0.548746643911223	0.825736013391735	0.426143178446169	0.494425453808231	0.908825624231139	0.708611105097747	0.911683099212382	0.264500169243556	0.227459568128458	0.576799736925886	0.86015074824633	0.163437863014126	0.939612280063841	0.85065572330254	0.307287939995379	0.590821721368326	0.770612290766501	0.0856838641876827	0.147515952584407	0.556266726631129	0.187363546413078	0.591649522045854	0.157224203265054	0.539403988879432	0.365564350508166	0.76453101663208	0.185117716102949	0.272425574675726	0.293976926145472	0.408332336910373	0.428194765828246	0.412222655097406	0.624206233330699	0.781586118153982	0.789603878009775	0.773409187747055	0.76589622185244	0.744373905266237	0.41656772936208	0.648816916093412	0.633427529330081	0.301246254931695	0.82247387669558	0.723818028748339	0.198887581615337	0.249939037701778	0.275157759613434	0.220824121672621	0.368866051742976	0.243993850384204	0.451737007741522	0.47169129238119	0.596645326702319	0.586308343948137	0.628576993787271	0.499751672538562	0.548246018958018	0.509713039886082	0.255383636217462	0.253908426314248	0.951183521543585	0.927899534666987	0.940612024393584	0.619672044351786	0.214048660426036	0.806371072003833	0.704273268121014	0.250090104045002	0.563062169521075	0.742283113324031	0.469735446182222	0.535287218865359	0.947974793740898	0.661896793168906	0.502218717289883	0.317350882745935	0.324784501776449	0.63221149954796	0.522613114502732	0.668709804176068	0.220603871358294	0.211416183373393	0.373398227718415	0.509194596582105	0.409533600314519	0.639628027595685	0.5492132254617	0.165428927592719	0.50472810886148	0.317153568707403	0.629025092908575	0.234482250722306	0.23522081299981	0.192318704543691	0.155990404054271
Neutrophil A.m	0.156302199568646	0.497010555830447	0.838558475743242	0.408900835055376	0.923442234558584	0.967861840914302	0.642156520293547	0.894217883522817	0.881222628632534	0.510328182360468	0.940446162433511	0.871903162411974	0.868251051519651	0.807235671091962	0.834950829224924	0.783361921811306	0.575326472195967	0.139003853615917	0.147721805819126	0.274868456211609	0.416948490677319	0.180247803904519	0.243298956139591	0.0678828203328017	0.0789825083984412	0.919416592080812	0.477820444464991	0.424040681628758	0.0889971088121594	0.115654719020482	0.887852960804662	0.722539870865568	0.537265866450634	0.860000263185837	0.816570070297896	0.173880771360299	0.154819582748902	0.689600073224823	0.904578408450736	0.738736751312178	0.643571286188045	0.83846269720817	0.6003190021931	0.747981012643145	0.104405040688789	0.372954596626114	0.0771800478871717	0.511403989728181	0.987218962796814	0.750450132340379	0.784785810687913	0.85173950716581	0.19135636291613	0.493212046546568	0.174505477431542	0.0817944526409061	0.246249649987539	0.115279448916458	0.805406581493825	0.912345818764796	0.654527940013627	0.337353064556993	0.124783179320623	0.544906955283365	0.105097829365263	0.491269710855368	0.223474211816247	0.834937647937188	0.162543281443859	0.737543640385595	0.659263218467062	0.312458761176802	0.634230455554769	0.845038396149698	0.636592699902972	0.660935853803637	0.857197172000252	0.720908121703661	0.923882238759163	0.559429965315539	0.163308831149168	0.624238398552839	0.799878222116134	0.125362486974129	0.92294009765133	0.815764547734988	0.18227796731736	0.493630035242398	0.986621987610865	0.0834046711478692	0.0415434234421859	0.339559995896469	0.335437461132027	0.740932196918646	0.432759586677092	0.31502528125532	0.617083972040885	0.748863116932993	0.139860751839996	0.182478102205267	0.232368212097245	0.361323775475654	0.275688933166879	0.666155974884444	0.442405024000101	0.567427413166871	0.678725843778252	0.67791707745493	0.491027313278929	0.678153534662774	0.433767146882333	0.615486746837999	0.470448440262079	0.295421324533115	0.929203258522609	0.797787167185953	0.146233489072443	0.215590874381667	0.247011105128151	0.0978268507372941	0.253628955559789	0.333486407229398	0.470782038701977	0.272764785817147	0.45732666456146	0.555457419410627	0.652212195901005	0.444830080306771	0.301433780357876	0.312444766838216	0.173137660625604	0.217002961700757	0.982797629191831	0.987256375814053	0.940329435559135	0.757984276575655	0.136899922156761	0.884571889105159	0.81132541284937	0.237038065951245	0.275036656372814	0.85988543845765	0.247858836760912	0.335126967442357	0.985059530268326	0.550917859999014	0.390051710754111	0.185953160146961	0.199122867089517	0.658778260167418	0.479638200438279	0.516632882754785	0.116787631444827	0.174211228757357	0.164187546204658	0.298093034594731	0.309815352224131	0.601126604348729	0.6176561458859	0.249065903751184	0.252186765680697	0.217847766199548	0.272437562823126	0.157459886008127	0.183080377214929	0.167000392643229	0.0511161348482421
Proliferating cell A.m	0.393407161870879	0.769440303195033	0.663994047255013	0.257225422658906	0.407931842492195	0.642156520293547	0.757257628640265	0.269032961374654	0.78637356163306	0.912327158684031	0.23168623627927	0.442233289198542	0.459194199342842	0.922657474850898	0.0506893632442098	0.446324616865218	0.493545712030471	0.249242121336989	0.243189587372168	0.739964859927347	0.544002756431419	0.810993406567323	0.848967371551574	0.346645945209466	0.369940263727337	0.736925795575648	0.625753364474598	0.241884415746555	0.446373657798689	0.273895236640405	0.034501836841241	0.443760672315903	0.268326545944482	0.526638002503234	0.708184537651078	0.487860170391586	0.374678747179766	0.726326214514725	0.440496343596521	0.922768152885043	0.273646080586983	0.548486008839368	0.437685098065273	0.512009663522358	0.650598561453758	0.185525999899442	0.350876549784932	0.826078249382693	0.0839466248631938	0.2192659885974	0.0374280479487777	0.0795492095485215	0.28085257401221	0.106799673313768	0.709045691599275	0.252914824150885	0.411136602784023	0.221335331835881	0.261854530194645	0.0805697857257673	0.703080089541139	0.758835838663837	0.212761370035761	0.742200207318918	0.386733536449542	0.726515741129184	0.647814363126611	0.60276540808077	0.526876597133344	0.809197098819353	0.741316582304379	0.507524687929979	0.246289313346726	0.372754974095743	0.343127744610021	0.54822935790944	0.0721672173894442	0.325745608029364	0.716945647809559	0.485879325086513	0.101533015260512	0.227612141101597	0.0482400453617826	0.691976452793682	0.320495618592812	0.0733040326558602	0.300677621117978	0.156199009716865	0.720677071426624	0.564503871571917	0.243417997671993	0.235575568220865	0.737751432270518	0.505005202907638	0.617645486744899	0.0719439690621753	0.566210087953996	0.46999607300154	0.602680387079251	0.164482365839916	0.586382160157253	0.746440793290095	0.393631898485338	0.912715082034533	0.366936953594205	0.191144173374286	0.453289015417525	0.360061448191666	0.127064217753959	0.521997474106592	0.493603060076615	0.229345634353982	0.217655443177313	0.529214962309141	0.754356692998223	0.25290989734725	0.678352094953018	0.710343506499458	0.790254480856486	0.477043516336522	0.157819176215054	0.417672278165392	0.65998438453754	0.503635495331344	0.632068229963443	0.708218282982877	0.55303941073183	0.649176476040007	0.31849551800503	0.543512481975382	0.258838139289223	0.628933042177779	0.652344308692502	0.469564235244657	0.267690711282463	0.925178354182504	0.629496821221913	0.439079042139684	0.915281758923722	0.783479163243257	0.592472293333121	0.909563438403808	0.497925002776359	0.497225086607613	0.179865700125073	0.603045593489268	0.285708072496107	0.521537973797983	0.236184846117632	0.657948860050367	0.341934543498065	0.455183030720529	0.462738156879066	0.627039051302709	0.289275861647061	0.444591129216986	0.265552294209884	0.772274512741053	0.899879849446733	0.509283524102997	0.232385044228599	0.424348245362874	0.240552216947043	0.463058149973339	0.556944369831991	0.520921095420323	0.454690526794834
Dendritic cell B.m	0.192913987926055	0.205378775363663	0.773112045651022	0.47548669907735	0.89424291607261	0.894217883522817	0.269032961374654	0.921392654612594	0.619523257182954	0.266260293320014	0.923112391220877	0.846178577485667	0.849706386195386	0.201434487073209	0.914142932724713	0.800905467427822	0.401000175888567	0.62786729498845	0.189385669908795	0.238367889742656	0.29627758057834	0.240335043158937	0.135737371025179	0.354338055881097	0.440084642473465	0.813982484289102	0.484382107956737	0.395594083608726	0.375910961303994	0.57403294394055	0.935660950749988	0.634873450740469	0.528677516195667	0.799529284620248	0.632758302467474	0.363109149223323	0.279529427044796	0.319349182557637	0.81916291087289	0.218500243873651	0.613952529767557	0.830666792775308	0.419624978215539	0.595227938200234	0.298829217711078	0.711178961558326	0.490191180938223	0.304677866392785	0.945513741031579	0.832045818256236	0.898370864598057	0.885771297977665	0.166843110592898	0.695955466926845	0.107746067599969	0.524012488520398	0.261515371546648	0.263726915196596	0.816891342290904	0.935117876680237	0.28776751603855	0.341315810638314	0.505172809397478	0.257221104211973	0.512301900934156	0.257516102481032	0.131611869984603	0.780785600280785	0.364593533482375	0.37013210804405	0.338232943673957	0.5043988684676	0.644312492464961	0.833904394833854	0.616507634971715	0.436805822499223	0.928417011584139	0.686352217737354	0.789657594338283	0.274484908763057	0.6734558804275	0.666347406791084	0.899293382586183	0.296889026655815	0.908952611201684	0.878804710017714	0.543827463222759	0.690907778340224	0.795328174057179	0.324510460067044	0.131899389562317	0.562987001330075	0.120565735946621	0.652013287990645	0.183402705370537	0.603321736542748	0.398683658716326	0.719269424466976	0.272872235782012	0.32946092255517	0.206678090767564	0.336180988835609	0.370096173266093	0.462528537376776	0.786146737779607	0.744930437331461	0.764322826216517	0.798454224852784	0.731499290382505	0.660750930565017	0.622099183662747	0.747983332570925	0.704238462076102	0.405482216303238	0.683799191933865	0.529472853445361	0.284065248034145	0.232661261020955	0.295826711750553	0.476868416715861	0.499454779536984	0.280140769028401	0.483007129666175	0.321195570474578	0.507707096009039	0.583662443515876	0.770422586461735	0.558588117419124	0.53214289851226	0.28244109661743	0.273827917348002	0.217903665418417	0.874130804098261	0.910210784390474	0.965864429188337	0.518946668151693	0.395833901307556	0.745035219760986	0.511693853957877	0.194998777046696	0.291528212822596	0.594436054931268	0.262472591049515	0.336785286526177	0.951142858166432	0.593030140563404	0.47161283104738	0.460104816979707	0.230885289078368	0.663049592251262	0.722390110217957	0.677489676651886	0.330509771155545	0.170442525688889	0.212808854850871	0.248499030511264	0.440712220217042	0.391298099573594	0.425129022907271	0.25479719675473	0.305124514380058	0.202572941431377	0.320391676869713	0.164479959268622	0.390857434850523	0.436350912722911	0.260919397088245
