Proliferating cell B.m	Ribosome-gene-high cell.m	Mammary gland in lactation.m	B cell A.m	Neutrophil A.m	Proliferating cell A.m	Dendritic cell B.m	Erythrocyte A.m	Neuron B.m	Monocyte A.m	Cd8 T cell B.m	Cd8 T cell A.m	Spermatogonia.m	M2 Macrophage A.m	M2 Macrophage B.m	Pit cell.m	Fibroblast B.m	Oligodendrocyte B.m	Stromal cell A.m	Cumulus cell.m	Proximal tubule brush border cell.m	Neuron A.m	Chondrocyte D.m	Fibroblast A.m	Centrocyte/Centroblast.m	Endothelial cell B.m	Urothelium.m	Smooth muscle cell A.m	Stromal cell E.m	Macrophage B.m	Intestinal epithelial cell.m	Gastric epithelial cell.m	Mast cell.m	Erythroblast.m	Renal tubular cell.m	Luteal cell.m	Proliferating cell C.m	Neutrophil D.m	Testicular cell.m	Epithelial cell A.m	Monocyte B.m	Chondrocyte B.m	Trophoblast progenitor cell.m	Stromal cell C.m	Endothelial cell A.m	Fibroblast C.m	Erythrocyte B.m	Neutrophil C.m	Dendritic cell E.m	Endothelial cell C.m	M1 Macrophage.m	Adipocyte.m	Alveolar type II cell.m	Skeletal muscle cell B.m	Fibroblast D.m	Prostate gland cell.m	Oligodendrocyte A.m	B cell B.m	Dendritic cell D.m	Epithelial cell C.m	Myocyte.m	Epithelial cell D.m	Sertoli cell.m	Osteoblast.m	Smooth muscle cell D.m	Leydig cell.m	Neutrophil B.m	Pancreatic endocrine cell.m	Premeiotic germ cell.m	Pancreatic acinar cell A.m	Stromal cell B.m	Epithelial cell B.m	Macrophage A.m	Stromal cell F.m	Hepatocyte A.m	Dendritic cell C.m	Goblet cell.m	Cd4 T cell.m	Chondrocyte C.m	Pancreatic acinar cell B.m	Spongiotrophoblast.m	Macrophage C.m	Kidney stromal cell.m	Plasmacytoid dendritic cell .m	Dendritic cell A.m	Smooth muscle cell B.m	Hepatocyte B.m	Erythrocyte C.m	Stromal cell D.m	Astrocyte.m	Smooth muscle cell C.m	Chondrocyte A.m	Endothelial cell D.m	Skeletal muscle cell A.m	Alveolar type I cell.m	Hepatocyte C.m	T cell.m	Chondrocytes A.lz	Chondrocytes B.lz	Chondrocytes C.lz	Chondrocytes D.lz	Cone cells.lz	Corneal cells.lz	Endothelial cells.lz	Epidermal cells A.lz	Epidermal cells B.lz	Epidermal cells C.lz	Epidermal cells D.lz	Epidermal precursors.lz	Epithelial cells (Fin).lz	Epithelial cells (Mucosa).lz	Epithelial cells (other).lz	Epithelial cells (Otic vesicle).lz	Erythrocytes A.lz	Erythrocytes B.lz	Fibroblasts A.lz	Fibroblasts B (Fin).lz	Fibroblasts C.lz	Fibroblasts D.lz	Glial cells (Peripheral).lz	Hepatocytes A.lz	Hepatocytes B.lz	Hepatocytes C.lz	Inner ear cells.lz	Intestinal cells A.lz	Intestinal cells B (Exocrine).lz	Keratinocytes A.lz	Keratinocytes B.lz	Kidney cells.lz	Lens cells A.lz	Lens cells B.lz	Lymphocytes A.lz	Lymphocytes B.lz	Macrophages.lz	Muscle cells (Pectoral fin).lz	Nephric duct cells.lz	Neuromast cells.lz	Neuronal precursors A.lz	Neuronal precursors B.lz	Neurons A (Brain).lz	Neurons B (Proliferating).lz	Neurons C (Spinal cord).lz	Neurons D (Brain).lz	Neutrophils.lz	Olfactory receptor cells.lz	Oligodendrocytes.lz	Osteoblasts.lz	Pancreas exocrine cells.lz	Pigment cells (Iridophores).lz	Pigment cells (Melanocytes).lz	Pigment cells (Xantophores).lz	Radial glia A.lz	Radial glia B.lz	Retinal cells A.lz	Retinal cells B.lz	Retinal pigment epithelial cells.lz	Rod cells.lz	Satellite cells.lz	Skeletal muscle cells A.lz	Skeletal muscle cells B.lz	Skeletal muscle cells C.lz	Skeletal muscle cells D.lz	Skeletal muscle cells E (slow).lz	Smooth muscle B.lz	Smooth muscle cells A (Vasculature).lz	Undifferentiated mesodermal cells.lz	Apelin cells(H).z	Apelin cells(P).z	B cells(H).z	Cardiomyocytes (Atrium)(H).z	Cardiomyocytes (Ventricle)(H).z	Endocardial cells(H).z	Endothelial cells (Blood vessel)(H).z	Endothelial cells (Blood vessel)(P).z	Endothelial cells (Heart)(H).z	Endothelial cells (lymph)(P).z	Erythrocytes(H).z	Fibroblasts (Heart)(H).z	Fibroblasts (Liver)(P).z	Fibroblasts (Pancreas)(P).z	Granulocytes(H).z	Granulocytes(P).z	Hepatocytes A(P).z	Hepatocytes B(P).z	Macrophages(H).z	Macrophages(P).z	Microglia(B).z	Monocytes(H).z	Neurons (CNS)(B).z	Oligodendrocytes(B).z	Pancreas duct epithelial cells(P).z	Pancreas endocrine cells (alpha)(P).z	Pancreas endocrine cells (beta)(P).z	Pancreas endocrine cells (delta)(P).z	Pancreas endocrine cells (epsilon)(P).z	Pancreas endocrine cells (gip)(P).z	Pancreas exocrine cells A(P).z	Pancreas exocrine cells B(P).z	Peripheral Neurons(P).z	Radial glia(B).z	Smooth muscle cells (Heart)(H).z	Smooth muscle cells A(P).z	Smooth muscle cells B (Endocrine pancreas)(P).z	sst1.1 cells(P).z	T cells(H).z	T cells(P).z	TNFalpha cells(H).z	Undifferentiated cells(P).z	Unknown(B).z	Unknown(H).z	Brown.fat.m
Proliferating cell B.m	0.761141022314478	0.641152398569284	0.164684677316246	0.244868433110805	0.571463414005584	0.711338713159716	0.249861953427959	0.728971238536416	0.879733765188928	0.17954860417978	0.338264686937776	0.350208137565948	0.845456722272425	0.121333822956423	0.507615046995708	0.342900380055661	0.608626595642527	0.232035774464141	0.766190043765696	0.502765752449973	0.409455152214201	0.841151228695217	0.594929798729881	0.67474470675756	0.697663782483555	0.690737492989279	0.195878688866886	0.77553433790601	0.537925575174763	0.0451437551112674	0.251446452731514	0.146035802229154	0.539764682210634	0.622577075932369	0.192791068037716	0.31378351401074	0.69014226134833	0.527112749284241	0.769389343156519	0.230076970310206	0.585077996715928	0.557151710541284	0.449675472281823	0.880228515092395	0.466399200621544	0.789578419929744	0.831698514777018	0.0554145747080775	0.282047873057354	0.0809413874451802	0.0783688969216748	0.306428272600777	0.0879940531674096	0.759057722207561	0.728834028366125	0.239847389034758	0.292496918785677	0.223548574417089	0.0569542053588773	0.649942664708513	0.795190122281045	0.384931209448223	0.669554353575334	0.775528432840086	0.736814553960257	0.62584801205347	0.563074592688397	0.483671986626186	0.732873840319335	0.710209530942952	0.612669354148339	0.245682936782801	0.341466555305238	0.407969493758853	0.36509221923718	0.0741015359675546	0.176857058957056	0.588805994226133	0.556281057047608	0.413632298106919	0.285488076276603	0.044531031990069	0.451840626832874	0.204255141062282	0.0981172304574955	0.579634724992824	0.0958693941132214	0.631455321125833	0.820965733450824	0.324574200638549	0.342355430420566	0.774776465501455	0.601332430701832	0.480508106202021	0.0829229324847215	0.445636659954492	0.437124820636669	0.847454032413447	0.535646605964505	0.793963477699937	0.848002073474913	0.459217085907499	0.980770960560174	0.633242132490478	0.244753121775434	0.457624633095634	0.399609477958375	0.184049214214074	0.444545348325009	0.728765659957513	0.28148599863785	0.326059191206326	0.720293172301217	0.719392527755662	0.343612079275078	0.868196366446169	0.871915782695326	0.918248656495907	0.815207616828663	0.233875679591285	0.44489044687489	0.59458938766384	0.434881929846165	0.531122555185162	0.560222710727918	0.458452693282232	0.736604869085881	0.482071106643385	0.404935009557903	0.341749514779907	0.70737266202096	0.574739555765585	0.446685118327405	0.269553508566025	0.891190533047886	0.844587150114709	0.422074690982172	0.86778909061382	0.803257574122406	0.525585958181985	0.871385688152222	0.501430204961417	0.517948429621811	0.2338278125861	0.45600542220939	0.288816801503213	0.796801801400954	0.395595434623113	0.752543550480032	0.422775226442651	0.502273895370157	0.705277300855296	0.696864007586618	0.425338961064809	0.485149649502442	0.433854837994823	0.684389494330295	0.888291484171185	0.618107318039365	0.311379465571173	0.581992802261653	0.28074543656959	0.592388685887949	0.815280081357343	0.81408626898848	0.81796089003251	0.0522636500111202	0.0523018814526015	0.0356437225910489	0.300191675089067	0.420977930374149	0.306730430465309	0.273672771308474	0.205728103955606	0.246818899570573	0.266779594417813	0.0710840089867536	0.642061604621895	0.694570215899996	0.62117712433917	0.0434941664387532	0.0544531268262295	0.144340368792432	0.58173688500252	0.0379349054807278	0.0517836524552379	0.0293407278943983	0.0445414341305785	0.190912099890339	0.212125524566502	0.0792262866222916	0.293724488596237	0.22627165848867	0.378859098495762	0.311504675214231	0.167737348300665	0.170572157419621	0.108552308459915	0.268822958162325	0.764675047646068	0.546659404036988	0.600877342455002	0.77083428555876	0.249875842346758	0.0747850989132965	0.0324619968700616	0.567099274765887	0.151714716986783	0.267901484173904	0.350240296760613	0.265514187711262
Ribosome-gene-high cell.m	0.641152398569284	0.749303099097197	0.442328334588024	0.818132470627145	0.861585051416341	0.684432208189713	0.799732409431433	0.802560061302655	0.685247965788203	0.822374243186603	0.785357528936351	0.796301330681884	0.848774104448796	0.681954205089443	0.68214664856253	0.540028207262382	0.145732499492311	0.0940077823826375	0.513014446044645	0.529139954383735	0.413420812171387	0.53290600915575	0.177509869181672	0.0848102777278894	0.815072090416145	0.566392873760556	0.339932830147323	0.182019952624305	0.137630670320431	0.672676172383794	0.594470533154141	0.4033785844567	0.779610902934685	0.718675628134571	0.273440981635318	0.357711481082712	0.687495065773934	0.791840042747154	0.735262903795778	0.465083420827392	0.735567498555925	0.589668490496242	0.585511356265351	0.22359492286117	0.271706234124314	0.118870606871046	0.673899166907234	0.860929004241447	0.693369970305336	0.481014129433387	0.686931560775447	0.270954169695582	0.259220446920157	0.488734261662984	0.0685348012978863	0.368369022254711	0.0598722758797859	0.702322410505917	0.770128604513185	0.664194538946143	0.560470988647193	0.103864377885551	0.633021054697603	0.110151760885063	0.591462473350809	0.513383403409051	0.728688077973201	0.22434660736972	0.732196185364747	0.703348995657067	0.336976647671417	0.452028917555968	0.748744350762336	0.443969880349036	0.6326063026419	0.733433994571038	0.565038473774389	0.825268876999599	0.593361119709361	0.0971558330570145	0.493680873245505	0.654709974170537	0.23888843583207	0.817017673038353	0.700380972737244	0.16349855591998	0.423188956655	0.911201758040535	0.150694884388457	0.0277404622178374	0.346922601575334	0.613114583819199	0.616764365300978	0.670183231859997	0.0999585692900232	0.548752236662066	0.57915197232915	0.352305932324083	0.129777733806958	0.471757041946889	0.63807561661144	0.357642250301167	0.796387466202582	0.490642902662314	0.563709682255881	0.73126275983829	0.684967925818853	0.434777884612519	0.723907918152451	0.554898456267515	0.515753681426278	0.309002356816709	0.363742740365256	0.914086224777956	0.770582439716598	0.406751065525079	0.430971341640678	0.606461457829483	0.168310713960964	0.161073000119253	0.496968478436585	0.723266572344132	0.603011388024126	0.561838173072076	0.750871087661821	0.690938045338378	0.779556293116975	0.509353020911446	0.544777739796818	0.307646446067899	0.507504124442603	0.932879583966613	0.899292982413192	0.843884957440071	0.915366162057246	0.282566126081188	0.749899507397989	0.879830649767475	0.422635061767968	0.438857953223186	0.912199968869365	0.301914760467257	0.41881423714703	0.854464747586588	0.556284625915946	0.267833704633255	0.342426375023181	0.401866913261548	0.717311365143646	0.372388380124543	0.663868194658292	0.230633677356451	0.286824294902396	0.227172667706559	0.277206131564665	0.218528870281744	0.749679117347089	0.873864169828329	0.522973561577642	0.562716534478482	0.48665991226007	0.593486092630476	0.448014969738508	0.241287127903044	0.204095548851671	0.1800008258407	0.684056455464958	0.656449704850743	0.815207382623151	0.412820218577949	0.602431163965498	0.226169852899244	0.158502600472179	0.233654421940952	0.185031696587092	0.256667362994831	0.642555000061063	0.138107225254878	0.0610851915321178	0.167928333276324	0.850457644434995	0.828285172876799	0.366170729561549	0.138785010114506	0.800528685624975	0.819302799995642	0.790186135849667	0.793965363641925	0.263604293750588	0.150127455223199	0.2025010141212	0.41249607076114	0.421071500558512	0.499507350411617	0.329684096936768	0.30766974711402	0.135409352134472	0.280566274964586	0.123306894331815	0.408711554963843	0.207861579346406	0.0934868655857767	0.154654258955771	0.452353423195842	0.853589420135706	0.821983879177938	0.199638555978499	0.13477804496146	0.111707710702814	0.268565323674993	0.340755558575875
Mammary gland in lactation.m	0.164684677316246	0.442328334588024	0.999964954278813	0.401029155334244	0.488668176357523	0.320155597178787	0.550326786114648	0.415817182495826	0.201850431368128	0.55854929727707	0.363497699817856	0.386065054458752	0.431710958860053	0.55560817991302	0.559574025482404	0.939209827879951	0.331935268026959	0.845050502885123	0.240915607033134	0.533331444137512	0.956603136917213	0.452765306859607	0.341432549406581	0.43139068738167	0.231343806050088	0.165782287568907	0.872263311953343	0.280191311597626	0.156006785363049	0.507492510359994	0.919161034261918	0.94905389403747	0.455709862592565	0.440450434844653	0.935991428222707	0.814793408243285	0.546451626269179	0.222782916832109	0.648487982087316	0.916663115812598	0.483037925732233	0.441330949267008	0.574505872429763	0.333800838345419	0.224215169354602	0.236666637307991	0.301836952801104	0.576665665273804	0.632507699475583	0.358018285365542	0.719982864288874	0.863258331651662	0.886174956705037	0.446699906126109	0.24386443634479	0.97916041008597	0.636964798578498	0.847351922549378	0.468003891563967	0.596249238542915	0.0662502003927035	0.688066430607013	0.645163354680481	0.150360564189762	0.152608758088712	0.864993321670857	0.583372157428636	0.738244053131445	0.349953062463167	0.700744389912662	0.454059815935074	0.741323542832806	0.618912465460377	0.566831189587808	0.927822366810277	0.65415312514011	0.928777569999973	0.151745660416519	0.657974729872251	0.790216564078021	0.857839382580541	0.65512733411906	0.902289585930128	0.603068915842735	0.643237776800679	0.244936804447105	0.919593217823118	0.257772619866909	0.320657327431451	0.859847319224777	0.791012197283107	0.366423186376369	0.230126902345126	0.678347269438414	0.635520031914377	0.921504586751124	0.608275950339635	0.340691129639041	0.492965625533317	0.538548220705155	0.30214256710595	0.688315615285631	0.0938164141105659	0.0876415435961318	0.857041919480348	0.831756821533715	0.831382252327844	0.835727627510714	0.769715588583861	0.377245329400109	0.808962019075494	0.664018313725361	0.4544048116139	0.370257612642858	0.63181302311291	0.280914546186128	0.449095301709644	0.23914427007701	0.387886825106633	0.669128316341275	0.911455571740612	0.92545023067262	0.871313427145933	0.817523303319287	0.92887680720333	0.905931612408685	0.467485528497146	0.580991396888136	0.878181827557063	0.726878774429473	0.641135364474093	0.266582653467532	0.604914119895949	0.633727356478472	0.280727828193266	0.29520784096384	0.748282437720457	0.130842362948298	0.506738229850392	0.301472732452061	0.132449729782577	0.522679615199843	0.277285989705878	0.596411475577265	0.673364040130457	0.77072374465273	0.266822096045947	0.835940156237403	0.517540841968877	0.545865452324694	0.689125544507516	0.587981913216919	0.454193805788901	0.466191827105464	0.488913605056163	0.726786288286154	0.327962582039342	0.156694804199501	0.666641363439215	0.563518415653552	0.520927747653169	0.536677839516309	0.461419483287678	0.274478146739873	0.246069019283076	0.312830774411568	0.27701240863605	0.422050596218395	0.577323440643589	0.424065679934455	0.634225045590817	0.292853214655427	0.15948142646469	0.388127288089361	0.260277899210454	0.421759269370022	0.651848291697146	0.322012151379435	0.35669707083813	0.424518118452006	0.534355574032884	0.685071443726335	0.925384914574235	0.43461039676718	0.655329627391648	0.687598581386753	0.563648579333722	0.563266104366648	0.480762504309438	0.674563084809127	0.749703294240171	0.898914303618439	0.910412754690441	0.864235658460575	0.812391182722246	0.844908204869647	0.880232813871813	0.899324023667208	0.54123413659216	0.437458508646834	0.259620382642562	0.340686242412522	0.419164878004632	0.893225355063208	0.383995951847542	0.6447016700975	0.465830821260081	0.800184258315778	0.455976732587335	0.268207584497462	0.823004829177698
B cell A.m	0.244868433110805	0.818132470627145	0.401029155334244	0.933881993873322	0.924293337571403	0.441480232441083	0.892202691980335	0.7467560204542	0.465679433982858	0.911616762397307	0.880045475079172	0.899177996967752	0.38693073298281	0.854206260316356	0.770846224551495	0.442198483748713	0.368176212723936	0.353930597220413	0.121227346422465	0.31135663943859	0.231310607934888	0.16949786791877	0.0838116969085932	0.148739147688793	0.885012585593297	0.323641946289314	0.540577169243614	0.121921603930064	0.218486931651157	0.881340206858777	0.686994018203642	0.491369953722256	0.828020843581995	0.763086695218258	0.309648212485569	0.251850611834218	0.48087022333551	0.79718163284771	0.274986517961133	0.687411042972381	0.803303962405386	0.41159969622168	0.658811062713795	0.0692717658699154	0.570086910293645	0.193946537771759	0.276852256194953	0.945275614189618	0.849634444299592	0.809473682514616	0.816656213478391	0.127924025720804	0.622233127783966	0.079058019069036	0.140630467616509	0.364408430822681	0.342753279428235	0.85706285779448	0.899873622045149	0.47595979323559	0.262603997453397	0.209041465394649	0.357548053035704	0.212541589740712	0.209747254335259	0.207225717600203	0.815006024343511	0.222531498979092	0.659348670043653	0.467475795345871	0.164335773997552	0.581038232668376	0.828450600051903	0.464902581418699	0.465806384517045	0.889330125820739	0.709977791770656	0.889855712119228	0.322091589953399	0.225637932646049	0.608303627427164	0.855945319781916	0.158839882921364	0.913744683417753	0.85555175558633	0.29419612036242	0.568410157171381	0.772589564449654	0.0733274921644155	0.141152766711806	0.605530800944326	0.201537056354646	0.620752061958934	0.185649665477604	0.527613252571516	0.380460718471656	0.754291408556219	0.152799729721515	0.190325826761799	0.244700694240342	0.3650953304541	0.389265636175036	0.389775603001126	0.526314912574691	0.724828749549615	0.727990447296718	0.730557941905706	0.694916212742077	0.699570703710521	0.359129351376492	0.581886050366216	0.571450002440261	0.235029643689421	0.765083134804419	0.664557317767633	0.168706216816021	0.208020674718619	0.251614670975522	0.177933761610035	0.32142921049228	0.217316867307449	0.388489822077005	0.37352957155909	0.532758875899938	0.539397433998272	0.576706615490214	0.454708026429998	0.45208820024541	0.461900245462921	0.209550762320186	0.229690783179137	0.925648270938077	0.913723183135585	0.925236499567397	0.60324117886059	0.162682360601793	0.771569819781101	0.678736198051423	0.22526402443718	0.471550279983239	0.726824249590004	0.381510003795881	0.463643024970149	0.931924662923796	0.589540031980148	0.458240543903143	0.238793535066038	0.229906215223881	0.502435755446544	0.38382374385471	0.509814847937498	0.165764156449071	0.174981064173306	0.327474857771548	0.418344705872024	0.299214689521122	0.613112789719593	0.513493986116035	0.1722882771328	0.394237937245746	0.236006043254649	0.502732904812736	0.17779264563085	0.177893036390297	0.137568317720681	0.118950406805393	0.903059669861578	0.893141481804453	0.9575630084367	0.455422920396694	0.396463306690647	0.554895648041738	0.608971363544917	0.692972576162688	0.563618718019834	0.675895765547125	0.794345120032136	0.36070107626804	0.215625065531897	0.303554018136339	0.937600285493621	0.936678336819566	0.448292575038178	0.397853706507253	0.93001386061146	0.927135636149366	0.939492223748622	0.934665459457952	0.724262173494061	0.557040325941606	0.625964040130351	0.683867135192795	0.666689547895539	0.715747501004959	0.597011724932692	0.644618365025367	0.25731616438333	0.446602324104897	0.392535263388226	0.349120335896519	0.46124019479339	0.298292366504016	0.262250083183699	0.720028923256399	0.951108450502883	0.947217214013139	0.402696947851781	0.458075858795286	0.406401963471241	0.459329906511455	0.188693373916316
Neutrophil A.m	0.571463414005584	0.861585051416341	0.488668176357523	0.924293337571403	0.974191718661373	0.698320669023743	0.919164699090392	0.862850377838595	0.540305956692663	0.949202396018304	0.896542621050013	0.89812443239302	0.695936077290545	0.870335455395975	0.81073354400903	0.591760107414762	0.163583707142042	0.142333884258341	0.314759198077647	0.563278364505395	0.17786207209207	0.285041807952828	0.0781283841543974	0.0750804948023025	0.918855190504539	0.530366169730145	0.491052989999167	0.0841402166450534	0.12483404526483	0.909662765198591	0.755541957024565	0.546518909382414	0.890275560809889	0.8143457951132	0.193584145556713	0.218475280545054	0.728811516280278	0.914924090872309	0.613013850010011	0.694052822927446	0.857079964707945	0.703295362350254	0.756544927137451	0.0961679314245564	0.42772435826588	0.0785682973991631	0.576824518513666	0.987767951455248	0.805780070915233	0.813909126795892	0.859439770052069	0.211610168537623	0.5580468191468	0.172777523270254	0.0785322200720142	0.303623355295804	0.112684862802364	0.84232284896253	0.925585458687081	0.712578920235835	0.38103411406184	0.116679438251918	0.620415278785537	0.127526728661798	0.564146614203613	0.259809202435138	0.858754636391491	0.153040213790332	0.765238982023331	0.709180419152024	0.3933837877339	0.685773216864299	0.874529165160649	0.723550509329469	0.681027451205993	0.882074009252382	0.751463314494571	0.925836597871903	0.662190767530958	0.160145192547861	0.710554300593097	0.838414142090459	0.129257719672011	0.927691793199012	0.867288908511578	0.176182566491374	0.493777109883009	0.992024109492187	0.089704934416255	0.0467609876109503	0.47844748849495	0.401530899498152	0.776502061755953	0.503666765508455	0.313019928142029	0.645828652775785	0.770058624704139	0.131325886711684	0.142369928350419	0.233611178092066	0.376882227789143	0.26196022404571	0.668544118521295	0.39703251917096	0.605399208134941	0.710087138749905	0.720945516318459	0.492614491188226	0.700312235853286	0.453920060473638	0.62819122131131	0.447971767239003	0.28329919815082	0.915821208307921	0.810374588915638	0.152464110438847	0.220752527854444	0.268242527634249	0.0752498632581535	0.21478324917788	0.291146969858475	0.444679291583554	0.217832726742635	0.457276717315098	0.571664381675854	0.661649768824033	0.488188002928862	0.288416134288759	0.308855533843793	0.152640073148004	0.218796048001939	0.978945454280589	0.980760541486214	0.954507608924559	0.765645065542924	0.115184082884693	0.896099419508289	0.797427095868448	0.239448818815828	0.269844001389321	0.839067237424817	0.232511031460276	0.321987079387886	0.984314683849698	0.570108503757467	0.379542064729747	0.156524526503587	0.173498880698486	0.6946866510151	0.442515568340019	0.49882190758582	0.0893373800136743	0.165522621599862	0.147923789881579	0.264424254722643	0.268355352813166	0.578302542516707	0.627700533276218	0.282679782830565	0.215647392803825	0.196711050231375	0.226554580168064	0.134035492049805	0.153891320711676	0.141589102936161	0.0459795695396807	0.874751120329465	0.880746416739865	0.946796354399366	0.153708282141666	0.192844462679351	0.367159438569899	0.318373964561366	0.425862628388527	0.338224541124115	0.495951366341171	0.778131603478439	0.192188264776822	0.133635647646955	0.172910315165279	0.978464060239383	0.978512037580357	0.348791763286693	0.357454072962346	0.951320374511186	0.951770620706026	0.936483046794096	0.950238303246089	0.457661904808497	0.37971313398733	0.406383173239224	0.385918494847876	0.454843877327716	0.507764693692907	0.309497321516027	0.391674087805326	0.270721858628322	0.250668472151386	0.292547765572294	0.369833630764469	0.328924320514952	0.114132475952603	0.109931609223995	0.479615497032168	0.976357298379902	0.947949852690689	0.273118114946316	0.242223266613099	0.242229867597516	0.218813932586507	0.171716744332973
Proliferating cell A.m	0.711338713159716	0.684432208189713	0.320155597178787	0.441480232441083	0.698320669023743	0.687165440648828	0.327164247617194	0.753973575317259	0.880415910494694	0.273488914108954	0.508437362607826	0.514693491721314	0.921133795201771	0.0556715576039509	0.500499320939247	0.487672703131652	0.268623221652895	0.318521390702565	0.703199552208127	0.475649141192242	0.769736072574108	0.83037653216827	0.382125114878753	0.387056222851385	0.736168116687847	0.615785642320654	0.224802063921984	0.475478261598987	0.281911106058094	0.0326167505500947	0.443493744833118	0.293462606815747	0.611958584307058	0.662279473131371	0.449539994571413	0.312799839569659	0.668931580286449	0.523071894768825	0.927541686568807	0.273797476804997	0.600861804292466	0.441164680895147	0.463384862178924	0.692612772726957	0.209865454875592	0.403657454486752	0.78879566239266	0.0957808545411191	0.28649206759862	0.0355150963866305	0.0869458115424827	0.285459209176299	0.109327584422486	0.701298763661774	0.274929793319754	0.445607897894719	0.282390045120942	0.304823161478542	0.0810197258648675	0.639530788993913	0.744571404471576	0.203132426058436	0.655446386570167	0.412838056921235	0.683056235999045	0.594826474637911	0.643640955411898	0.474744417173244	0.726281547040494	0.694248032724725	0.53836589351947	0.250298253941865	0.451808873543455	0.340151675108976	0.531141281166022	0.0811708570286646	0.321586191995251	0.728551937019706	0.496063106587497	0.105153969768719	0.252349852900084	0.0494240939126003	0.632256031039922	0.345955064331161	0.0859465896295741	0.307946372477513	0.169480352558203	0.70579683092879	0.573904598551051	0.284470442842869	0.268130632785558	0.729258932704888	0.562715264255534	0.564051286427853	0.0704484233176974	0.559349857551784	0.467790232105	0.729992009691192	0.308263196932817	0.730382938032934	0.845534861914289	0.537907005631682	0.937659602127441	0.537616423833337	0.388696755360729	0.622010639306311	0.558019038494136	0.309000507068333	0.664290136112043	0.738386411928756	0.461637992236992	0.432731024563845	0.736461501240212	0.82720178595785	0.453061537455542	0.771789456922831	0.780983395296782	0.855863909379937	0.625240338869077	0.263067283220043	0.570217026621272	0.766629026341114	0.657034343030768	0.730398862926086	0.788655177757234	0.701140352779554	0.817968277602852	0.581614052926352	0.663136475134076	0.404915093914717	0.757531743427545	0.716298200145485	0.543899687139385	0.380278537158733	0.943509416828101	0.725312810688747	0.586218393164947	0.924062230267118	0.859656300250967	0.681599672475399	0.916629751324772	0.648363172951201	0.648687077264532	0.304976976364897	0.717188649581342	0.429091296162963	0.668268837977326	0.443516833921628	0.844560805633023	0.526810818481491	0.673596238772268	0.617394898266644	0.749186403530631	0.448722087478193	0.628492505262922	0.450772204495385	0.819267773398435	0.925389424692329	0.628845939403972	0.492336575679406	0.647243661532879	0.499337563499174	0.625411994751104	0.645044685443516	0.625437388116014	0.611592735121782	0.0211454672367052	0.023630522994135	0.0366453242264228	0.286597399379477	0.491865208901283	0.110982775647721	0.0858251850483102	0.109413860351992	0.0752613639474049	0.137995530018733	0.0731611864769501	0.277632512859454	0.307193613036178	0.387067971792731	0.0567644303549984	0.0853247678381655	0.227677243571077	0.24253471324623	0.04687285608539	0.0758269131665261	0.0560662313679147	0.0456443868990761	0.337141069309442	0.288127365985438	0.109131362554	0.464753088723672	0.367624003095102	0.572764184248961	0.461829871642366	0.266425782177965	0.0881308688771943	0.116486218482394	0.195015532468635	0.824392729121703	0.251544838572561	0.302905796484564	0.501936000024642	0.420210131817576	0.11079796496796	0.0589517804478716	0.278670619202915	0.131653586720584	0.187417971779287	0.127850723251366	0.424799685780861
