Brown.fat.m	Proliferating cell B.m	Ribosome-gene-high cell.m	Mammary gland in lactation.m	B cell A.m	Neutrophil A.m	Proliferating cell A.m	Dendritic cell B.m	Erythrocyte A.m	Neuron B.m	Monocyte A.m	T cell A.m	Cd8 T cell A.m	Spermatogonia.m	M2 Macrophage A.m	M2 Macrophage B.m	Pit cell.m	Fibroblast B.m	Oligodendrocyte B.m	Stromal cell A.m	Cumulus cell.m	Proximal tubule brush border cell.m	Neuron A.m	Chondrocyte D.m	Fibroblast A.m	B cel (centrocyte).m	Endothelial cell B.m	Urothelium.m	Smooth muscle cell A.m	Stromal cell E.m	Macrophage B.m	Intestinal epithelial cell.m	Gastric epithelial cell.m	Mast cell.m	Erythroblast.m	Renal tubular cell.m	Luteal cell.m	Proliferating cell C.m	Neutrophil D.m	Testicular cell.m	Epithelial cell A.m	Monocyte B.m	Chondrocyte B.m	Trophoblast progenitor cell.m	Stromal cell C.m	Endothelial cell A.m	Fibroblast C.m	Erythrocyte B.m	Neutrophil C.m	Dendritic cell E.m	Endothelial cell C.m	M1 Macrophage.m	Adipocyte.m	Alveolar type II cell.m	Skeletal muscle cell B.m	Fibroblast D.m	Prostate gland cell.m	Oligodendrocyte A.m	B cell B.m	Dendritic cell D.m	Proliferating epithelial cell.m	Myocyte.m	Epithelial cell D.m	Sertoli cell.m	Osteoblast.m	Smooth muscle cell D.m	Leydig cell.m	Neutrophil B.m	Pancreatic endocrine cell.m	Premeiotic germ cell.m	Pancreatic acinar cell A.m	Oligodendrocyte.m	Epithelial cell B.m	Macrophage A.m	Stromal cell F.m	Hepatocyte A.m	Dendritic cell C.m	Goblet cell.m	Cd8 T cell.m	Chondrocyte C.m	Pancreatic acinar cell B.m	Spongiotrophoblast.m	Macrophage C.m	Kidney stromal cell.m	Dendritic cell .m	Dendritic cell A.m	Smooth muscle cell B.m	Hepatocyte B.m	Erythrocyte C.m	Stromal cell D.m	Astrocyte.m	Smooth muscle cell C.m	Chondrocyte A.m	Endothelial cell D.m	Skeletal muscle cell A.m	Alveolar type I cell.m	Hepatocyte C.m	T cell B.m	Apelin cells(H).z	Apelin cells(P).z	B cells(H).z	Cardiomyocytes (Atrium)(H).z	Cardiomyocytes (Ventricle)(H).z	Endocardial cells(H).z	Endothelial cells (Blood vessel)(H).z	Endothelial cells (Blood vessel)(P).z	Endothelial cells (Heart)(H).z	Endothelial cells (lymph)(P).z	Erythrocytes(H).z	Fibroblasts (Heart)(H).z	Fibroblasts (Liver)(P).z	Fibroblasts (Pancreas)(P).z	Granulocytes(H).z	Granulocytes(P).z	Hepatocytes A(P).z	Hepatocytes B(P).z	Macrophages(H).z	Macrophages(P).z	Microglia(B).z	Monocytes(H).z	Neurons (CNS)(B).z	Oligodendrocytes(B).z	Pancreas duct epithelial cells(P).z	Pancreas endocrine cells (alpha)(P).z	Pancreas endocrine cells (beta)(P).z	Pancreas endocrine cells (delta)(P).z	Pancreas endocrine cells (epsilon)(P).z	Pancreas endocrine cells (gip)(P).z	Pancreas exocrine cells A(P).z	Pancreas exocrine cells B(P).z	Peripheral Neurons(P).z	Radial glia(B).z	Smooth muscle cells (Heart)(H).z	Smooth muscle cells A(P).z	Smooth muscle cells B (Endocrine pancreas)(P).z	sst1.1 cells(P).z	T cells(H).z	T cells(P).z	TNFalpha cells(H).z	Undifferentiated cells(P).z	Unknown(B).z	Unknown(H).z
Fibroblasts (Pancreas)(P).z	0.63050384158105	0.850466233739034	0.123294333283283	0.317786139031883	0.0876442184273899	0.114195901441384	0.648548335338124	0.358018130519762	0.185311120894931	0.194636507146099	0.275067003686089	0.176353628487267	0.180473407403267	0.0855369180852835	0.613169359929788	0.316579173644074	0.547616725986998	0.923658719454887	0.19706937922392	0.87922668174417	0.786423589247582	0.596011387217805	0.389101474595864	0.864204380154085	0.949233422057326	0.177147526064058	0.669838850702756	0.577313442269118	0.841758028828888	0.905192700854296	0.457375194371144	0.362616025125462	0.518364669626886	0.270389131210428	0.245256681532147	0.43660328858738	0.600661213757853	0.567281493287171	0.484063511255283	0.0551066083949673	0.558582298405859	0.427047609792521	0.683882514812512	0.488575229642479	0.828991092756825	0.748666262147821	0.906876515514059	0.727101405846933	0.122810360418577	0.572237938619722	0.552268721407009	0.475854499364308	0.807631602450692	0.62314797012605	0.43865348166406	0.934314009593807	0.504227660688556	0.105345891058302	0.296514758511793	0.259861722968484	0.544401593355928	0.704983204918775	0.815870721109735	0.510371074718484	0.935954736387909	0.836209330574109	0.619219439467552	0.235133213406848	0.502287804992192	0.401687211960712	0.568711447671872	0.862034936940556	0.846939230822124	0.269743180089822	0.634312172194846	0.824284223082314	0.386797437042137	0.357264891237359	0.104519810417159	0.658845517048927	0.853964266243898	0.547645950103019	0.0958187097653362	0.695888732109521	0.153281075931742	0.464190762683644	0.752574914495266	0.761875323382458	0.111037017032876	0.935342145089409	0.229609513619605	0.794155139202168	0.660911354810511	0.719201654751809	0.196251377615393	0.745194708743564	0.815419587374723	0.334436424165016	0.412825249085619	0.7951198023802	0.229192827082691	0.515178489257077	0.474999696634468	0.666959883976516	0.692864299685942	0.762679614221446	0.682309820053703	0.762430190631239	0.436030540900996	0.806841127367959	0.847510684453867	0.800949457333132	0.297362197237757	0.613523717475669	0.848819737272939	0.787724080349116	0.352559137807905	0.59756171869251	0.102726998411507	0.388035790552731	0.0650567148547491	0.148614991075223	0.726236984414318	0.295673804906088	0.264352730553595	0.312693690012988	0.399064121786308	0.43983363462773	0.904005837652861	0.835173333181327	0.680231757308384	0.477244460208772	0.658009437797111	0.78714669610567	0.777792679395453	0.25245848757967	0.25922132566218	0.520663689819554	0.643236864958469	0.347171857759835	0.651341273379266	0.704347848592526
Granulocytes(H).z	0.260770472213129	0.0795528752151622	0.862043520225878	0.537363533817839	0.93705800182855	0.965424414412859	0.0920170445557605	0.932415530254609	0.59683861901384	0.0662794787205281	0.964860545133321	0.918040415037593	0.901758079669491	0.486959520540097	0.90877100283655	0.832936160122983	0.51013475831773	0.451336404414612	0.152848944837402	0.129082041710115	0.186886612383156	0.306017596091166	0.0273625513642045	0.420494734729331	0.168039794820177	0.852988479296338	0.164413436653406	0.389375694319342	0.224746127015235	0.455485297306849	0.958392406994107	0.761682609751009	0.610044186028219	0.898745930984202	0.668921867760949	0.275789479992594	0.206563330989631	0.209403984383633	0.889175335247506	0.558780179627431	0.712178044117049	0.865694986635189	0.380850820416689	0.725969363531015	0.177568209736097	0.404865752106647	0.206092545621026	0.18443085429158	0.986674058698455	0.846453825973505	0.814264172510829	0.914966902113354	0.168087251726833	0.75821039078362	0.278806393702582	0.108958834921752	0.312481808003505	0.163066356790617	0.828632466669726	0.960479273358827	0.172253830761251	0.18504472573809	0.197086858482728	0.175170165851788	0.363189301521107	0.0711373216836094	0.042216256293498	0.891828957181307	0.0900200229061248	0.358063709156065	0.224841422973167	0.248639948840328	0.628040972302569	0.923699918760897	0.654305088573397	0.448898974927754	0.910733622028894	0.793459699453552	0.872782945290302	0.253542066488503	0.310772990269133	0.78155924100928	0.846541645087611	0.22581994595262	0.932318924349599	0.921615740851376	0.0777085635956242	0.721610228288885	0.817957154077541	0.104331563967534	0.0503885588592797	0.554695689920567	0.160484251310401	0.407303929908978	0.562335866624224	0.528988192344422	0.443378744565023	0.819231481960318	0.891392126345762	0.851779948991626	0.944615964376228	0.67894332919779	0.702963069683565	0.631262333029751	0.66577261668447	0.472688322567981	0.686722003951453	0.488061336085301	0.7579915679152	0.556098424441635	0.223506350440643	0.297362197237757	0.957991803278688	0.920850409836066	0.400623646219868	0.507381054779734	0.939153008024529	0.901078566611639	0.920101992201543	0.932491696923492	0.171172552034079	0.119949490288805	0.528400476994076	0.163735939839186	0.198395641784482	0.294075075717337	0.156132413953351	0.266852869778257	0.394669342145082	0.37246136300909	0.208131388613857	0.065235012016136	0.596063736416055	0.132143897556067	0.199136243346256	0.279853750735902	0.943235084940498	0.922637777898172	0.583521043505675	0.16697018569845	0.262082330469382	0.606787540519323
Granulocytes(P).z	0.567240269242898	0.0660116937267646	0.862900796996021	0.628083736204448	0.937193449158763	0.977610771005799	0.095684033880272	0.926851149503526	0.516406675648266	0.0397996972805071	0.975222932943629	0.91138064783197	0.881758052168329	0.160505437855027	0.896042047312848	0.822305538579372	0.613809276383949	0.306686089507766	0.0627960444636366	0.0596395039786433	0.187076235887691	0.506790849811278	0.0261655633539748	0.243941918614523	0.0737940768294992	0.861164517036323	0.0920861555520112	0.275804093273682	0.0893294782772829	0.239271469324591	0.97862312041393	0.702121159918314	0.608652765820662	0.915996160783367	0.65437028751394	0.307603593546446	0.230042129837563	0.163845757630846	0.909928855702772	0.20281649788443	0.639333556593259	0.893578077865559	0.345702702830407	0.563331063015611	0.0302083824531456	0.367858936701602	0.114751584375842	0.13119123973171	0.995649237455319	0.814684404358125	0.88853915472159	0.922670862606015	0.280624038708629	0.71693856174728	0.0832588066261663	0.069453237794904	0.336530784085248	0.0619608823137412	0.848366574480382	0.975162329698804	0.149652706537425	0.128914819095189	0.199663712731282	0.157527991483718	0.158706070447065	0.0908353680852808	0.15756513211327	0.924469939202528	0.145520485817358	0.32679051371175	0.296546896698964	0.155441651236292	0.60645295022455	0.949410478314961	0.584819639465946	0.846777116605293	0.869667836220021	0.764761706374519	0.847911635726003	0.233078758017271	0.428840532029774	0.779691770854774	0.831423410536555	0.265465312295879	0.927406940527968	0.91448219363858	0.0898938591571248	0.890896270725028	0.716341525172089	0.0751166501743935	0.0272412930570042	0.372217127193157	0.175299665882615	0.481747892612802	0.294229219719879	0.359085031036129	0.778476860489324	0.803943723206342	0.739534674953246	0.901267890839553	0.894529309488326	0.191590606038795	0.211338442663109	0.27657754358574	0.405769154947051	0.657866398547017	0.394840593713173	0.664269672589104	0.545777278490298	0.180892124225417	0.587163529158062	0.613523717475669	0.920850409836066	0.902920081967213	0.851429405507841	0.651296022228969	0.898225973597952	0.885702171742962	0.888986343012047	0.892226119572726	0.0399883458234495	0.0401105500811887	0.786343031064885	0.243743136003267	0.326152486824508	0.246262018882536	0.409328081235438	0.549777533429421	0.920081967213115	0.82279747308588	0.342536504450651	0.0405487409391313	0.226041663030101	0.329506920058064	0.183142407082026	0.302221001765468	0.894139268553662	0.904488400725765	0.201471994535519	0.421297820706608	0.134114832357834	0.330466028487335
Hepatocytes A(P).z	0.959874523054712	0.342390333827918	0.308376588616755	0.931456387870377	0.291950147984629	0.413800864675405	0.41716296943246	0.165792357310012	0.682175444863253	0.0882867253587458	0.18959095698012	0.243306477601417	0.135909932301131	0.420960089063192	0.254812469044594	0.129095717764327	0.970918028283319	0.411884902081515	0.300317143178872	0.255172950822526	0.492686622983808	0.971569909907936	0.244554084766066	0.469253214156405	0.453960761926733	0.278554496763282	0.125142381321648	0.931052109785264	0.196462820065701	0.562659610885935	0.71148830848671	0.948758589652687	0.967753923065031	0.317587361324191	0.770667819087624	0.964676782067755	0.548195127694904	0.6093860914469	0.288448926717655	0.346540354583159	0.834636162319468	0.209355909795448	0.268908509420517	0.73976325067623	0.209783242157246	0.121109122589119	0.257845439644512	0.230589798441367	0.230793857845761	0.109723915198649	0.586093503330822	0.434552936096373	0.947864011865833	0.856611363011967	0.385651016719819	0.343194261847472	0.926095524327493	0.0712181856210167	0.483242709730403	0.512262240222827	0.526268616366725	0.217491150512195	0.608675648598708	0.462789484559788	0.30845768390601	0.2685062639237	0.844518001278971	0.652221718057104	0.618059345187035	0.644382349100557	0.867926281426114	0.234666110885188	0.898947180842585	0.731151111546754	0.595741349508512	0.958494439414145	0.167251661411145	0.908034195036326	0.30369901476137	0.624424892391806	0.594244836023834	0.67307880559892	0.134321494250994	0.939769251914115	0.231151815642506	0.151549182372205	0.075995497804914	0.956910570139988	0.296655079511801	0.371180818609519	0.277649230651272	0.255388572605252	0.401269865196208	0.332173281791086	0.772470264195977	0.777263086562414	0.947762718502116	0.183002451466013	0.29130143205915	0.885730488783408	0.168015338995657	0.530308877845776	0.627997569304984	0.331567404089986	0.227352839311161	0.758199274641184	0.321298277617392	0.81032418249465	0.502476923375337	0.365886928280925	0.847228691245558	0.848819737272939	0.400623646219868	0.851429405507841	0.914054197662062	0.841030277088991	0.344654805955209	0.82654527102832	0.114933808832477	0.28366890895967	0.137241584224424	0.127022088297984	0.876262507305437	0.577753779135702	0.609187493454575	0.508584926860612	0.692952533296668	0.766188796733958	0.955410910379029	0.905940934897266	0.524832655032357	0.322711570599699	0.265139981398139	0.634382157576397	0.481694514508084	0.549512733041954	0.246531497251613	0.796989700980632	0.453169352934231	0.54167490306592	0.167381744330627	0.332363186287082
Hepatocytes B(P).z	0.541703872643958	0.834905630220112	0.115258207585478	0.251437453671753	0.258137059209353	0.287092517549967	0.537709934561489	0.516544032770824	0.121605788839734	0.0672049901288513	0.420386524555929	0.20241818639086	0.254655621622853	0.0926026322034208	0.737448916015427	0.473546278236899	0.238357154174022	0.92229728156087	0.0610236668267191	0.844646161312828	0.592834483413778	0.446693598974527	0.182478087463115	0.831537961672015	0.913762114607053	0.215650273156401	0.714731585679923	0.378503274725851	0.859471609489302	0.905906975059487	0.687908172210735	0.124603451475537	0.178859396274446	0.343285988629796	0.121564996065417	0.387890095428055	0.48133727742746	0.392427928172791	0.634055888760036	0.122886139700257	0.468399660141223	0.465799289766539	0.734090920364052	0.43511382865199	0.875556621649535	0.851599751028536	0.90846595727228	0.673413865837275	0.413450062924565	0.645562847646181	0.772444946166572	0.582290169410318	0.71983871567171	0.434176282109217	0.602946754051224	0.930767187520393	0.337560557520001	0.121487691960253	0.509816902793828	0.600097227964901	0.358207622664595	0.643969388067795	0.778644141217241	0.441760748321421	0.934412226554039	0.834029926208734	0.602319260834762	0.264011708750711	0.44877711511414	0.191290149252087	0.405920834485356	0.813062694341263	0.706274055145435	0.43106080124228	0.732267814954025	0.747797329860078	0.637609427766932	0.14975735977006	0.0916590788628752	0.576880278594356	0.858795746132347	0.617348016640915	0.249595852771902	0.632513250008998	0.331031078657212	0.612453471247405	0.814492447505125	0.78632146062904	0.135697596478775	0.924168140105418	0.273722448569664	0.786396119015783	0.60397611640126	0.790214723098918	0.445427429182149	0.528734168364697	0.776193787615975	0.206553986007631	0.592239779604887	0.860062611286632	0.521002419495828	0.563970404463165	0.502510017422447	0.695360266019988	0.76332251740367	0.790694401656102	0.72314475647809	0.772621886255059	0.461189456344495	0.791363215142953	0.86100439842815	0.787724080349116	0.507381054779734	0.651296022228969	0.841030277088991	0.832150205761317	0.490673523953522	0.635501184515868	0.227290776404612	0.521354212925956	0.0496721197062712	0.0912732033839857	0.726502295362589	0.276735107364509	0.174799319548534	0.305796039976715	0.397881444953305	0.394010449157066	0.905735596707819	0.80262565522619	0.683007138897573	0.297300594660979	0.682903228060192	0.819936782399225	0.77490456862603	0.201064701759146	0.480394277568607	0.631165607459888	0.639713912630579	0.34936621195575	0.564726931452449	0.713680929040953
Macrophages(H).z	0.2358044995084	0.0523631502383286	0.849917430091359	0.524027014515704	0.93389767510269	0.946781580218903	0.106936780490961	0.934096277867242	0.645914152589687	0.166018438635904	0.955225332287127	0.90985139614488	0.895487250959486	0.311935013868262	0.924669215677026	0.855628195202796	0.447476410936941	0.533685487078073	0.334453070012951	0.105513988064585	0.18838362435095	0.382679887287284	0.041276152819619	0.384530975301936	0.209236914359656	0.838595721612936	0.311948755802275	0.389359974179617	0.195573272965774	0.536380541724068	0.966235513498848	0.705989914879063	0.58735305334564	0.876847149279301	0.676477739143112	0.369155723153978	0.275877110853314	0.181524826385774	0.854060537949275	0.399363145770654	0.788341931702166	0.866670889396942	0.32551542162873	0.774652273408674	0.191337099747254	0.541886331547544	0.223643778165538	0.15928008773582	0.975301482968195	0.854917995386474	0.865363479229372	0.93490785374464	0.203682970725293	0.770334271028915	0.303409027274564	0.148779909093335	0.262845121991939	0.27318233581272	0.847239345113288	0.964284327212126	0.165611886857248	0.247882280844577	0.167307920886226	0.173349958676892	0.33716527081051	0.0914720176982275	0.0648895624602734	0.872156961435004	0.040695036509019	0.377957680437627	0.169567144148768	0.27689049573867	0.673796926467441	0.937743083177946	0.794062203295735	0.370647683094496	0.915704769822919	0.749920334013065	0.843531126298866	0.271359712808479	0.267606200098589	0.808398176481959	0.903655847413071	0.25478216776616	0.929309276428424	0.929253242171738	0.185923105002223	0.711668066007579	0.822175608914974	0.091087511552678	0.123424923174173	0.602432254899948	0.165527215850279	0.636528624009438	0.558711316383115	0.674125015954508	0.420091663549646	0.821680281164385	0.856390004140706	0.811323005869898	0.925162581509059	0.6370132623632	0.637088266587354	0.667218348609841	0.69988318962623	0.529736437532113	0.705327308198032	0.569153579611466	0.792991364996741	0.584592774828312	0.282127841910871	0.352559137807905	0.939153008024529	0.898225973597952	0.344654805955209	0.490673523953522	0.923446539429933	0.894770779579433	0.927607680332122	0.90911998266067	0.107344257804314	0.108925750558816	0.466734607828601	0.182136190498024	0.28578987588106	0.26901115480008	0.169706301359088	0.206742727062449	0.272705237565494	0.285050296088724	0.287090205235427	0.0459023645089594	0.597674471321435	0.241192120059544	0.240727457246187	0.291635899657595	0.920731446430496	0.914166680042985	0.593263364957708	0.148549944952211	0.321533620659336	0.66102506105533
Macrophages(P).z	0.476159162865226	0.0577338290391208	0.845032824616782	0.581843387940902	0.931192731117371	0.953791204705685	0.120916261585291	0.942382973046318	0.668650027132124	0.116690405949359	0.963499074330009	0.905395928326952	0.887568827525948	0.175742213845245	0.926521510943499	0.855997268739084	0.538152216878786	0.444633935442152	0.21173025712351	0.0560806994346407	0.166656501095449	0.569263875700562	0.0402259495402932	0.262233883211127	0.0964723709351639	0.836916034801638	0.120331612195088	0.340111529967455	0.0439390233343708	0.333283808553057	0.983073736007637	0.728306015510984	0.570131362179485	0.882783552457707	0.707206434341571	0.446441695356243	0.229458710393173	0.196551992652872	0.85936244819612	0.233071346075451	0.7771924211574	0.889056413677414	0.276256078797863	0.725098541253222	0.0192110600681584	0.378866847839925	0.10894492484948	0.144646915304373	0.979012911825925	0.838256064317995	0.913164309315185	0.952441055884258	0.286119470728294	0.759159494419768	0.0418629549954753	0.09533008946035	0.289882342223995	0.1708667535641	0.846188298758696	0.977688419109624	0.181844418064099	0.131621890645555	0.206942423803137	0.162464459888807	0.197581188064085	0.0695899589249567	0.12386282359474	0.896467449870018	0.142191805599659	0.361444752627035	0.302741185536872	0.214814522793138	0.711053274549584	0.9568124712626	0.717982036044171	0.79433989937559	0.917105295744127	0.744861805771764	0.834535042149446	0.253860985970808	0.361096969535133	0.809674464208241	0.886633017699103	0.312662988960382	0.92745961321244	0.938329957940681	0.0733546991712798	0.865428804327869	0.752988777028092	0.0781406019494347	0.0704987746355497	0.442508877004059	0.193526803606267	0.594613583773593	0.177437393925507	0.517013151024683	0.745916574872347	0.827065378433254	0.736249963037196	0.880974435170684	0.878900075465711	0.130315671299755	0.120929598198895	0.417826617826618	0.44085808616694	0.637288665336927	0.48668056228032	0.68156490431305	0.467061748577959	0.263587667017772	0.572664638046193	0.59756171869251	0.901078566611639	0.885702171742962	0.82654527102832	0.635501184515868	0.894770779579433	0.875282368327191	0.904337805864873	0.885006378272893	0.0415633797039947	0.0426486605557673	0.745555228630508	0.248505550756905	0.357159542624348	0.289666310573365	0.412525133381309	0.514484999801847	0.891744988391658	0.778424992400179	0.390421273728847	0.039033137385177	0.232327577171477	0.359259929476492	0.171103907472765	0.304608951548314	0.872998810246585	0.8973967623306	0.323830499742401	0.370597568888841	0.1559225142517	0.33785341013107
Microglia(B).z	0.343150444596291	0.0478578503094428	0.851872663637148	0.464900106306427	0.95412918943004	0.946710790091572	0.145342030303911	0.952736589058039	0.506616153106162	0.655806390893906	0.971555454334894	0.918235415008944	0.90999889264652	0.353186300662862	0.939165160691693	0.880511475620546	0.329250121346544	0.429974346009411	0.654363432421193	0.0621420259718132	0.103183959989757	0.22253343135276	0.462415157549198	0.247261095775364	0.0615513839136325	0.857893222444949	0.155654414409897	0.284622847973358	0.0493109050964402	0.237555668679011	0.975388637101052	0.665595981074547	0.394564299484178	0.865004738047645	0.573824433042024	0.287680888419634	0.162198292930418	0.121517836291359	0.830124230803053	0.469573712917668	0.621406032842427	0.877982627536159	0.266361796902391	0.498857880089481	0.0220685502072759	0.48990156336051	0.187041340801852	0.18848755979283	0.9856400445308	0.861736470299003	0.831872719750607	0.953891092157805	0.113857837858426	0.629962641246292	0.0353955057557908	0.100252553899944	0.193357839243502	0.730458746564416	0.84476682540988	0.97508758704588	0.188623324289799	0.182062563595601	0.189404160104031	0.159027600750998	0.180161278983077	0.0551644709635058	0.0916492694984762	0.869198816907013	0.308711538968006	0.344860070781438	0.149473688887983	0.320721862538724	0.413651712227939	0.952264068841814	0.463488746641806	0.226879932700916	0.914697276203176	0.672751698034424	0.862470173874493	0.210796999590705	0.282287679901937	0.779522063905523	0.971889665140716	0.147961797187059	0.948928612124086	0.942140827900587	0.247421064760765	0.538740473439386	0.743585017748595	0.0628888785832601	0.56795720086841	0.461266304616552	0.272722975926768	0.548696707703364	0.213934801833817	0.389846364620776	0.326750393795326	0.83540712592998	0.741844725099649	0.684564452745017	0.898617625271861	0.137815537223255	0.0900022121854867	0.292204834511934	0.43187501768289	0.348989576355821	0.385343986451061	0.329064680088606	0.439049587868845	0.181529390492155	0.0660566934094388	0.102726998411507	0.920101992201543	0.888986343012047	0.114933808832477	0.227290776404612	0.927607680332122	0.904337805864873	0.979165465413519	0.903327693073258	0.868188439703986	0.799551589022047	0.329947155864595	0.538645280036385	0.530616762043644	0.581354972155808	0.534265633975037	0.449468946306773	0.162222806562639	0.135509332253518	0.377394040823273	0.624590464614666	0.144698673474256	0.0728264543986609	0.0742599769949046	0.591303291812923	0.89747719133901	0.913633069271363	0.175295811359641	0.516910315439152	0.724077504956715	0.257509637143066
Monocytes(H).z	0.21188725973967	0.0835291634455057	0.846235338390273	0.386709683107551	0.935526419262052	0.941222386255078	0.112206100597381	0.925896985913726	0.57376856236066	0.096152506425334	0.953922428966506	0.907438542742707	0.890953566286377	0.315875125007366	0.902578509852217	0.835026890894503	0.360659316960321	0.594425056833049	0.228346358057811	0.168766231895728	0.191124708504101	0.215420507482085	0.0439979895387559	0.442851338957573	0.371818947145068	0.83192323814745	0.373564085317453	0.331479040537431	0.297901193988464	0.575678768946766	0.949406143896971	0.613863663797192	0.520511069531973	0.866094964605794	0.618196390415124	0.25278830835871	0.280696211132855	0.161549429732144	0.847901302245875	0.410493474105256	0.707219297405593	0.857664102446164	0.368966362388551	0.747931717497117	0.348643721705671	0.555038782616492	0.382611718007652	0.151813529272263	0.970417865581915	0.845416563679712	0.845616524609851	0.9170154093144	0.156690729160572	0.713069207241	0.372253083811834	0.249129442307514	0.219897714139087	0.19826826343803	0.834479829205104	0.955837863820454	0.134496342390935	0.299882917344153	0.144440963519911	0.224701742365506	0.426941723563505	0.112820475717637	0.0740917742385328	0.867678737781795	0.0331046880050557	0.342643075864805	0.104274969577822	0.339832292428681	0.589163326189863	0.913581558700472	0.768633444424796	0.329404862578664	0.910552876580535	0.693043980602066	0.84054141324437	0.246693251838042	0.256145260886922	0.808323643116404	0.846074747561784	0.226794693982423	0.927622224377932	0.919639798365389	0.248817898039388	0.666541526485949	0.81096607585024	0.174933685364061	0.0839007833488985	0.630388658961126	0.207420374698057	0.630864572206557	0.570364744958541	0.596284418373761	0.443457600023908	0.815397491345849	0.863020298047277	0.837358684480987	0.924381928531575	0.70366754552965	0.668657466111962	0.693777121160215	0.697920201916602	0.556995956991905	0.731434279767352	0.594289235965534	0.784944516775912	0.59893290395224	0.385388260375925	0.388035790552731	0.932491696923492	0.892226119572726	0.28366890895967	0.521354212925956	0.90911998266067	0.885006378272893	0.903327693073258	0.896454265159301	0.134148831894385	0.154754809523056	0.503436725409588	0.171902756175663	0.287635831935643	0.267419670826453	0.130980720078339	0.185675345960642	0.270298494923886	0.257675643705	0.296148882650084	0.0858209617795666	0.599330973845287	0.295474908247208	0.317369219181331	0.29089835812705	0.917286286957894	0.907833927259437	0.586583260863836	0.15652961378035	0.375722578441759	0.715365073690643
Neurons (CNS)(B).z	0.707948474066291	0.619640552877485	0.497250770479169	0.50452842253773	0.595399690464411	0.504505962337228	0.902943023173748	0.217582907415768	0.653969086274358	0.98451534038194	0.284330900586021	0.465666280699311	0.556481285758872	0.969708408200046	0.0822498484569464	0.253597556831795	0.560738049706435	0.112841387620819	0.99319390968559	0.506901208037206	0.715166962357722	0.301873507212919	0.966913871737244	0.558910539436544	0.221447132495708	0.67908746021187	0.343587451914482	0.664747856641232	0.371144424561141	0.319268303907219	0.0490158745646399	0.512497843592106	0.483775691681712	0.292755182240051	0.627308516336388	0.702167862025965	0.915303616345789	0.628316837818083	0.0978824323980111	0.974556349849275	0.185304907235897	0.181705704614386	0.246796641874501	0.362344618564959	0.234704210831849	0.196523699747302	0.205587316068499	0.582132913488042	0.384832953023646	0.114265783988633	0.0370820946944044	0.12671849533605	0.47536861768669	0.351186239476706	0.414041186129911	0.353221253930836	0.521795311142227	0.99633444489859	0.252075429188851	0.106728493665643	0.890751972819557	0.647098883618177	0.420006958147149	0.80293062379424	0.432103980836002	0.59492701921095	0.770535902852474	0.438584841427156	0.957343011581802	0.918499443645746	0.504014579582814	0.670696481712267	0.0595253353136379	0.139972205985039	0.170162995594771	0.0535165337971368	0.277057275653661	0.41766914630229	0.879541918153164	0.456603589640185	0.141401776723985	0.172783095843394	0.912799745961536	0.423657911267725	0.514729370179083	0.0840787090583206	0.527326882006931	0.00159190548902887	0.634962439633686	0.403712706880746	0.982839206795181	0.130670549778421	0.826011796022879	0.0762748482015501	0.443202869886851	0.561406404648597	0.101563078813991	0.403052129391629	0.145774245894937	0.0596273648637832	0.253420205918608	0.381895477621565	0.307107545611954	0.110896854064253	0.068416069515915	0.11708744688646	0.080202723758224	0.0458305875114286	0.266237657154737	0.098208985644132	0.0310802728241554	0.0650567148547491	0.171172552034079	0.0399883458234495	0.137241584224424	0.0496721197062712	0.107344257804314	0.0415633797039947	0.868188439703986	0.134148831894385	0.997000214845848	0.969077966960673	0.231553976408482	0.881624504857131	0.872135273347881	0.850808673877224	0.884179836584875	0.84765329331724	0.0602882796961941	0.303795216832177	0.650997706691074	0.930806005166424	0.223677103097828	0.222633041726767	0.235365996030995	0.878055117950908	0.191490339609901	0.197664266440928	0.18409008651677	0.808172746840095	0.875728409239582	0.131644973541988
