Chondrocytes A.lz	Chondrocytes B.lz	Chondrocytes C.lz	Chondrocytes D.lz	Cone cells.lz	Corneal cells.lz	Endothelial cells.lz	Epidermal cells A.lz	Epidermal cells B.lz	Epidermal cells C.lz	Epidermal cells D.lz	Epidermal precursors.lz	Epithelial cells (Fin).lz	Epithelial cells (Mucosa).lz	Epithelial cells (other).lz	Epithelial cells (Otic vesicle).lz	Erythrocytes A.lz	Erythrocytes B.lz	Fibroblasts A.lz	Fibroblasts B (Fin).lz	Fibroblasts C.lz	Fibroblasts D.lz	Glial cells (Peripheral).lz	Hepatocytes A.lz	Hepatocytes B.lz	Hepatocytes C.lz	Inner ear cells.lz	Intestinal cells A.lz	Intestinal cells B (Exocrine).lz	Keratinocytes A.lz	Keratinocytes B.lz	Kidney cells.lz	Lens cells A.lz	Lens cells B.lz	Lymphocytes A.lz	Lymphocytes B.lz	Macrophages.lz	Muscle cells (Pectoral fin).lz	Nephric duct cells.lz	Neuromast cells.lz	Neuronal precursors A.lz	Neuronal precursors B.lz	Neurons A (Brain).lz	Neurons B (Proliferating).lz	Neurons C (Spinal cord).lz	Neurons D (Brain).lz	Neutrophils.lz	Olfactory receptor cells.lz	Oligodendrocytes.lz	Osteoblasts.lz	Pancreas exocrine cells.lz	Pigment cells (Iridophores).lz	Pigment cells (Melanocytes).lz	Pigment cells (Xantophores).lz	Radial glia A.lz	Radial glia B.lz	Retinal cells A.lz	Retinal cells B.lz	Retinal pigment epithelial cells.lz	Rod cells.lz	Satellite cells.lz	Skeletal muscle cells A.lz	Skeletal muscle cells B.lz	Skeletal muscle cells C.lz	Skeletal muscle cells D.lz	Skeletal muscle cells E (slow).lz	Smooth muscle B.lz	Smooth muscle cells A (Vasculature).lz	Undifferentiated mesodermal cells.lz	Apelin cells(H).z	Apelin cells(P).z	B cells(H).z	Cardiomyocytes (Atrium)(H).z	Cardiomyocytes (Ventricle)(H).z	Endocardial cells(H).z	Endothelial cells (Blood vessel)(H).z	Endothelial cells (Blood vessel)(P).z	Endothelial cells (Heart)(H).z	Endothelial cells (lymph)(P).z	Erythrocytes(H).z	Fibroblasts (Heart)(H).z	Fibroblasts (Liver)(P).z	Fibroblasts (Pancreas)(P).z	Granulocytes(H).z	Granulocytes(P).z	Hepatocytes A(P).z	Hepatocytes B(P).z	Macrophages(H).z	Macrophages(P).z	Microglia(B).z	Monocytes(H).z	Neurons (CNS)(B).z	Oligodendrocytes(B).z	Pancreas duct epithelial cells(P).z	Pancreas endocrine cells (alpha)(P).z	Pancreas endocrine cells (beta)(P).z	Pancreas endocrine cells (delta)(P).z	Pancreas endocrine cells (epsilon)(P).z	Pancreas endocrine cells (gip)(P).z	Pancreas exocrine cells A(P).z	Pancreas exocrine cells B(P).z	Peripheral Neurons(P).z	Radial glia(B).z	Smooth muscle cells (Heart)(H).z	Smooth muscle cells A(P).z	Smooth muscle cells B (Endocrine pancreas)(P).z	sst1.1 cells(P).z	T cells(H).z	T cells(P).z	TNFalpha cells(H).z	Undifferentiated cells(P).z	Unknown(B).z	Unknown(H).z	Ciona10	Ciona11	Ciona12	Ciona13	Ciona14	Ciona15	Ciona16	Ciona17	Ciona18	Ciona19	Ciona1	Ciona20	Ciona21	Ciona22	Ciona23	Ciona24	Ciona25	Ciona26	Ciona27	Ciona28	Ciona29	Ciona2	Ciona30	Ciona31	Ciona32	Ciona33	Ciona34	Ciona35	Ciona36	Ciona3	Ciona4	Ciona5	Ciona6	Ciona7	Ciona8	Ciona9
Keratinocytes A.lz	0.670882480297966	0.548134816438542	0.7218842414887	0.767978441499762	0.264272875855333	0.692102176179574	0.48211996688328	0.896124008598241	0.824083272550332	0.880612916952587	0.846634866132505	0.758872206936991	0.896122858955306	0.849513081563152	0.668929776725159	0.541665688360708	0.635071481215484	0.366115476893339	0.739111520380205	0.662445385363989	0.731523138672711	0.55790748884415	0.290026037368651	0.654752153223386	0.677521258377084	0.672682274315236	0.212104686351228	0.72345084638365	0.61748703455316	0.894583822580912	0.859292525196086	0.404050659627986	0.442923733496949	0.448023216887088	0.784233208421114	0.670632699356173	0.777431171450383	0.800968451876126	0.600111330652282	0.715336164197591	0.646668866988195	0.521084182325663	0.171764895282818	0.696258778539146	0.0695478672394433	0.160297993150218	0.68559313689596	0.2290860140908	0.154197558396115	0.671518054064039	0.623606573996504	0.407549173321213	0.368250218426597	0.647852601681741	0.431317816443016	0.426236338425403	0.189913058910295	0.174863891059227	0.244535553291656	0.293188292811611	0.717646327882931	0.667336011968911	0.651863443865303	0.59682472973116	0.631570002779374	0.435213698949116	0.453182051891587	0.562378558626722	0.626404205919418	0.425001023367462	0.328858992367213	0.451086885101586	0.26716556415262	0.310554058511481	0.386530500292449	0.290645147432482	0.308957267694317	0.478076655001496	0.326378635079255	0.161080108741846	0.375941831086823	0.338761437682722	0.410765802318051	0.614202276515356	0.523908710089354	0.520121796785565	0.29672713206819	0.590786515930284	0.574360260120548	0.355861038003383	0.524580350842687	0.0762568498665195	0.112401560307033	0.516899933858434	0.179695748342123	0.225443973360269	0.198432485942345	0.170724859856706	0.218620838955343	0.296102118544157	0.455808336597652	0.226040167204257	0.227199456634184	0.499377963060577	0.19691666121646	0.302346929995883	0.246876199106396	0.577517554326028	0.539211231462431	0.476532842343328	0.169375279444818	0.141047558768513	0.376120958320455	0.162344593271939	0.121000760555981	0.214514388506719	0.115619613763251	0.284372398746569	0.605631517325738	0.113648139634757	0.716951942825201	0.0689656803185132	0.151926272469797	0.432296111999048	0.817461516299216	0.308772168997359	0.174256262671223	0.512473325553958	0.715755984399973	0.831941414482052	0.762101530028649	0.923406805690251	0.852985432692742	0.0842080860763153	0.612330468940901	0.445427692662883	0.348997853259309	0.837643298573969	0.775522072723547	0.700826551568383	0.822339140317927	0.770251904113424	0.750308414478775	0.664678288394938	0.650097862159404	0.292295878627456	0.766930977163717	0.147857054059677	0.215817530737197
Keratinocytes B.lz	0.621713215180836	0.784219602478144	0.702293573717982	0.742821646738884	0.410375686908221	0.484543379281991	0.411149499202428	0.884439034363287	0.767878656584973	0.840412482182081	0.869829891978499	0.734887780986331	0.857977877259083	0.827307760845555	0.670087630403345	0.49059158204412	0.405986884848481	0.372684159234509	0.695178538615005	0.652272472504657	0.635528969265541	0.625798979132328	0.467248250076019	0.725925281403098	0.648575007570741	0.816803920600576	0.312692140546675	0.683647016598332	0.54262372009671	0.859292525196086	0.846117424242424	0.452211399386165	0.583900736766268	0.475968240285634	0.599666985276974	0.428174446333687	0.695292656933593	0.432544182900988	0.579566551765844	0.658295608978845	0.387755783113834	0.370064385111108	0.180826935534318	0.356832352187596	0.105883792428378	0.136331471856236	0.461524598738507	0.252078735534618	0.237306658318617	0.684695955493564	0.677924851128396	0.28977024801228	0.47838122859781	0.707503875990636	0.56773497889642	0.422397155736798	0.239412466760391	0.29953239602472	0.21783122245093	0.250060844467676	0.613989147810098	0.395934205204792	0.804493308515526	0.669372348041933	0.833937106532773	0.542128918764749	0.416052653507819	0.502277778862198	0.62164011040119	0.576084505772006	0.42671130952381	0.532768426812892	0.213207578787008	0.242437784433292	0.544438669677828	0.397590078087137	0.489456169991605	0.675028677622353	0.457123531230674	0.27992208371904	0.48946541532742	0.465583227905068	0.559264134344719	0.404420422857923	0.539258743321243	0.679324363288779	0.457255536300782	0.669845582658083	0.586257402015549	0.425926448279389	0.624301046176046	0.159540467343798	0.260248926049887	0.610920044226342	0.400129329200852	0.452564653799955	0.416297235247997	0.351027901962529	0.413946803701554	0.466967579034624	0.571750529667953	0.399996702648919	0.271073170429788	0.56335776462696	0.272634068339557	0.412593604085143	0.503524600568728	0.45834068982403	0.65707903020878	0.503074863632722	0.380519746700491	0.310284168572886	0.454100328321899	0.224244700551258	0.139854301157589	0.290654413001229	0.136456338695901	0.254973579306615	0.438062126152784	0.117141689831907	0.704090605718927	0.0611789154135261	0.157285470991469	0.524262448725968	0.820967935520656	0.344869800665243	0.233805224101801	0.480782530764445	0.665370623882751	0.756003475388342	0.5809692205648	0.794404765920138	0.784247271770868	0.0628303749965712	0.673752866499772	0.520594031410383	0.448559731623683	0.823554398933772	0.69016313314948	0.665824389669883	0.709811922194782	0.753615245228467	0.79865365553144	0.588871971535188	0.626225514267123	0.39518152384003	0.777836229188645	0.113073302029975	0.275243025755096
Kidney cells.lz	0.342901412643417	0.388406504958594	0.268248465792536	0.4602716672677	0.480253123328004	0.368277558874243	0.476266858109401	0.788004969133204	0.706557707980857	0.787281568501176	0.81838178635415	0.869998290807931	0.362071869522695	0.668247034184529	0.410235973546893	0.272044549120875	0.552825487132177	0.756141847192485	0.341247973175182	0.585361119892184	0.432740699472868	0.442529634647257	0.341034962746799	0.956070612353533	0.924330521967171	0.934246904676043	0.716612573626638	0.935620910483218	0.929056294042714	0.404050659627986	0.452211399386165	0.96565091958168	0.804455760411914	0.715671979575553	0.465722455794584	0.716174530590886	0.801122525818657	0.433908440109752	0.435864036923625	0.798782009968348	0.214518446875395	0.441982861208506	0.18152101443767	0.201526982491036	0.166005799358547	0.17453673266131	0.469545192409787	0.532037167534089	0.376077947029179	0.189978548301635	0.693850187292455	0.57370638962253	0.669815337334175	0.706223049694521	0.729702053204275	0.469905800416989	0.341898287423063	0.30341810210983	0.809439036372885	0.30400832210694	0.298278269239893	0.600439265956483	0.450996909169805	0.497900370094844	0.39546832123534	0.321144235413431	0.28629575150464	0.296089240570793	0.307006411924892	0.240173300999798	0.621946127208929	0.161722673367895	0.341280930406851	0.548100649581583	0.290570908226271	0.22925557106953	0.51652787907161	0.222917846899851	0.642146736562434	0.383511681347644	0.259387940637451	0.687586869390021	0.666298155924169	0.312567031510414	0.367488003690672	0.939117939790747	0.64222533851693	0.479866914078641	0.738036438589493	0.344979626496035	0.524165708687774	0.0749133084913727	0.0623496472602956	0.76687104240231	0.688132586596249	0.70327686004623	0.467422586255003	0.529730140709516	0.534969560965788	0.93684848899264	0.778639815837142	0.170702129542631	0.223942037851153	0.174667855452058	0.438955090282638	0.428956796254124	0.616922621597586	0.183368828144171	0.506168948387499	0.211414590196797	0.504692917626309	0.470229147863554	0.314755132437902	0.352768556263557	0.4109179564081	0.51130021074629	0.428393615881223	0.357399566171029	0.369192292296147	0.285924356783299	0.726806919171724	0.315879638627923	0.400087610202912	0.52584358544479	0.70991034656626	0.753088558093821	0.285708365613605	0.759293615680992	0.695578973486676	0.627130553625772	0.47563445242338	0.645317531846742	0.704000859174346	0.246116137142897	0.694924546260921	0.549605420727229	0.603332902442367	0.864954123823038	0.507046596661336	0.616726470418368	0.54430853725635	0.772838600871918	0.704700051284386	0.644225544050416	0.487072361589976	0.617589693443045	0.680102405188545	0.477610845235478	0.715372260723177
Lens cells A.lz	0.521934120276342	0.728075629891424	0.440101247511126	0.486866901420042	0.812705046460921	0.354242855580127	0.304961291131949	0.453579433457139	0.326708491858146	0.394362938327434	0.600036157491193	0.403565098240313	0.374540062777052	0.416479628602731	0.255876102142895	0.433277687989765	0.714021315575092	0.743950813358393	0.494694704229049	0.623049010067408	0.42108824957514	0.43594403781053	0.663795168139198	0.937758947928734	0.761715133462005	0.853052761310269	0.356543286316995	0.81556009768141	0.707406141518006	0.442923733496949	0.583900736766268	0.804455760411914	0.971971352269968	0.945093913993895	0.441002469451397	0.435839055380323	0.47878691099778	0.704687380665146	0.37657383669469	0.276798188780385	0.445215335239557	0.56427345217391	0.749744300878746	0.444142358587055	0.689563119059193	0.744386303440532	0.494850855746089	0.443591914118269	0.571073788107064	0.39071625241134	0.905241139345495	0.407409638411197	0.535020305331587	0.723748369356336	0.410044957789931	0.582180649196741	0.825016486531403	0.635602168164264	0.500344865324446	0.612859588033442	0.570603881993276	0.946408518622112	0.77430060446557	0.783020747200137	0.814240817485049	0.764466009195741	0.428753033217464	0.407997453494529	0.560179409754427	0.213140701377	0.719736573741262	0.252116659515946	0.379343471459951	0.551671259931487	0.0769339987614284	0.0985495750673809	0.212697412721204	0.0756054558382132	0.227605668336468	0.484338438403065	0.0978890720633862	0.355633935943495	0.311999297307234	0.172120947422295	0.464244453849334	0.68868031115376	0.313502874362315	0.188443146610802	0.415325225084248	0.229836584829087	0.181767113834211	0.298203542390832	0.228238568244191	0.28857933703774	0.186443627739803	0.187918964926097	0.167603299249929	0.332786478613335	0.329288850624713	0.954485866802957	0.642015324353907	0.219485453444643	0.198052803693986	0.112101602031735	0.199776776806783	0.115549132307535	0.183410288747491	0.13748015627839	0.544164701101169	0.054666450888868	0.440357826860458	0.139768670973236	0.307939904712072	0.552969413761025	0.427324760177077	0.561569847090914	0.30940323719413	0.579902142815776	0.403670953046375	0.523746146721166	0.369711698017255	0.608654465409902	0.552472753396583	0.68351670682607	0.480999964087934	0.453664394006781	0.485535710972101	0.596385791289713	0.416915300468583	0.275516922525978	0.490532802569895	0.365691149946349	0.394179838810281	0.343692925179611	0.635418068166238	0.428691154239892	0.518796763731521	0.512410573317228	0.299797496440876	0.309969590514843	0.319574910660339	0.495870141655299	0.461516084638511	0.383129706296814	0.180910881553984	0.765742362269356	0.600363976617595	0.865950832100908	0.64059384661067
Lens cells B.lz	0.601256394182258	0.685146699353195	0.595467088014267	0.574397758364849	0.66628896590013	0.579422806492677	0.379735591798214	0.407878231413741	0.351186269229516	0.408515479908285	0.433843691615564	0.464131950822606	0.453622292315385	0.431270712031473	0.36152172559609	0.434977493884977	0.689489873355478	0.697325422484386	0.614045035202707	0.786294269271914	0.57802971057648	0.515276332214509	0.600105868366439	0.909464010151363	0.740210633041275	0.830090774075946	0.480395809106742	0.711087456999168	0.565902156986706	0.448023216887088	0.475968240285634	0.715671979575553	0.945093913993895	0.988637717185841	0.490775195919412	0.500223758791841	0.384587294581575	0.727718517730115	0.538457024923454	0.321906826468125	0.49567386869585	0.478087181010544	0.620852971728187	0.552023770618718	0.50704173646781	0.610213871086301	0.399387213676785	0.337539006460111	0.567985672163577	0.506009924970061	0.874368374814117	0.610009821240592	0.62561775591035	0.726402364583503	0.286942533651595	0.502797376756698	0.65821279664218	0.49599641501378	0.440685870749692	0.548184438364724	0.78124917708553	0.893773169252058	0.844035912737358	0.89656434083293	0.856327180903505	0.854743327343128	0.646673363439462	0.576679380101559	0.656261160961001	0.200098220612087	0.303300784882147	0.109852824304655	0.492528840831102	0.71285911221728	0.13765059861191	0.129251444801317	0.135929393979763	0.131251302434269	0.176526973664634	0.541822948916872	0.208637898565228	0.326465492524374	0.295205158411418	0.17390879926769	0.287930545320431	0.519451156858893	0.281349713062165	0.12227018820244	0.196501824437415	0.143804903509346	0.120526357139326	0.19381183045081	0.14558097636243	0.235528141529038	0.151801891387873	0.120096509965073	0.142523603619714	0.123565932645573	0.217721647359066	0.848888835548595	0.567157441192564	0.193067120022327	0.155481506610037	0.242186891327529	0.231883549135026	0.230189619731209	0.136599154421392	0.149360641331426	0.225629838418176	0.14905326125843	0.21171929652218	0.144555249240628	0.371342322006629	0.346879520682796	0.347032932011941	0.558868771755949	0.28968704329666	0.414318575888508	0.45185420264566	0.294241902861641	0.4732718582596	0.220030806497257	0.273436035280814	0.542175799373217	0.760892790969708	0.319053416993541	0.162649616133968	0.276074659191899	0.434177441762782	0.347107264256064	0.501546038843559	0.712722114275938	0.72469755295727	0.160109485178086	0.750537960792072	0.19384286605389	0.309539323112857	0.569692883524144	0.576352503940223	0.368755618781269	0.427879108170989	0.616249810224113	0.718738829789025	0.624159627665865	0.142508188548281	0.326460710239197	0.40294207949629	0.837565066387135	0.613080518694127
Lymphocytes A.lz	0.618183199563579	0.402261372216952	0.601332566471459	0.709356977774386	0.309614816581845	0.760792529851138	0.594042346030245	0.684900036339013	0.719086875096708	0.777762849486737	0.551307356446803	0.63557795704758	0.759853282077126	0.64542370003403	0.469194952132197	0.50137118104887	0.82604603008554	0.578266758898541	0.659699557598353	0.576825476883531	0.737260793814993	0.391299940667635	0.228498575314767	0.455824471151403	0.554328954066845	0.423480032958623	0.22722745220188	0.633367138575113	0.609232176205581	0.784233208421114	0.599666985276974	0.465722455794584	0.441002469451397	0.490775195919412	0.902919655853608	0.896194879928684	0.867275362881448	0.894048355135426	0.445735795241053	0.658976047344348	0.839971650308023	0.599878493182271	0.474638633508752	0.85884952428387	0.244501683423436	0.499011769270457	0.864118862838322	0.384620441234564	0.172241834607268	0.35311513652763	0.412251658505357	0.580308052370566	0.354028203519455	0.585215358363797	0.254315548754886	0.349714726242988	0.363686599869087	0.281711382770601	0.24702314182954	0.552157032176749	0.750840265389141	0.652629273952646	0.442154009898973	0.389250891537089	0.4446635834711	0.398235429602137	0.387574105488931	0.471331428081719	0.509733827930026	0.541466009124306	0.505045532918077	0.760443411961829	0.233322432401303	0.271445972163436	0.279695200488375	0.338877280517612	0.280286386784593	0.308559434519216	0.282713503823294	0.243659440883305	0.218343692572349	0.200704798400679	0.227535844205334	0.858520884616682	0.720216730103466	0.319337490020233	0.151197764951347	0.730704338975354	0.74570307610217	0.658386292751901	0.801677439948455	0.159630106931196	0.13312166755529	0.339208735033231	0.20979737716595	0.241499753261254	0.252167302651449	0.265593510106625	0.237364907565687	0.311900016626432	0.250678153065052	0.151405488563763	0.270727555905546	0.305016024218065	0.219018350277485	0.186073637970472	0.286808970159963	0.898823556098025	0.842568666623927	0.354841352564503	0.202471150132053	0.0896016693062733	0.314235052704654	0.122676553471663	0.103879912359098	0.160535764065199	0.135724829851778	0.227463891062443	0.613731614525741	0.093675275759776	0.676566320185395	0.0751242849155496	0.171470939930266	0.372959322899174	0.762055494618476	0.336473362261371	0.131987390035006	0.526863834107813	0.71005884604309	0.792131702131736	0.701021004274115	0.928031244610878	0.827482371710034	0.0874022732788257	0.50339933994788	0.267153288033289	0.146197692194096	0.848539993263772	0.843063076164454	0.833005747207711	0.836921298213309	0.832938689320712	0.72228316081073	0.767204598215527	0.628051141768737	0.165617748392461	0.732314249389712	0.105883689543483	0.142682963089877
Lymphocytes B.lz	0.49406395495591	0.648169845569616	0.657092114749924	0.659916897034065	0.48207240936406	0.609311051124497	0.555421017182843	0.797035047015567	0.783710208442409	0.845762420540457	0.75196517119941	0.681058954951736	0.705146010145187	0.783117934299569	0.638961531332867	0.486245064334875	0.79471031835742	0.6833965018385	0.468041954234874	0.514167574511485	0.592284665843787	0.403679565861055	0.164189544840562	0.548767533062992	0.578331526379021	0.464146409857032	0.469264945221008	0.741834840521652	0.736693518601905	0.670632699356173	0.428174446333687	0.716174530590886	0.435839055380323	0.500223758791841	0.896194879928684	0.93187961794918	0.904459980814304	0.723950623929333	0.449283289759057	0.701333711213002	0.655998537403855	0.512401479298947	0.490242284449384	0.639527654320987	0.452808723181818	0.558767609204115	0.923303892649975	0.532668817018525	0.418721363320632	0.339612219404457	0.280148853194579	0.522407712923053	0.50092279886329	0.594913446298425	0.255781821296311	0.231746778863134	0.349850098261072	0.42229643070029	0.455246930404474	0.577752623740979	0.514270495229378	0.489991101683134	0.128624241092347	0.201880224427791	0.161557826148733	0.172981049045816	0.376491844307416	0.481636224714921	0.403084320214945	0.800487546083599	0.72045379009894	0.873379534907741	0.225325565216714	0.206441445444119	0.346832473757627	0.357507695749454	0.342587327220648	0.483987292093538	0.332154204920086	0.38679703055467	0.193282042353084	0.296579790170132	0.313171467707733	0.923651562898274	0.886668525616985	0.457475880160853	0.306638233151207	0.875323327378494	0.841973849667001	0.897566533033867	0.920681820538495	0.389109282206734	0.303160689696531	0.529262766815114	0.370270480816174	0.452110633055993	0.476330119397616	0.265981774123536	0.357474317090253	0.354091402488169	0.152611930146019	0.36347194395874	0.320965845684241	0.302276041838018	0.349336787656571	0.273094825681734	0.447473778259991	0.92747107848101	0.924954165002816	0.349044300176155	0.310723527816221	0.227938584946184	0.32088750013825	0.359415681868968	0.287088169184332	0.470430770740755	0.27616109563623	0.380854627929214	0.412882210303758	0.189430309223914	0.740724540031864	0.215055975776057	0.354090540239956	0.447920053940781	0.459295243854681	0.743596161892	0.203056198101749	0.682168573160705	0.676473907524715	0.593978580225289	0.420358853808014	0.708765741345898	0.540020714123969	0.136755718756228	0.413721823424454	0.326078636608295	0.486806094808482	0.745133764035708	0.575999587357059	0.690102790168713	0.618889926611256	0.805040731087479	0.489549087915992	0.511387326945705	0.634290437187361	0.418487024701114	0.693164324659401	0.200672710132618	0.542622952246085
Macrophages.lz	0.507806749969425	0.423207544501544	0.519484590321044	0.506991512906727	0.300837010140072	0.605393225969601	0.6519509674526	0.861074496611491	0.838380827664663	0.886330998981746	0.824418330875507	0.794607533950307	0.784564325956403	0.809300808946018	0.613062246265222	0.29128588880596	0.734183449630232	0.693138733784074	0.490839611717841	0.451980789900604	0.601471613051205	0.521327383924389	0.209844148206659	0.508910767251152	0.540805307837558	0.533379903111004	0.281269248155723	0.842720424276432	0.844913247537349	0.777431171450383	0.695292656933593	0.801122525818657	0.47878691099778	0.384587294581575	0.867275362881448	0.904459980814304	0.939967403114814	0.647634776383985	0.541467018849	0.808128182745284	0.438177795260799	0.329377785437856	0.154019542416087	0.532919104487764	0.146889703103233	0.196745461144821	0.924319065611642	0.645677935861249	0.32677501077628	0.421780264893821	0.355346556042905	0.703184232765906	0.716426567801283	0.77415866113895	0.304296331702667	0.125844328064988	0.199311431555162	0.203359763904214	0.539860339005946	0.385784684569879	0.524716869302486	0.59895451120722	0.31475130654591	0.28667569761046	0.308698280221548	0.219719274090597	0.320056428248909	0.421079798075423	0.370729017069086	0.784114300374261	0.766511488318012	0.873550942786534	0.158891385304339	0.18298429519548	0.503987595336859	0.486784786383417	0.452190005153831	0.502127306918579	0.540067861608878	0.417554433704858	0.431585337560821	0.332281059269782	0.386391269805021	0.90137278894251	0.86149730317061	0.428516226603576	0.420246515224057	0.914236301590415	0.896626249527859	0.923752747135686	0.933709318569876	0.124973407038351	0.147452494496101	0.50981200211546	0.333538026188072	0.456523670767287	0.54049751518204	0.351396459493654	0.38460082973542	0.326104361694406	0.266286015185336	0.283336787194223	0.133609315625857	0.392487632365988	0.248879180501225	0.315718420505957	0.431873577509017	0.895266244675935	0.903382000396198	0.305378374531413	0.295804454654234	0.327190709406391	0.428554949330781	0.28222015447936	0.26899542592095	0.295895144195974	0.275289571196652	0.374215694072658	0.377333797333997	0.250642098803529	0.840353136908428	0.151078002779676	0.244212399895769	0.633367539530014	0.79402305117321	0.660971074803355	0.113996975535693	0.826174224662084	0.891511450013264	0.840873936741608	0.520187287646648	0.839670553675302	0.803409363826389	0.16604656499935	0.64371114213484	0.459231361799024	0.42055135251852	0.802616802103136	0.534097641818584	0.699944096457397	0.545746574926252	0.815419408202585	0.77683862641942	0.600304184178718	0.584563050814956	0.245966186624813	0.86144016462072	0.150922572336915	0.296437155549903
Muscle cells (Pectoral fin).lz	0.777313628242431	0.421590018603375	0.702008425865622	0.758123074512603	0.420489828101988	0.891716301743876	0.557068504458666	0.422243555263092	0.574783824158897	0.559621437351168	0.277813795218821	0.486399007979896	0.750484815219266	0.44832964271122	0.301243213888789	0.690293407065222	0.886287241334952	0.55989319590023	0.800004797543214	0.748395409444814	0.869877796926381	0.499642127244527	0.303462233426984	0.655471441013013	0.595617551780537	0.469900574012223	0.231684991817087	0.642965634039329	0.534824185468952	0.800968451876126	0.432544182900988	0.433908440109752	0.704687380665146	0.727718517730115	0.894048355135426	0.723950623929333	0.647634776383985	0.975603552601891	0.609395775937935	0.485866737476415	0.927562731542189	0.798546337257609	0.575956521210491	0.946442648468578	0.357087430160028	0.58892581659359	0.582143602952767	0.277269338330973	0.210159650640031	0.517644050748409	0.571983580127699	0.723158167498326	0.235936112125886	0.556806122673069	0.334321382315798	0.634345039495308	0.53066770954129	0.384801384762727	0.217798817161364	0.595615888662968	0.909227420541703	0.877679522721471	0.587251682199007	0.616347704868927	0.523264617460682	0.654720702429297	0.516441125358453	0.576735617637543	0.706364315545447	0.129189423202772	0.235571513392494	0.202593552713895	0.311126728421594	0.45275039951536	0.0962060726401942	0.131206205609065	0.114972010804494	0.103571545261165	0.135849170479602	0.181756778677347	0.182246229216422	0.19353746808222	0.209570050621522	0.324139614046389	0.253981879239402	0.236580733078476	0.112063832403578	0.181934179306721	0.279122113734252	0.150676013007236	0.153433249012848	0.101231227733021	0.12786451142233	0.152958317889084	0.0870706751359227	0.0639248966005366	0.104545151963572	0.164848675156159	0.0863179261793808	0.496004644714884	0.240697853219115	0.120056276577026	0.341813504454695	0.179123992677835	0.145076223700033	0.172265662319219	0.0930304800741267	0.436427886043215	0.275560526747752	0.227758826306897	0.119791321114034	0.0624252680830235	0.226465392404005	0.115465663303189	0.0631085992905642	0.133548948192217	0.0622712960226856	0.227669290490081	0.649551376820235	0.0694174944049408	0.525770500849708	0.124081593192381	0.179359616960272	0.230488173954816	0.732986571469551	0.124829002183988	0.111412144319112	0.392885377128737	0.579411853393156	0.730714554147592	0.85504566654247	0.955991391757245	0.802817827255782	0.103929022799584	0.456669079983375	0.250636131861563	0.137197822582313	0.854282670122085	0.842414697420586	0.7580302584783	0.849804324005337	0.821775221031059	0.588362789406517	0.738944722422096	0.585339170506638	0.141554817243093	0.526007887617542	0.298386764580619	0.136565155985885
Nephric duct cells.lz	0.826218622515366	0.763664562928238	0.686923776164094	0.686305020106281	0.307189317666266	0.759957994878798	0.763193285784351	0.53680274936158	0.577489300677746	0.592055259953346	0.535027312027891	0.451566231550258	0.645384344517021	0.456505011350688	0.397424180222251	0.632856510322722	0.534409125102131	0.456099770811109	0.857184068410561	0.773453760878257	0.780611710669625	0.860787728924205	0.711427099863582	0.318887663147565	0.319834168109876	0.402280050860194	0.322977354231426	0.49248328617674	0.491555793024996	0.600111330652282	0.579566551765844	0.435864036923625	0.37657383669469	0.538457024923454	0.445735795241053	0.449283289759057	0.541467018849	0.609395775937935	0.805029934687953	0.376266589056366	0.582968490158119	0.583661125290184	0.357473451704175	0.591274663304652	0.393984806557951	0.336000997822932	0.446075275431009	0.29386024801252	0.528736266153357	0.783847617123301	0.350040921547931	0.650719491684053	0.608752704211777	0.648879383083299	0.734937246776946	0.607893075685011	0.277951478591673	0.305836460979076	0.381639046068344	0.287530133983634	0.69322548097419	0.485274015071527	0.490209627393315	0.669060823665354	0.445033505527555	0.576786098681533	0.813711733732299	0.85104040817951	0.894734654200471	0.418147117557495	0.22285241618968	0.28100495976177	0.514453077802111	0.449169380930841	0.749658484737911	0.796815331277802	0.728274740909086	0.763072050866182	0.675465799647819	0.414157938956001	0.818945768896915	0.824548730775533	0.705312066698328	0.33454744112763	0.325057675146119	0.288074152817947	0.757942062958728	0.416868929861091	0.341583566069703	0.340015014774657	0.435022577003709	0.189739746578965	0.360354167878113	0.416067798640579	0.252968504187777	0.226299461852288	0.32266003371601	0.287288592020609	0.24808719543383	0.259783518964953	0.215426072963237	0.621547574253132	0.384631503710421	0.731265000475294	0.774511256615879	0.806190060643128	0.266760149056758	0.322705608059075	0.260303709205738	0.654428319139574	0.213858252996205	0.6841361329827	0.793725600221986	0.48934761504627	0.32024370614419	0.438111865324284	0.299602177151439	0.64793509885618	0.685271381847691	0.359350613154961	0.283251508537774	0.132614681499278	0.132090928841431	0.192136588334661	0.451945173753635	0.128950436575536	0.14956292111776	0.262179678917759	0.250825466209337	0.448349100257192	0.740323993967319	0.609921742348875	0.476827715826719	0.313582800728193	0.320157242319718	0.603312238326211	0.520212175511368	0.704825307864485	0.696059942732433	0.633466837768819	0.723809030153045	0.711554448895387	0.32472432723124	0.576546169512197	0.547966086527631	0.228751502023169	0.362906941622803	0.501113809959324	0.529983650198922
