Chondrocytes A.lz	Chondrocytes B.lz	Chondrocytes C.lz	Chondrocytes D.lz	Cone cells.lz	Corneal cells.lz	Endothelial cells.lz	Epidermal cells A.lz	Epidermal cells B.lz	Epidermal cells C.lz	Epidermal cells D.lz	Epidermal precursors.lz	Epithelial cells (Fin).lz	Epithelial cells (Mucosa).lz	Epithelial cells (other).lz	Epithelial cells (Otic vesicle).lz	Erythrocytes A.lz	Erythrocytes B.lz	Fibroblasts A.lz	Fibroblasts B (Fin).lz	Fibroblasts C.lz	Fibroblasts D.lz	Glial cells (Peripheral).lz	Hepatocytes A.lz	Hepatocytes B.lz	Hepatocytes C.lz	Inner ear cells.lz	Intestinal cells A.lz	Intestinal cells B (Exocrine).lz	Keratinocytes A.lz	Keratinocytes B.lz	Kidney cells.lz	Lens cells A.lz	Lens cells B.lz	Lymphocytes A.lz	Lymphocytes B.lz	Macrophages.lz	Muscle cells (Pectoral fin).lz	Nephric duct cells.lz	Neuromast cells.lz	Neuronal precursors A.lz	Neuronal precursors B.lz	Neurons A (Brain).lz	Neurons B (Proliferating).lz	Neurons C (Spinal cord).lz	Neurons D (Brain).lz	Neutrophils.lz	Olfactory receptor cells.lz	Oligodendrocytes.lz	Osteoblasts.lz	Pancreas exocrine cells.lz	Pigment cells (Iridophores).lz	Pigment cells (Melanocytes).lz	Pigment cells (Xantophores).lz	Radial glia A.lz	Radial glia B.lz	Retinal cells A.lz	Retinal cells B.lz	Retinal pigment epithelial cells.lz	Rod cells.lz	Satellite cells.lz	Skeletal muscle cells A.lz	Skeletal muscle cells B.lz	Skeletal muscle cells C.lz	Skeletal muscle cells D.lz	Skeletal muscle cells E (slow).lz	Smooth muscle B.lz	Smooth muscle cells A (Vasculature).lz	Undifferentiated mesodermal cells.lz	Apelin cells(H).z	Apelin cells(P).z	B cells(H).z	Cardiomyocytes (Atrium)(H).z	Cardiomyocytes (Ventricle)(H).z	Endocardial cells(H).z	Endothelial cells (Blood vessel)(H).z	Endothelial cells (Blood vessel)(P).z	Endothelial cells (Heart)(H).z	Endothelial cells (lymph)(P).z	Erythrocytes(H).z	Fibroblasts (Heart)(H).z	Fibroblasts (Liver)(P).z	Fibroblasts (Pancreas)(P).z	Granulocytes(H).z	Granulocytes(P).z	Hepatocytes A(P).z	Hepatocytes B(P).z	Macrophages(H).z	Macrophages(P).z	Microglia(B).z	Monocytes(H).z	Neurons (CNS)(B).z	Oligodendrocytes(B).z	Pancreas duct epithelial cells(P).z	Pancreas endocrine cells (alpha)(P).z	Pancreas endocrine cells (beta)(P).z	Pancreas endocrine cells (delta)(P).z	Pancreas endocrine cells (epsilon)(P).z	Pancreas endocrine cells (gip)(P).z	Pancreas exocrine cells A(P).z	Pancreas exocrine cells B(P).z	Peripheral Neurons(P).z	Radial glia(B).z	Smooth muscle cells (Heart)(H).z	Smooth muscle cells A(P).z	Smooth muscle cells B (Endocrine pancreas)(P).z	sst1.1 cells(P).z	T cells(H).z	T cells(P).z	TNFalpha cells(H).z	Undifferentiated cells(P).z	Unknown(B).z	Unknown(H).z	Ciona10	Ciona11	Ciona12	Ciona13	Ciona14	Ciona15	Ciona16	Ciona17	Ciona18	Ciona19	Ciona1	Ciona20	Ciona21	Ciona22	Ciona23	Ciona24	Ciona25	Ciona26	Ciona27	Ciona28	Ciona29	Ciona2	Ciona30	Ciona31	Ciona32	Ciona33	Ciona34	Ciona35	Ciona36	Ciona3	Ciona4	Ciona5	Ciona6	Ciona7	Ciona8	Ciona9
B cells(H).z	0.200177344814595	0.342610288258568	0.259408531056312	0.189866161321368	0.330873926070635	0.275233756462208	0.473767910549758	0.741790545987139	0.761580172539564	0.746648839348943	0.732526355391038	0.582789444091639	0.492393870598985	0.784588243995778	0.87989304302874	0.317632631625656	0.524306616297183	0.622575468237033	0.207543878250475	0.136431073817675	0.242309310147922	0.341464375263938	0.516166711579649	0.151792318461231	0.176523514598271	0.193778555201511	0.58373748616008	0.296253504723112	0.577225466133524	0.451086885101586	0.532768426812892	0.161722673367895	0.252116659515946	0.109852824304655	0.760443411961829	0.873379534907741	0.873550942786534	0.202593552713895	0.28100495976177	0.777324263608428	0.216205398886201	0.158369961880689	0.298952643451442	0.239373512462191	0.412447998690448	0.35669579027464	0.890080735505493	0.718736568941945	0.438084397810714	0.255189840712826	0.315243320510097	0.421633890779401	0.678210702140577	0.455660116876629	0.253588321551507	0.13691155768991	0.287505966231884	0.397715693104378	0.597464965180593	0.383423834123774	0.265456858122452	0.247150961358178	0.519071502293231	0.318964884176596	0.50809210652816	0.509428976168697	0.452739582127543	0.320017815490637	0.205485901795547	0.974066475085129	0.893945432197799	0.983228133453562	0.841171925235602	0.825757282925071	0.918125739327235	0.883988023509057	0.694566061738993	0.9298346773993	0.701497779861564	0.947903520627717	0.838753340161987	0.55492209231503	0.531008371683344	0.975265378736975	0.926697721810436	0.399722432083942	0.662835741985144	0.960527420975095	0.930458884619618	0.939714388171398	0.981296018848149	0.750802249314353	0.685843464982302	0.708985674198644	0.700291649363238	0.737421165319293	0.748221858908596	0.451964692894867	0.706462067830256	0.263865855598787	0.508979356603318	0.661792910300037	0.473613697352956	0.884123108591414	0.614376329907393	0.540874353118242	0.722441577774488	0.964672185624469	0.946663423926588	0.873403346327638	0.577318383502178	0.681283009145949	0.888084636143898	0.688693473795634	0.684728413546246	0.72410688687913	0.811634797422594	0.634046777231584	0.265015428161147	0.623851175451226	0.66455808540661	0.512822635225946	0.533143369718552	0.795398223720921	0.43465002050692	0.859608754358662	0.716070418349003	0.777417768478115	0.667845371297957	0.524695017750177	0.35890719280078	0.33763689038965	0.425535926513029	0.534248716691555	0.637256501033119	0.390139774517906	0.492125441518572	0.479326900861683	0.27891062239467	0.446696035667908	0.294144784163769	0.377153864702989	0.596983901615427	0.305965465982273	0.381052425872763	0.429688700827429	0.761256026305924	0.633410252387903	0.646524397617144
Cardiomyocytes (Atrium)(H).z	0.226929153782124	0.201880667098754	0.233527554855972	0.400877179741925	0.661394504417479	0.357267455466961	0.546443094890946	0.247467727142964	0.2751751461314	0.172772037550308	0.23087196916754	0.31523859401738	0.187468006728727	0.244980711467929	0.252189980042796	0.345609808414417	0.459103314296796	0.455264362886568	0.295128469265688	0.237891275009991	0.319291519997148	0.310950914757266	0.496934894561511	0.317975790717632	0.448005906607048	0.373313080587591	0.68935305001601	0.14344918836279	0.126488120812502	0.26716556415262	0.213207578787008	0.341280930406851	0.379343471459951	0.492528840831102	0.233322432401303	0.225325565216714	0.158891385304339	0.311126728421594	0.514453077802111	0.503754271603762	0.214009516009821	0.18084861836119	0.437434459590554	0.279432505498583	0.663622431875868	0.448657844545439	0.157005323931521	0.365137690422626	0.339761410369609	0.403183831638698	0.606865384749137	0.28132364884024	0.521658556192152	0.322362653669819	0.498825829440518	0.415841989218417	0.510181469914746	0.66631311608821	0.385878338369771	0.567752448523351	0.794883453915095	0.518623718124794	0.94404133976481	0.935215902787162	0.92701480832012	0.954173566403534	0.855768196786285	0.651363186052477	0.227377932302372	0.892853891961858	0.452916547394108	0.841171925235602	0.978781348275146	0.987990161668055	0.930431942665437	0.9278658515849	0.626623918509755	0.936664736957632	0.589947759072123	0.964719344475647	0.910430247780573	0.762063855802754	0.72103532697407	0.820328269460016	0.288524306117333	0.554885717888663	0.760642856074209	0.709447507320947	0.230281788934755	0.448992077629651	0.854540492413963	0.721790519541975	0.663518433647214	0.594774049798489	0.578223730188496	0.5516141361652	0.651034769911985	0.477991391067708	0.492565814526977	0.263114519876516	0.622271043851667	0.472356530611066	0.444510213473719	0.932856940903098	0.805496094519983	0.877314523692935	0.558713080564573	0.881273906740999	0.20028814168713	0.874303082219116	0.512647272313876	0.727972118818293	0.948104425882246	0.590300433319711	0.552653019487926	0.713081844935678	0.652265505132405	0.455844685539082	0.220361642555636	0.496453942893709	0.325103513512133	0.469338931267431	0.525996059428473	0.769948751914656	0.486989501150985	0.44986006780308	0.581054946282905	0.357053324416224	0.261854459328641	0.509804415855476	0.646940299612268	0.368484754951133	0.453317970433452	0.699667067928188	0.681401534752726	0.404303871231688	0.687973835799639	0.342091396831552	0.338982688995243	0.259982158073742	0.396601912476477	0.429759460839365	0.574056377923322	0.400847061922322	0.153591997544719	0.514621633377344	0.652666490665995	0.980329805405233	0.660798665814898
Cardiomyocytes (Ventricle)(H).z	0.222973579996377	0.239099038753148	0.260141846441	0.425579040631771	0.716129818038312	0.325381759674918	0.416336013521585	0.282866984294541	0.294256303735239	0.188911865785327	0.272701543955993	0.420532753835268	0.224299786370095	0.274716382435275	0.220158263531829	0.296489475129425	0.655734430982373	0.643273513480815	0.304709744228733	0.299978073260273	0.287152015261722	0.278407116081972	0.40235632644921	0.473763947961375	0.56034955488583	0.490705930757715	0.791817089250214	0.231230108080229	0.163187373027278	0.310554058511481	0.242437784433292	0.548100649581583	0.551671259931487	0.71285911221728	0.271445972163436	0.206441445444119	0.18298429519548	0.45275039951536	0.449169380930841	0.587646473036264	0.183592087223935	0.159927957802167	0.36432623669991	0.286951614687053	0.591164027702404	0.387958298225879	0.137460977674674	0.319147819149561	0.380368650018799	0.360681732841874	0.639936067121179	0.231960900565985	0.543490370439192	0.389251676699729	0.40579083838596	0.44105203260629	0.52468193580384	0.533516359588204	0.386856165234275	0.540959886713007	0.872060447212706	0.704922045000195	0.964110079980589	0.959195364970321	0.95076688216146	0.97239987430009	0.870659188045851	0.569146471118458	0.210590618108086	0.900416728499991	0.32677789861192	0.825757282925071	0.987990161668055	0.996746764109562	0.928839320465827	0.90854958834621	0.448956791442899	0.915703954783617	0.402350252628302	0.974751781747859	0.905595899160026	0.645562485604649	0.537603510459536	0.703246562666184	0.196915693185727	0.512498105493529	0.603036985303694	0.604614476268335	0.0948993454759228	0.179546187627781	0.781739184088626	0.466386660664136	0.407333630162191	0.424588370993022	0.364062057660439	0.344700859207389	0.528370936835449	0.265481160420893	0.272892504604132	0.310628655317682	0.490540743959624	0.208686057696531	0.169621811453702	0.945297733132482	0.66918814188391	0.842506311645436	0.352903271981827	0.877239242651593	0.105805006214098	0.805486286241168	0.355079620229174	0.530717096264906	0.953640966289134	0.415902006404883	0.413988048442284	0.623478579272302	0.426078806173677	0.29212697140171	0.164276372388893	0.253005373976304	0.479336079959042	0.473620952229824	0.560573202196109	0.750074115895059	0.667593148255128	0.452639446879987	0.599975712991373	0.381667256416816	0.397911321362152	0.546601184605363	0.749892296977975	0.590506692198829	0.695906921103409	0.462199176925583	0.749738307095606	0.509867682950507	0.591606233379487	0.482404571856485	0.385628522990215	0.30229275694536	0.422670383041423	0.484548885053318	0.766797604979252	0.461375456679686	0.26917584859902	0.518003355979679	0.634694519435317	0.992120025388602	0.585960852504672
Endocardial cells(H).z	0.441149025908264	0.26743655576869	0.297254936730185	0.49990830398338	0.277246036523932	0.466939740336103	0.880195965181684	0.652921753530089	0.648583297771379	0.640256592462929	0.654778440175882	0.544939112412319	0.52600834134405	0.609910747872687	0.792313773952278	0.58714764162271	0.166813988322099	0.17502323827924	0.54668731424759	0.330524380812749	0.512164208448993	0.787664231919973	0.54170809176583	0.0555879905214146	0.111498361838809	0.16081309696656	0.39461352714214	0.140841682101177	0.426979480143475	0.386530500292449	0.544438669677828	0.290570908226271	0.0769339987614284	0.13765059861191	0.279695200488375	0.346832473757627	0.503987595336859	0.0962060726401942	0.749658484737911	0.736247352123042	0.142987620471803	0.141446642626314	0.151251500751441	0.159249388775986	0.259548713735575	0.122533874624064	0.665920874684758	0.456626309619981	0.428517604622754	0.558028523849103	0.192549626340462	0.409309675639478	0.757051211304447	0.389471256545085	0.700166763412185	0.275752959023673	0.103334619230487	0.254467502519592	0.494259015657169	0.24078321873407	0.40830419779519	0.109357794748843	0.614777283398174	0.489847785050301	0.60410103629517	0.601823391186832	0.7585565544876	0.812257601025667	0.514190650419282	0.965451365881851	0.740392476491408	0.918125739327235	0.930431942665437	0.928839320465827	0.952774804118076	0.952492205263325	0.915900568937281	0.952774170511036	0.883267107955303	0.918135782028455	0.937678512853932	0.906040828640187	0.83594088495173	0.939737515451402	0.802920356125076	0.401422424649061	0.889844765140938	0.895570036632251	0.751859984955985	0.784106688071672	0.95266590892986	0.629941601262081	0.634667420813155	0.832995838943538	0.816952572295593	0.768829761186339	0.753525836664167	0.643545164041965	0.728524892802492	0.130806139560806	0.561277271767616	0.832982145510718	0.630012133483444	0.930349565660616	0.905774613556055	0.917380589507715	0.772593934504815	0.869600917586095	0.678970053955658	0.902254742059624	0.689055733474668	0.934050245159453	0.972361495204064	0.890447594105186	0.685854507737252	0.724268571238159	0.907366157981381	0.864645737814324	0.393461282209641	0.797146295398534	0.299890059275237	0.358096133000561	0.366860004806937	0.653947788685161	0.204134857551915	0.678078140442311	0.759481765223719	0.535390917778353	0.453361392815172	0.539697279286923	0.563047242812336	0.169901491661298	0.224249981429473	0.738642643409768	0.360418006448147	0.572093837756986	0.845259622648921	0.418097802253808	0.427405433445978	0.476283997555383	0.372846151982718	0.597294465211325	0.299220401519746	0.367680505294702	0.571667801896066	0.521237468548947	0.46688610153883	0.812684061771823	0.815643066965562
Endothelial cells (Blood vessel)(H).z	0.584266700724148	0.336424688923328	0.238492107113247	0.435355621837218	0.281795310517389	0.518325526906845	0.898112528807794	0.412634729373804	0.39754288906048	0.418303545965052	0.40592360919789	0.285882260488163	0.460137354124637	0.396936809186355	0.578535378306483	0.476423425954221	0.188662392444408	0.194765282292909	0.634115610757817	0.393344534539435	0.643706463543806	0.841205740202233	0.654871311767504	0.0409424669285329	0.0603432424818092	0.0709935020089611	0.395274221579993	0.0712991645420568	0.196690874908674	0.290645147432482	0.397590078087137	0.22925557106953	0.0985495750673809	0.129251444801317	0.338877280517612	0.357507695749454	0.486784786383417	0.131206205609065	0.796815331277802	0.52542399200902	0.205669187860757	0.131282321127681	0.345300266963317	0.204561954946558	0.400621860687344	0.202878526681089	0.743356639678595	0.322980997622997	0.434329090626279	0.666773348556054	0.128765167675871	0.396713656706083	0.749429169002096	0.2763020172522	0.675009174615001	0.215372432126977	0.2327358259243	0.215224630501284	0.380205500838942	0.281619469390131	0.521505769161249	0.133077493972822	0.605462641864125	0.554234826192597	0.640678050022981	0.670486534823195	0.818300351838819	0.872882360376765	0.711958194135976	0.962710636067856	0.687967523151237	0.883988023509057	0.9278658515849	0.90854958834621	0.952492205263325	0.965783306291689	0.926269340676393	0.954178899206431	0.89019541385046	0.897799839351777	0.942608160305717	0.927048994840511	0.843802501701022	0.932815595476493	0.793658563918164	0.258740047035573	0.898955233896722	0.887324418065359	0.642719228499581	0.764973148241051	0.944099098894766	0.7055197327973	0.62002947353316	0.755674716052907	0.677181302277961	0.638791961273929	0.660737301326614	0.60027041644132	0.635432452209686	0.134347843188901	0.403182773002703	0.824138654578504	0.517329106833436	0.937045149284465	0.935576664366381	0.911725706781363	0.646816954526744	0.879869115315595	0.616860055601965	0.907643942814689	0.553395486707587	0.935851864970083	0.969791355492513	0.87831314204098	0.807573988389792	0.839453427991854	0.87154687399795	0.863290513794022	0.537871514913384	0.817452167830935	0.189489814942714	0.428515626698997	0.424405085626839	0.514280915970496	0.320244000633914	0.573932631730213	0.669635080722219	0.400525894741778	0.365494255768648	0.554481187276848	0.573052838127572	0.306444027074513	0.362576314129876	0.814550233839038	0.356552683599947	0.67164441689506	0.74272353162862	0.217943291616219	0.407521933638844	0.32799229163761	0.255789469681904	0.298197903828399	0.375891071591592	0.266586230693357	0.486796123549213	0.64582954998404	0.485754772433581	0.899850510822523	0.92023312486558
Endothelial cells (Blood vessel)(P).z	0.547663542136133	0.412941775171549	0.287009964724747	0.326900778350232	0.252513786012313	0.475175355961326	0.851384294551041	0.556581779539382	0.513016215269753	0.580293772935597	0.604341580804677	0.449758366668024	0.42195697145391	0.53363674904167	0.539916743686961	0.431159270819717	0.161496764169133	0.212969037142704	0.543385887887109	0.472780532989267	0.565533635325292	0.788733220254259	0.520579353409096	0.275340081027661	0.348308582910114	0.402049121430422	0.395701814110986	0.362160269615207	0.491895036049381	0.308957267694317	0.489456169991605	0.51652787907161	0.212697412721204	0.135929393979763	0.280286386784593	0.342587327220648	0.452190005153831	0.114972010804494	0.728274740909086	0.508138701227562	0.159005243536955	0.261993617666549	0.178248427036889	0.142207443216575	0.232958182155859	0.145393661594089	0.674234001157138	0.432079395399193	0.45403419079017	0.635162807447	0.259279580557885	0.382178798082026	0.636514724081556	0.433747799698115	0.655194737895624	0.393904661764468	0.17698530175881	0.234477516756924	0.42809422066203	0.192915410659178	0.273594163397642	0.114585474070419	0.204155706326395	0.329265963684407	0.237606492781537	0.23548720883757	0.679636645992532	0.761177566160914	0.635382889629715	0.853084802013808	0.895865290094429	0.694566061738993	0.626623918509755	0.448956791442899	0.915900568937281	0.926269340676393	0.913227003860075	0.91432529188903	0.864284916919236	0.652135876994732	0.879395887963825	0.903870350024716	0.819643868383001	0.827824953826629	0.842178337748648	0.77539488410769	0.878674741067591	0.773290131146981	0.752183451655125	0.708813975698445	0.855385149293426	0.500481541935501	0.553490824633522	0.839269023357115	0.795896777608956	0.769871556579725	0.699637113958125	0.799689439332773	0.7626174527803	0.883705179269842	0.765124508757499	0.838855454021062	0.616381271113279	0.881314610470442	0.904343255428697	0.888573992779175	0.755927497909795	0.670904634884734	0.82140350178114	0.855163498526432	0.793481993575142	0.895163357870509	0.930958677581439	0.918524239653834	0.721273853859232	0.782528593597324	0.880135656060263	0.94326342520495	0.690952454250538	0.899202606654699	0.39480338112216	0.267953608196351	0.261071770828269	0.64704934122246	0.320464833669277	0.720379470375121	0.636557984373954	0.619253899421273	0.40152862244074	0.47046357107106	0.21341239909997	0.220072292464315	0.315629018657842	0.641335299401017	0.41650992911662	0.612721918649326	0.855934106341658	0.342600216121597	0.401317132395852	0.438117578098719	0.348520213930308	0.415647872374127	0.393027195850371	0.436633271483514	0.683017438978763	0.565411202464017	0.486226213448658	0.50976655429009	0.857822269279558
Endothelial cells (Heart)(H).z	0.495766434452418	0.324344856271214	0.349209273270354	0.520496183315714	0.259673353013275	0.486334901271046	0.871479264644149	0.609596769526855	0.573699637256851	0.555982650308315	0.594305159027138	0.466421250074526	0.604861047964884	0.646034815036355	0.788721592540908	0.63560877454162	0.136179716446566	0.128777294895115	0.572345800248366	0.349377545398933	0.539928419109099	0.803511281141953	0.603641931862787	0.0483565781865677	0.121937377329653	0.143844602146844	0.33362825092581	0.13722184174117	0.372770214126765	0.478076655001496	0.675028677622353	0.222917846899851	0.0756054558382132	0.131251302434269	0.308559434519216	0.483987292093538	0.502127306918579	0.103571545261165	0.763072050866182	0.650128468810935	0.175931808936523	0.141221249895012	0.181735195374651	0.193080507266363	0.247414975114741	0.120702384591712	0.733850789721355	0.372628200021609	0.388488494233746	0.59352332372991	0.189368146881892	0.373231753761056	0.716283935622971	0.364835231024242	0.699709797409387	0.290320781962191	0.131169985068471	0.234594094174296	0.431479289041831	0.259661877868036	0.423553214419579	0.104649512857635	0.595678080788391	0.500197910623004	0.603288993594319	0.58481292819522	0.784326187347953	0.824932893039808	0.590083529351414	0.968936947455076	0.757952654853692	0.9298346773993	0.936664736957632	0.915703954783617	0.952774170511036	0.954178899206431	0.91432529188903	0.955587170566112	0.879493211890135	0.916477877033585	0.935890784337418	0.914599518720959	0.84133527795109	0.946366468853193	0.833465961741003	0.398923094521675	0.893165862746074	0.896283183041911	0.755898065609721	0.8209477639526	0.957155076034974	0.668229814094646	0.660439783697263	0.857237210704259	0.768907512731276	0.74355348383177	0.718226979617007	0.605394859091047	0.711383057030354	0.117753794594702	0.568948465619938	0.831888459545391	0.668334869953926	0.930413982424269	0.908760432682621	0.919971658868832	0.75039744202587	0.889212804367014	0.735883972255832	0.90478689131943	0.659134814659973	0.940875387781055	0.974063565752115	0.888902878208165	0.718496937121551	0.827569268372431	0.885831288859787	0.866339660179692	0.480447325942742	0.799330187767616	0.266798706557098	0.32044320204868	0.281656164741336	0.54648291258476	0.196184804332849	0.589661453492329	0.741915796876487	0.381213989400405	0.348527670859532	0.578893461027743	0.587365319185998	0.183982635581794	0.219402974713227	0.750542040300073	0.300482322816895	0.57909487302077	0.870804756677637	0.391159813235002	0.461391421394816	0.453275983757541	0.372131512758152	0.547521549694877	0.25270272309055	0.26591507080239	0.522361436291664	0.52942140240459	0.447326924515669	0.824113845610791	0.860828690302722
Endothelial cells (lymph)(P).z	0.573773025495338	0.493787742382769	0.366911196452104	0.429853249521632	0.196975292745516	0.500802168482329	0.789949920593439	0.541580664071406	0.489700101492544	0.58794257071448	0.568885237057183	0.479372980710397	0.408588813077376	0.536068217521856	0.511198676108596	0.396309699391452	0.17693410711097	0.240323746057409	0.56841008429918	0.523344054258026	0.560506474728287	0.796875158898853	0.399716963201317	0.328022777944755	0.372933598218048	0.46480956455868	0.438179766543588	0.409317270397034	0.549019181187825	0.326378635079255	0.457123531230674	0.642146736562434	0.227605668336468	0.176526973664634	0.282713503823294	0.332154204920086	0.540067861608878	0.135849170479602	0.675465799647819	0.54470039639703	0.230316400476479	0.262243455999222	0.199648819009083	0.187875181012867	0.203640027621858	0.108021171199834	0.668455530420684	0.479261080166532	0.47926254149147	0.580274373175359	0.300391119897558	0.419353939695708	0.548203867180032	0.510302137587568	0.577298407952921	0.326218643130105	0.0893902090810732	0.149419123508055	0.336546669167947	0.184898432583485	0.284983544816473	0.116764312625377	0.260690417588684	0.358507254747016	0.311893095836784	0.257840754908398	0.616038999238806	0.71303125110487	0.661307493309183	0.827769936246153	0.884903840189871	0.701497779861564	0.589947759072123	0.402350252628302	0.883267107955303	0.89019541385046	0.864284916919236	0.879493211890135	0.812160616458973	0.623603100090895	0.855458974180985	0.86747641040017	0.753319701688455	0.817865595413004	0.795669110504762	0.761340400431968	0.823443671404172	0.767538040403364	0.7379992415185	0.741886523613303	0.859553197452218	0.46382198563666	0.601043889603532	0.780794403690004	0.764987327512278	0.731049453871069	0.705262373074923	0.753412774003191	0.721067721112342	0.876164084555034	0.764851836531474	0.752866806221424	0.657205260310972	0.847935952430093	0.854279743597057	0.843362688913723	0.72352462176241	0.602207737551301	0.801821402318555	0.78975922045385	0.706393592201932	0.888595848818553	0.91437308733915	0.880765909155356	0.601573223501252	0.693442410937564	0.8632590603736	0.918291057551294	0.562963468973772	0.84328249098645	0.487334663391574	0.247787416516025	0.319772347378577	0.647117910301092	0.375531942100854	0.745803044311802	0.645447797235122	0.627045365004025	0.525771554503134	0.653207570368537	0.31779168790952	0.360446227817777	0.418239543577457	0.549860722824484	0.463945944456601	0.63686462885441	0.833021087871441	0.377552177581611	0.38584075374615	0.418279528970334	0.308056025708719	0.404659696064055	0.436824054268157	0.400686134044396	0.710148211340196	0.674355143146598	0.59171854582541	0.277133154616899	0.845281916273925
Erythrocytes(H).z	0.201967886330986	0.391724871785536	0.179063753059402	0.27310068169413	0.528701797014754	0.15493595381401	0.527550470803336	0.557190773125412	0.506153611593238	0.487862689668097	0.618388391555249	0.543048693639144	0.199790579974691	0.541352178697014	0.630170874357112	0.240750021848166	0.846913655544468	0.937327748097712	0.152075073689418	0.1811353228452	0.119551820757932	0.33942921375662	0.659307111631229	0.43755098021359	0.462317357485555	0.492698769578876	0.824044136903531	0.356963807872496	0.533394362478417	0.161080108741846	0.27992208371904	0.383511681347644	0.484338438403065	0.541822948916872	0.243659440883305	0.38679703055467	0.417554433704858	0.181756778677347	0.414157938956001	0.702071064795014	0.103060632334028	0.194928823716761	0.318046295997908	0.090556234814717	0.480799804309049	0.345870493545303	0.345442550030505	0.630065316623642	0.704501233798525	0.350853272091418	0.502785327813788	0.516078156944613	0.777497550642219	0.652272793800468	0.375980047053109	0.354042554514424	0.469441085427989	0.517277819737371	0.723877975724385	0.362859467369665	0.371389152458338	0.449050241748718	0.885418739267499	0.897944982389232	0.860920973146704	0.904183912727056	0.675571965538448	0.472604427182949	0.196856761258737	0.941627289951448	0.627330348630543	0.947903520627717	0.964719344475647	0.974751781747859	0.918135782028455	0.897799839351777	0.652135876994732	0.916477877033585	0.623603100090895	0.990456268629844	0.872286066712663	0.643028608217945	0.604474941342459	0.829987071638626	0.488102548329232	0.519271213501115	0.672756537730124	0.884072545794201	0.544755977816193	0.586450023126341	0.900571013993941	0.559560601241576	0.659609375184853	0.55371124545817	0.615455171485538	0.646185794048502	0.771639459042928	0.488781883767515	0.51904375690091	0.449418618231894	0.495973057804467	0.453531456897251	0.345173864254683	0.905309209484195	0.693837905873504	0.692418939040599	0.616173910079066	0.923018538068226	0.489234065516886	0.736843407422195	0.646137296718486	0.671021342352438	0.95757520691842	0.761084922381457	0.716636910728	0.812801311274998	0.691309848166924	0.562770952378548	0.226922402573757	0.549647794679404	0.371323282906022	0.588999105514386	0.586532967674773	0.821563821941026	0.430401736620771	0.622352110104508	0.62227561729744	0.583792573929219	0.398733499067967	0.274537419699348	0.247186311029386	0.226279892940898	0.368769985562058	0.614838812936128	0.732957724372281	0.743862209343415	0.696127700901727	0.361858965073828	0.288897603510872	0.225188496350289	0.300923896914975	0.329401896752811	0.575386296081434	0.437048744138444	0.272420774638077	0.52382225847275	0.649926839871924	0.952085027443567	0.784677608516141
Fibroblasts (Heart)(H).z	0.739048752339577	0.56313914389199	0.636261633212247	0.456004655871774	0.270828914597651	0.641811691853095	0.822491969324987	0.415508243002647	0.465094381366192	0.464317456495594	0.432847036531221	0.283882424418884	0.504586536391662	0.37497666782369	0.625667176500124	0.618977510376711	0.195872223122484	0.20273493836325	0.799238907227586	0.622642247098123	0.716996120995083	0.887246451908096	0.583712522406258	0.0741497093779329	0.0905920422896123	0.155116709931056	0.441578721563537	0.15681902156596	0.29599546855451	0.375941831086823	0.48946541532742	0.259387940637451	0.0978890720633862	0.208637898565228	0.218343692572349	0.193282042353084	0.431585337560821	0.182246229216422	0.818945768896915	0.419072209275358	0.243717287054693	0.218937876102931	0.210965950210664	0.242723937877284	0.343679002394195	0.168805994585128	0.442671291629334	0.344122186563536	0.572334588324749	0.743363755570827	0.179787235115445	0.552096264987644	0.749233160374221	0.471661490278298	0.62134804838645	0.297419824522055	0.127206903332024	0.170569925102618	0.34556896186667	0.237856497799846	0.585513950003275	0.170247519029969	0.620089059554794	0.631228481040653	0.573941377997806	0.664061309077568	0.795703517221704	0.839665445748614	0.818746053119031	0.935751448017958	0.536176071237255	0.838753340161987	0.910430247780573	0.905595899160026	0.937678512853932	0.942608160305717	0.879395887963825	0.935890784337418	0.855458974180985	0.872286066712663	0.938043873087067	0.922134942519092	0.842453226771289	0.862205795792476	0.600043198254399	0.364569947268256	0.886554401444653	0.826082648423359	0.589662325842895	0.644313650084811	0.893315900951963	0.487315786575346	0.620231871006313	0.662375576314927	0.598079211965128	0.507584889707758	0.625729326420478	0.422040493363428	0.547475697697172	0.16665787034692	0.495259330445279	0.802941191782163	0.584022822561725	0.922445809673096	0.904760893946798	0.91116105179479	0.554770244899959	0.790339303868435	0.415921075527536	0.886932025577496	0.425585645249906	0.903346568007837	0.956546832093237	0.80778961856584	0.665136787296553	0.708421757444379	0.724778454348403	0.777838156952077	0.597085947895359	0.719138293215954	0.190740250671033	0.289349417354226	0.199395597159048	0.308213818967265	0.199633498627253	0.266849293892788	0.526094324305511	0.214864317625529	0.159955317444372	0.413756498778519	0.677228365849054	0.217392760336418	0.239795881232974	0.68714815348957	0.235636129795687	0.734817049628193	0.766162184127429	0.642164598425338	0.713814925117267	0.686978938383944	0.613011568498429	0.699597642906418	0.199286524556916	0.474310752463863	0.517975808914359	0.359295039393995	0.290363383307176	0.774006492145168	0.852882896745419
