Sub_Cluster1	Sub_Cluster2	Value
Proliferating.m	Neuron.z	0.509619244777778
Secretory.m	Neuron.z	0.541249747011111
Stromal.m	Neuron.z	0.484931779402778
T cell.m	Neuron.z	0.460512327527778
Centrocyte.h	Neutrophil.m	0.85917052425
Dendritic.h	Neutrophil.m	0.8252749975
Endothelial.h	Neutrophil.m	0.292265159357143
Epithelial.h	Neutrophil.m	0.29118610340625
Erythroid.h	Neutrophil.m	0.7183873148125
Hepatocyte.h	Neutrophil.m	0.7282594265
Macrophage.h	Neutrophil.m	0.758104085775
Mast.h	Neutrophil.m	0.54745859175
Monocyte.h	Neutrophil.m	0.9387333225
Muscle.h	Neutrophil.m	0.25930887675
Myeloid.h	Neutrophil.m	0.877530368375
Neuron.h	Neutrophil.m	0.27234981145
Neutrophil.h	Neutrophil.m	0.911230911416667
Plasmocyte.h	Neutrophil.m	0.660146134375
Proliferating.h	Neutrophil.m	0.224307099875
Secretory.h	Neutrophil.m	0.299827836535714
Stromal.h	Neutrophil.m	0.2870729004375
T cell.h	Neutrophil.m	0.81047802375
Coelomocytes.c	Parenchymal.s	0.699728917333333
DistalTip.c	Parenchymal.s	0.510323877833333
Epithelial.c	Parenchymal.s	0.693386302055556
Excretory.c	Parenchymal.s	0.810500804166667
Glia.c	Parenchymal.s	0.718036104166667
Muscle.c	Parenchymal.s	0.689426185666667
Neuron.c	Parenchymal.s	0.456852683316667
Pharynx.c	Parenchymal.s	0.601359014722222
Proliferating.c	Parenchymal.s	0.345504071933333
Coelomocytes.c	Phagocytes.s	0.933153284
DistalTip.c	Phagocytes.s	0.491563835
Epithelial.c	Phagocytes.s	0.958098813333333
Excretory.c	Phagocytes.s	0.939022999
Glia.c	Phagocytes.s	0.867806242
Muscle.c	Phagocytes.s	0.594942971
Neuron.c	Phagocytes.s	0.4665213112
Pharynx.c	Phagocytes.s	0.660346236666667
Proliferating.c	Phagocytes.s	0.3320542938
Epithelial.a	Pharynx.c	0.919690123222222
EpithelialA.a	Pharynx.c	0.769425621333333
Mesenchyme.a	Pharynx.c	0.414095811185185
MesenchymeA.a	Pharynx.c	0.548301027916667
Muscle1.a	Pharynx.c	0.610387682
Muscle.a	Pharynx.c	0.413298874833333
Neuron.a	Pharynx.c	0.613900022055555
NeuronA.a	Pharynx.c	0.796571555666667
Proliferating.a	Pharynx.c	0.350655248111111
Coelomocytes.c	Pharynx.s	0.757078257
DistalTip.c	Pharynx.s	0.829557906
Epithelial.c	Pharynx.s	0.762327491666667
Excretory.c	Pharynx.s	0.918757299
Glia.c	Pharynx.s	0.8920891225
Muscle.c	Pharynx.s	0.6505893315
Neuron.c	Pharynx.s	0.8198283955
Pharynx.c	Pharynx.s	0.812628128
Proliferating.c	Pharynx.s	0.2200409766
Endothelial.z	Proliferating.a	0.452123386722222
Epithelial.z	Proliferating.a	0.59563578665
Erythroid.z	Proliferating.a	0.526526520944444
Hepatocyte.z	Proliferating.a	0.635088721933333
Immune.z	Proliferating.a	0.497225848615385
Muscle.z	Proliferating.a	0.452195868820513
Neuron.z	Proliferating.a	0.399215514555556
Proliferating.z	Proliferating.a	0.674254423055555
Secretory.z	Proliferating.a	0.42681615705
Stromal.z	Proliferating.a	0.649503438944444
UnknownB.z	Proliferating.a	0.275138288
UnknownH.z	Proliferating.a	0.463288291
Epithelial.a	Proliferating.c	0.3690127824
EpithelialA.a	Proliferating.c	0.6932553093
Mesenchyme.a	Proliferating.c	0.563933276
MesenchymeA.a	Proliferating.c	0.52860659565
Muscle1.a	Proliferating.c	0.2267282836
Muscle.a	Proliferating.c	0.4933037557
Neuron.a	Proliferating.c	0.164702383466667
NeuronA.a	Proliferating.c	0.16909839
Proliferating.a	Proliferating.c	0.740263782933333
Centrocyte.h	ProliferatingEpithelial.m	0.476565513
Dendritic.h	ProliferatingEpithelial.m	0.1533654485
Endothelial.h	ProliferatingEpithelial.m	0.407656381285714
Epithelial.h	ProliferatingEpithelial.m	0.71841633375
Erythroid.h	ProliferatingEpithelial.m	0.66554662775
Hepatocyte.h	ProliferatingEpithelial.m	0.280634345
Macrophage.h	ProliferatingEpithelial.m	0.1328763774
Mast.h	ProliferatingEpithelial.m	0.125879931
Monocyte.h	ProliferatingEpithelial.m	0.102074967
Muscle.h	ProliferatingEpithelial.m	0.3790194902
Myeloid.h	ProliferatingEpithelial.m	0.4965025445
Neuron.h	ProliferatingEpithelial.m	0.6568984263
Neutrophil.h	ProliferatingEpithelial.m	0.248553757666667
Plasmocyte.h	ProliferatingEpithelial.m	0.3485055555
Proliferating.h	ProliferatingEpithelial.m	0.8283235755
Secretory.h	ProliferatingEpithelial.m	0.844055457714286
Stromal.h	ProliferatingEpithelial.m	0.54465206315
T cell.h	ProliferatingEpithelial.m	0.53911289225
Centrocyte.h	Proliferating.m	0.595878962142857
Dendritic.h	Proliferating.m	0.352093753428571
Endothelial.h	Proliferating.m	0.373356893836735
Epithelial.h	Proliferating.m	0.534068299482143
Erythroid.h	Proliferating.m	0.688301354892857
Hepatocyte.h	Proliferating.m	0.348206094857143
Macrophage.h	Proliferating.m	0.307760907471429
Mast.h	Proliferating.m	0.208185485571429
Monocyte.h	Proliferating.m	0.362829484
Muscle.h	Proliferating.m	0.413653703
Myeloid.h	Proliferating.m	0.573076275
Neuron.h	Proliferating.m	0.586776722257143
Neutrophil.h	Proliferating.m	0.432162793380952
Plasmocyte.h	Proliferating.m	0.437851558428571
Proliferating.h	Proliferating.m	0.682787992142857
Secretory.h	Proliferating.m	0.624884011591837
Stromal.h	Proliferating.m	0.525701049028571
T cell.h	Proliferating.m	0.5814798955
Epithelial.s	Proliferating.n	0.4825281005
Excretory.s	Proliferating.n	0.236902155
Glia.s	Proliferating.n	0.311193327
Muscle.s	Proliferating.n	0.3844683205
Neuron.s	Proliferating.n	0.2039759365
Parenchymal.s	Proliferating.n	0.556002815333333
Phagocytes.s	Proliferating.n	0.695783219
Pharynx.s	Proliferating.n	0.107505293
Proliferating.s	Proliferating.n	0.710506755304348
Secretory.s	Proliferating.n	0.453202539
Coelomocytes.c	Proliferating.s	0.462360087521739
DistalTip.c	Proliferating.s	0.513815577913043
Epithelial.c	Proliferating.s	0.443321563101449
Excretory.c	Proliferating.s	0.483114878347826
Glia.c	Proliferating.s	0.446842569826087
Muscle.c	Proliferating.s	0.371234455304348
Neuron.c	Proliferating.s	0.313576321973913
Pharynx.c	Proliferating.s	0.399008715536232
Proliferating.c	Proliferating.s	0.687650486608696
B cell.m	Proliferating.z	0.491366188055556
Cumulus.m	Proliferating.z	0.677617445666667
Dendritic.m	Proliferating.z	0.344836739083333
Endothelial.m	Proliferating.z	0.4780121265
Epithelial.m	Proliferating.z	0.406133012227273
Erythroid.m	Proliferating.z	0.650265806416667
Hepatocyte.m	Proliferating.z	0.394728513055556
Macrophage.m	Proliferating.z	0.334621516305556
Mast.m	Proliferating.z	0.5160514505
Monocyte.m	Proliferating.z	0.410297406083333
Muscle.m	Proliferating.z	0.501003877185185
Neuron.m	Proliferating.z	0.607479336833333
Neutrophil.m	Proliferating.z	0.443980516833333
ProliferatingEpithelial.m	Proliferating.z	0.7277992905
Proliferating.m	Proliferating.z	0.62468134102381
Secretory.m	Proliferating.z	0.4894679167
Stromal.m	Proliferating.z	0.503776609041667
T cell.m	Proliferating.z	0.549812620125
Centrocyte.h	Secretory.m	0.3707258634
Dendritic.h	Secretory.m	0.2548263862
Endothelial.h	Secretory.m	0.522316592771429
Epithelial.h	Secretory.m	0.7101300462625
Erythroid.h	Secretory.m	0.4632095759
Hepatocyte.h	Secretory.m	0.6189162452
Macrophage.h	Secretory.m	0.28595757024
Mast.h	Secretory.m	0.3437732364
Monocyte.h	Secretory.m	0.2659905539
Muscle.h	Secretory.m	0.42561198416
Myeloid.h	Secretory.m	0.3887252569
Neuron.h	Secretory.m	0.57095916264
Neutrophil.h	Secretory.m	0.315149135933333
Plasmocyte.h	Secretory.m	0.5408055876
Proliferating.h	Secretory.m	0.6154792471
Secretory.h	Secretory.m	0.878426576885714
Stromal.h	Secretory.m	0.48129115648
T cell.h	Secretory.m	0.3700266703
Epithelial.s	Secretory.n	0.661108442
Excretory.s	Secretory.n	0.750177185
Glia.s	Secretory.n	0.664066348
Muscle.s	Secretory.n	0.5613097185
Neuron.s	Secretory.n	0.7080155115
Parenchymal.s	Secretory.n	0.569730123333333
Phagocytes.s	Secretory.n	0.657822922
Pharynx.s	Secretory.n	0.749476542
Proliferating.s	Secretory.n	0.440579778347826
Secretory.s	Secretory.n	0.6521179816
Coelomocytes.c	Secretory.s	0.6998422534
DistalTip.c	Secretory.s	0.6117029108
Epithelial.c	Secretory.s	0.646541282133333
Excretory.c	Secretory.s	0.7326348912
Glia.c	Secretory.s	0.6970197325
Muscle.c	Secretory.s	0.617832255
Neuron.c	Secretory.s	0.63126559644
Pharynx.c	Secretory.s	0.713149062533333
Proliferating.c	Secretory.s	0.31152561388
B cell.m	Secretory.z	0.509271316433333
Cumulus.m	Secretory.z	0.5068801086
Dendritic.m	Secretory.z	0.388959573566667
Endothelial.m	Secretory.z	0.303750745225
Epithelial.m	Secretory.z	0.704063089172727
Erythroid.m	Secretory.z	0.50522629625
Hepatocyte.m	Secretory.z	0.771582226733333
Macrophage.m	Secretory.z	0.397607130483333
Mast.m	Secretory.z	0.4703057971
Monocyte.m	Secretory.z	0.3974491568
Muscle.m	Secretory.z	0.404469344655556
Neuron.m	Secretory.z	0.538683159283333
Neutrophil.m	Secretory.z	0.4310684811
ProliferatingEpithelial.m	Secretory.z	0.6443244369
Proliferating.m	Secretory.z	0.527803091942857
Secretory.m	Secretory.z	0.7501879583
Stromal.m	Secretory.z	0.40194097453125
T cell.m	Secretory.z	0.477245207825
Centrocyte.h	Stromal.m	0.1772726633125
Dendritic.h	Stromal.m	0.31829373565625
Endothelial.h	Stromal.m	0.605319169357143
Epithelial.h	Stromal.m	0.494486545832031
Erythroid.h	Stromal.m	0.393108615015625
Hepatocyte.h	Stromal.m	0.2577196784375
Macrophage.h	Stromal.m	0.40366687223125
Mast.h	Stromal.m	0.5775209673125
Monocyte.h	Stromal.m	0.17235398353125
Muscle.h	Stromal.m	0.740442059525
Myeloid.h	Stromal.m	0.21785649553125
Neuron.h	Stromal.m	0.627295866225
Neutrophil.h	Stromal.m	0.27229184396875
Plasmocyte.h	Stromal.m	0.25064044703125
Proliferating.h	Stromal.m	0.668554819625
Secretory.h	Stromal.m	0.493489116910714
Stromal.h	Stromal.m	0.76849942141875
T cell.h	Stromal.m	0.1938797661875
B cell.m	Stromal.z	0.307781638166667
Cumulus.m	Stromal.z	0.684630254916667
Dendritic.m	Stromal.z	0.391901055972222
Endothelial.m	Stromal.z	0.67601879
Epithelial.m	Stromal.z	0.459203736439394
Erythroid.m	Stromal.z	0.3638897308125
Hepatocyte.m	Stromal.z	0.40829704225
Macrophage.m	Stromal.z	0.417255519527778
Mast.m	Stromal.z	0.363771738333333
Monocyte.m	Stromal.z	0.370004664541667
Muscle.m	Stromal.z	0.659547245833333
Neuron.m	Stromal.z	0.435204485138889
Neutrophil.m	Stromal.z	0.3049454175625
ProliferatingEpithelial.m	Stromal.z	0.475500350166667
Proliferating.m	Stromal.z	0.473505703321429
Secretory.m	Stromal.z	0.458922620033333
Stromal.m	Stromal.z	0.81887031225
T cell.m	Stromal.z	0.302718886979167
Centrocyte.h	T cell.m	0.87396038825
Dendritic.h	T cell.m	0.765175865875
Endothelial.h	T cell.m	0.393676692821429
Epithelial.h	T cell.m	0.422933121
Erythroid.h	T cell.m	0.6212495366875
Hepatocyte.h	T cell.m	0.67750092725
Macrophage.h	T cell.m	0.666693674275
Mast.h	T cell.m	0.565552665
Monocyte.h	T cell.m	0.8863014855
Muscle.h	T cell.m	0.26608072305
Myeloid.h	T cell.m	0.83422917575
Neuron.h	T cell.m	0.344368516425
Neutrophil.h	T cell.m	0.798321163333333
Plasmocyte.h	T cell.m	0.804353948625
Proliferating.h	T cell.m	0.316876035375
Secretory.h	T cell.m	0.310130912428571
Stromal.h	T cell.m	0.262654505675
T cell.h	T cell.m	0.91017318775
B cell.m	UnknownB.z	0.241427427666667
Cumulus.m	UnknownB.z	0.526516333
Dendritic.m	UnknownB.z	0.352811095
Endothelial.m	UnknownB.z	0.71030471725
Epithelial.m	UnknownB.z	0.501058623090909
Erythroid.m	UnknownB.z	0.27929199475
Hepatocyte.m	UnknownB.z	0.215109477
Macrophage.m	UnknownB.z	0.5044805355
Mast.m	UnknownB.z	0.281263164
Monocyte.m	UnknownB.z	0.2579268075
Muscle.m	UnknownB.z	0.544512686444444
Neuron.m	UnknownB.z	0.784772105
Neutrophil.m	UnknownB.z	0.2463035695
ProliferatingEpithelial.m	UnknownB.z	0.550388156
Proliferating.m	UnknownB.z	0.468530615571429
Secretory.m	UnknownB.z	0.5092533766
Stromal.m	UnknownB.z	0.676127376
T cell.m	UnknownB.z	0.23285682725
B cell.m	UnknownH.z	0.262307646666667
Cumulus.m	UnknownH.z	0.576797627
Dendritic.m	UnknownH.z	0.509716964333333
Endothelial.m	UnknownH.z	0.8889155285
Epithelial.m	UnknownH.z	0.443506272636364
Erythroid.m	UnknownH.z	0.51297595
Hepatocyte.m	UnknownH.z	0.316055597333333
Macrophage.m	UnknownH.z	0.4981091965
Mast.m	UnknownH.z	0.344892141
Monocyte.m	UnknownH.z	0.4050506965
Muscle.m	UnknownH.z	0.732017390111111
Neuron.m	UnknownH.z	0.2735345145
Neutrophil.m	UnknownH.z	0.274376276
ProliferatingEpithelial.m	UnknownH.z	0.290137809
Proliferating.m	UnknownH.z	0.461307377714286
Secretory.m	UnknownH.z	0.3504954054
Stromal.m	UnknownH.z	0.756977438625
T cell.m	UnknownH.z	0.19926379875
